hotel_id,place_id,name_checked,address_checked,phone,city,district,loc_id,business_status,opening_hours,cat_id,types,rating,rating_total,longitude,latitude,map_url,website,newest_review
ht0269,ChIJ1754PUsgaDQRhy5J6Kpi9-k,DOTEL寵物旅館,337台灣桃園市大園區五青路183巷53號,,桃園市,大園區,TYN006,OPERATIONAL,56.0,3,"['establishment', 'point_of_interest']",4.5,41.0,121.2358223,25.0189497,https://maps.google.com/?cid=16859052216265813639,http://facebook.com/dotel53,2019-03-10
ht0270,ChIJUbmhCYUZaDQRU3Pl86uIepU,甜寵汪喵生活館,335台灣桃園市大溪區仁善街212號,33806753.0,桃園市,大溪區,TYN003,OPERATIONAL,70.0,3,"['establishment', 'pet_store', 'point_of_interest', 'store']",4.5,67.0,121.2816877,24.9101459,https://maps.google.com/?cid=10771071730922648403,https://www.facebook.com/profile.php?id=100095272958481,2025-04-22
ht0271,ChIJ213VxCkZaDQRZ95P1JDC-5M,傑盛愛犬訓練學苑,335台灣桃園市大溪區埔頂六街177號,917377902.0,桃園市,大溪區,TYN003,OPERATIONAL,98.0,3,"['establishment', 'point_of_interest']",4.3,57.0,121.2802178,24.9054375,https://maps.google.com/?cid=10663330470022864487,,2025-02-09
ht0272,ChIJn0R4HrIjaDQRhBZ6WlSxNVw,熊熊家寵物美容,324038台灣桃园市平镇区龍美路39巷2號,966027708.0,桃園市,平鎮區,TYN010,OPERATIONAL,49.0,3,"['establishment', 'point_of_interest']",5.0,32.0,121.2518096,24.9232863,https://maps.google.com/?cid=6644411801108354692,,2023-08-01
ht0273,ChIJmQb4h1MiaDQRU6RQwUalgYg,SoQ毛寶貝沙龍旅館,324台灣桃園市平鎮區振平街221號,34593319.0,桃園市,平鎮區,TYN010,OPERATIONAL,66.0,3,"['establishment', 'pet_store', 'point_of_interest', 'store']",4.7,92.0,121.2216754,24.9423266,https://maps.google.com/?cid=9836324784463455315,https://www.facebook.com/SoQ.petbaby/,2025-07-04
ht0274,ChIJW1f2pfwiaDQR6Zz0l875Su4,慶陞工業股份有限公司,32457台灣桃園市平鎮區關爺東路32號,34589558.0,桃園市,平鎮區,TYN010,OPERATIONAL,50.0,3,"['establishment', 'point_of_interest']",3.2,21.0,121.222245,24.926438,https://maps.google.com/?cid=17170811195011407081,http://www.kinsun.com/,2017-02-18
ht0275,ChIJE2CUBAQjaDQRC29pk2WJuag,毛毛兄弟會,324台灣桃園市平鎮區中庸路35號,958480960.0,桃園市,平鎮區,TYN010,OPERATIONAL,54.0,3,"['establishment', 'point_of_interest']",4.9,54.0,121.2093973,24.9132562,https://maps.google.com/?cid=12157899738421227275,https://www.facebook.com/profile.php?id=61559970076716&mibextid=LQQJ4d,2025-10-07
ht0276,ChIJV7MrA2MjaDQROuUSjh32SEE,狗行家寵物美容生活坊,324台灣桃園市平鎮區南豐路190巷2號,34697730.0,桃園市,平鎮區,TYN010,OPERATIONAL,40.0,3,"['establishment', 'pet_store', 'point_of_interest', 'store']",4.6,20.0,121.2059921,24.9000438,https://maps.google.com/?cid=4704280417586570554,,2024-04-24
ht0277,ChIJY9hMHAAjaDQRoD8H7wkW600,咩咩旺寵物美容 平鎮/中壢/ 金陵路三段寵物美容,324台灣桃園市平鎮區金陵路三段103之2號,965254213.0,桃園市,平鎮區,TYN010,OPERATIONAL,63.0,3,"['establishment', 'pet_store', 'point_of_interest', 'store']",5.0,8.0,121.2275868,24.9283245,https://maps.google.com/?cid=5614605592368201632,,2024-09-09
ht0278,ChIJWSY4K5cZaDQRCRSchp6VfmM,毛逗犬貓生活館,334台灣桃園市八德區廣興一路63號1樓,976370023.0,桃園市,平鎮區,TYN010,OPERATIONAL,70.0,3,"['establishment', 'pet_store', 'point_of_interest', 'store']",4.7,12.0,121.2805088,24.9318294,https://maps.google.com/?cid=7169332164916155401,https://www.maodoulife.com/,2025-09-20
ht0279,ChIJe38SLzMjaDQRJrlnE2XC27U,小森林寵物美容旅館,324台灣桃園市平鎮區環南路二段28號,34929997.0,桃園市,平鎮區,TYN010,OPERATIONAL,63.0,3,"['establishment', 'point_of_interest']",4.3,292.0,121.2094856,24.9437969,https://maps.google.com/?cid=13104281280137640230,https://www.petitforet.com/,2024-06-17
ht0280,ChIJLQ-F164jaDQRWEv_9T4I2I0,安優國際有限公司,324台灣桃園市平鎮區環南路515號,34911186.0,桃園市,平鎮區,TYN010,OPERATIONAL,0.0,3,"['establishment', 'point_of_interest']",4.5,2.0,121.2083234,24.9454924,https://maps.google.com/?cid=10220928420825484120,,2021-07-23
ht0281,ChIJs7Xl89sjaDQRFl44rEf_szs,愛犬當家寵物美容旅館,324台灣桃園市平鎮區中庸路116巷3號,937949212.0,桃園市,平鎮區,TYN010,OPERATIONAL,54.0,3,"['establishment', 'pet_store', 'point_of_interest', 'store']",4.9,115.0,121.2077346,24.9137535,https://maps.google.com/?cid=4302062752366091798,https://www.facebook.com/profile.php?id=100064197093156,2025-10-05
ht0282,ChIJI3IRHkcjaDQRhbXs4P3EvUs,阿曼達寵物精品旅館（平鎮館）,32458台灣桃園市平鎮區上海路311號,34391311.0,桃園市,平鎮區,TYN010,OPERATIONAL,73.5,3,"['establishment', 'point_of_interest']",4.7,204.0,121.2059375,24.9164557,https://maps.google.com/?cid=5457734918122288517,https://lin.ee/eBvvPHQ,2024-05-24
ht0283,ChIJ8xYy2eMeaDQRTPPWbAKHQrQ,喵嗚貓咪旅館（全預約制，預約時間僅保留十分鐘，敬請準時抵達）,330台灣桃园市桃園區昆明路250號1F,965502517.0,桃園市,桃園區,TYN001,OPERATIONAL,70.0,3,"['establishment', 'point_of_interest', 'veterinary_care']",5.0,27.0,121.3123439,24.9847553,https://maps.google.com/?cid=12989092719775642444,https://www.facebook.com/miaowjourney/,2023-09-22
ht0284,ChIJQwYac0weaDQR1UJtM6_ONcc,CAMA CAMA 寵物沙容（預約制）,330台灣桃園市桃園區大興路209號,33267282.0,桃園市,桃園區,TYN001,OPERATIONAL,54.0,3,"['establishment', 'point_of_interest']",4.6,107.0,121.3125852,25.0157297,https://maps.google.com/?cid=14354606639190721237,,2023-10-06
ht0285,ChIJp6ulzdofaDQRabB4RPtieSg,汪家寵物旅館,330台灣桃園市桃園區民族路148號,937303200.0,桃園市,桃園區,TYN001,OPERATIONAL,63.0,3,"['establishment', 'point_of_interest']",5.0,9.0,121.3086296,24.9936741,https://maps.google.com/?cid=2916471065024180329,https://lin.ee/SARgQtb,2025-10-06
ht0286,ChIJpU4RG0seaDQRLV-1msKqWNY,寵貝比寵物沙龍,330台灣桃園市桃園區大業路二段137號,33578210.0,桃園市,桃園區,TYN001,OPERATIONAL,44.5,3,"['establishment', 'pet_store', 'point_of_interest', 'store']",4.0,10.0,121.310431,25.0194082,https://maps.google.com/?cid=15445282674863071021,https://www.facebook.com/petpetbaby/,2021-04-24
ht0287,ChIJqX4PPgEfaDQRAWyEBu6RTWY,Doggy Happy狗狗樂寵物造型沙龍,330台灣桃園市桃園區樹林四街84號,33778666.0,桃園市,桃園區,TYN001,OPERATIONAL,50.0,3,"['establishment', 'point_of_interest']",5.0,71.0,121.3132817,24.9804691,https://maps.google.com/?cid=7371708616572955649,https://www.facebook.com/DoggyHappy996,2021-09-22
ht0288,ChIJ6fmkMbAfaDQRJIVtoHuGvcs,中圓寵物股份有限公司 (行政管理中心),330台灣桃園市桃園區中正路836號3樓,33468829.0,桃園市,桃園區,TYN001,OPERATIONAL,45.0,3,"['establishment', 'point_of_interest', 'store']",4.6,5.0,121.3017007,25.0100205,https://maps.google.com/?cid=14681038225828316452,https://bmai.app/6cwzjw,2019-07-03
ht0289,ChIJCc_frKofaDQRiSlAU3JJCvs,芭比寵物坊,330台灣桃園市桃園區正康二街103號,33369366.0,桃園市,桃園區,TYN001,OPERATIONAL,60.0,3,"['establishment', 'pet_store', 'point_of_interest', 'store']",4.6,21.0,121.3083015,25.0018784,https://maps.google.com/?cid=18089351608658831753,,2024-11-16
ht0290,ChIJ-ywQqLIfaDQR3l1jCZ1NNUs,901寵物生活SPA旅館,330台灣桃園市桃園區經國路221號,33255715.0,桃園市,桃園區,TYN001,OPERATIONAL,54.0,3,"['establishment', 'pet_store', 'point_of_interest', 'store']",4.6,44.0,121.3077404,25.0122092,https://maps.google.com/?cid=5419323063472971230,,2019-06-08
ht0291,ChIJpyYSdV8faDQR-pXDBc3EyWQ,伊嘉寶貝寵物美容坊,330台灣桃園市桃園區同德五街268號,32160153.0,桃園市,桃園區,TYN001,OPERATIONAL,62.5,3,"['establishment', 'pet_store', 'point_of_interest', 'store']",5.0,55.0,121.2952611,25.0125805,https://maps.google.com/?cid=7262552258955679226,https://lin.ee/Kf3K8Wo,2023-05-10
ht0292,ChIJk8bpqrIfaDQRcEGUi3ggZMs,藍世界水族寵物城 經國店,330台灣桃園市桃園區經國路36號,33267771.0,桃園市,桃園區,TYN001,OPERATIONAL,77.0,3,"['aquarium', 'establishment', 'pet_store', 'point_of_interest', 'store']",4.1,1476.0,121.3083149,25.0121347,https://maps.google.com/?cid=14655874789480350064,https://www.facebook.com/pg/%E8%97%8D%E4%B8%96%E7%95%8C%E6%B0%B4%E6%97%8F%E5%AF%B5%E7%89%A9%E7%B6%93%E5%9C%8B%E5%BA%97-1526490140992253/about/?ref=page_internal,2025-08-07
ht0293,ChIJVep02L4faDQRFQVqLxX1hoE,小毛頭寵物沙龍旅館-桃園寵物洗澡|寵物美容師|寵物安親|寵物沙龍|貓狗旅館|寵物住宿|寵物旅館|貓狗美容,330台灣桃園市桃園區文中三路60號1樓,32170556.0,桃園市,桃園區,TYN001,OPERATIONAL,63.0,3,"['establishment', 'point_of_interest']",5.0,21.0,121.2887927,24.9971635,https://maps.google.com/?cid=9333416749110527253,https://www.facebook.com/share/kyFC5kWamP8ebWzi/?mibextid=wwXIfr,2025-09-08
ht0294,ChIJqazxFIMfaDQRBrkmvDtYf7M,佳佳寵物服飾店 ️寵物衣服 ️貓狗衣服 ️狗窩 ️狗雨衣 ️,330台灣桃园市桃園區新民街2號2樓,936518953.0,桃園市,桃園區,TYN001,OPERATIONAL,77.0,3,"['clothing_store', 'establishment', 'point_of_interest', 'store']",5.0,710.0,121.3126613,24.9948374,https://maps.google.com/?cid=12934153668414322950,https://www.facebook.com/superbaby2018/,2024-11-11
ht0295,ChIJDVa4_sIeaDQR5ELpSrMK2zY,艾森寵物沙龍（全預約）,330台灣桃園市桃園區樹仁三街79號,,桃園市,桃園區,TYN001,OPERATIONAL,42.5,3,"['establishment', 'point_of_interest']",5.0,44.0,121.3224312,24.9744754,https://maps.google.com/?cid=3952764863119966948,https://instagram.com/awesome3637335?igshid=MzRlODBiNWFlZA==,2021-03-06
ht0296,ChIJj0rtmlUfaDQRXYxXY9cBBBw,喵德渡假貓旅館,330台灣桃園市桃園區南華街93巷41號1樓,33318961.0,桃園市,桃園區,TYN001,OPERATIONAL,60.0,3,"['establishment', 'point_of_interest', 'veterinary_care']",5.0,52.0,121.306947,24.9907374,https://maps.google.com/?cid=2018740557565103197,https://lin.ee/koOodF2,2025-07-13
ht0297,ChIJV4IieHsfaDQRrIAKd-Cd4VI,轉角二號寵物小棧,330台灣桃園市桃園區春日路二號,911202132.0,桃園市,桃園區,TYN001,OPERATIONAL,45.0,3,"['establishment', 'pet_store', 'point_of_interest', 'store']",5.0,10.0,121.3179326,24.9911173,https://maps.google.com/?cid=5972228168265400492,,2023-06-15
ht0298,ChIJlSQUxAcfaDQRGhtLA8MRU3o,狗之家寵物世界,330台灣桃園市桃園區永安路409號,33364137.0,桃園市,桃園區,TYN001,OPERATIONAL,52.5,3,"['establishment', 'pet_store', 'point_of_interest', 'store']",5.0,2.0,121.2982163,25.0018436,https://maps.google.com/?cid=8814408424965741338,,2025-01-16
ht0299,ChIJObE4J94faDQRjLnKNEUaPJM,動物派對寵物沙龍旅館（肌膚問題專門）｜寵物美容推薦｜寵物店–寵物美容–寵物旅館–寵物住宿｜貓咪住宿旅館｜兔子住宿旅館–兔子洗澡美容｜刺蝟天竺鼠洗澡住宿旅館,330台灣桃園市桃園區經國路208巷22號1樓,33562562.0,桃園市,桃園區,TYN001,OPERATIONAL,40.0,3,"['establishment', 'pet_store', 'point_of_interest', 'store']",4.5,104.0,121.3057774,25.0179119,https://maps.google.com/?cid=10609383706718812556,https://lin.ee/HyxYsIr,2022-10-30
ht0300,ChIJVWBIUQAfaDQRv_goAHxAZdg,快樂毛小孩貓生活館,330台灣桃園市桃園區延壽街144號1 樓,33690558.0,桃園市,桃園區,TYN001,OPERATIONAL,0.0,3,"['establishment', 'pet_store', 'point_of_interest', 'store']",5.0,33.0,121.2910281,24.9937826,https://maps.google.com/?cid=15592940186163017919,https://lin.ee/6G0PILU,2025-04-14
ht0301,ChIJ5Y3o1WsfaDQRhfp-uecJY7M,晨曦寵物龍安店,330台灣桃園市桃園區龍安街109號,33609911.0,桃園市,桃園區,TYN001,OPERATIONAL,84.0,3,"['establishment', 'pet_store', 'point_of_interest', 'store']",4.1,177.0,121.2798327,24.9896826,https://maps.google.com/?cid=12926186246337657477,https://www.facebook.com/chenshipet,2025-06-28
ht0302,ChIJOysknCgfaDQRyEbh4sGlIf0,哞哞寵物美容/茉莉貓皇,330台灣桃園市桃園區南豐三街24號,983215161.0,桃園市,桃園區,TYN001,OPERATIONAL,62.0,3,"['establishment', 'pet_store', 'point_of_interest', 'store']",4.8,22.0,121.3061529,24.9818084,https://maps.google.com/?cid=18240042217980905160,https://instagram.com/moumou_pet?igshid=NzZlODBkYWE4Ng==,2024-02-24
ht0303,ChIJUajcCX4faDQR2GFcY2-aomQ,奇優達寵物生活館,330台灣桃園市桃園區國際路二段194號1-2樓,963905188.0,桃園市,桃園區,TYN001,OPERATIONAL,70.0,3,"['establishment', 'point_of_interest', 'store']",4.9,41.0,121.2880617,24.9951492,https://maps.google.com/?cid=7251528153218965976,https://lin.ee/O7YLrWy,2023-05-18
ht0304,ChIJvVBHbQAjaDQRbVWc0hsfong,佳士得生鮮股份有限公司,324台灣桃園市平鎮區民族路三段159巷153號,34950555.0,桃園市,桃園區,TYN001,OPERATIONAL,84.0,3,"['establishment', 'point_of_interest']",3.0,2.0,121.1933611,24.9542375,https://maps.google.com/?cid=8692544435136517485,http://www.chaomin.com.tw/OutWeb/L_CT/index/index.asp?TTL=55985.83,2025-05-05
ht0305,ChIJY6abQ5gfaDQRHPu61Xw_BcI,孩要有你寵物沙龍 ‍ 桃園寵物美容 桃園寵物沙龍 桃園寵物洗澡 桃園貓狗剪毛 藝文特區寵物美容 藝文特區洗狗,330台灣桃園市桃園區敬二街25號23號,905675625.0,桃園市,桃園區,TYN001,OPERATIONAL,57.0,3,"['establishment', 'point_of_interest']",4.7,154.0,121.2928964,25.0229821,https://maps.google.com/?cid=13980650423635868444,https://anl1537h.weebly.com/,2025-09-01
ht0306,ChIJZxYWYAAfaDQR3KZ0nDFtmJ8,沐沐卡夫寵物美容,330台灣桃園市桃園區慈文路635巷23號,32606520.0,桃園市,桃園區,TYN001,OPERATIONAL,60.0,3,"['establishment', 'point_of_interest']",5.0,38.0,121.2966937,25.001746,https://maps.google.com/?cid=11500061708336277212,http://www.instagram.com/mumukahu_pet_salon,2025-06-01
ht0307,ChIJ46X5LXAfaDQRVern9t6ia7U,均禾貓旅,"No. 12號, 新埔七街168巷桃園區桃園市台灣 330",963606086.0,桃園市,桃園區,TYN001,OPERATIONAL,60.0,3,"['establishment', 'point_of_interest']",5.0,78.0,121.3006995,25.0230149,https://maps.google.com/?cid=13072721421881829973,https://www.junhecat.com/,2025-06-22
ht0308,ChIJWdieO0keaDQRzk3N1U2o1Ts,Go時尚寵物SPA會館,330台灣桃園市桃園區大興路288號,33460566.0,桃園市,桃園區,TYN001,OPERATIONAL,54.0,3,"['establishment', 'point_of_interest']",4.7,43.0,121.3153098,25.0164643,https://maps.google.com/?cid=4311537270530067918,https://pse.is/38yhpw,2025-01-28
ht0309,ChIJwcFHIMgfaDQRgSnQjuIAdvQ,唯一寵物(桃鶯店) 預約制 小型犬貓 寵物美容,330台灣桃園市桃園區桃鶯路58號,33668830.0,桃園市,桃園區,TYN001,OPERATIONAL,0.0,3,"['establishment', 'pet_store', 'point_of_interest', 'store']",4.5,39.0,121.3178238,24.9869163,https://maps.google.com/?cid=17615267965564889473,https://www.facebook.com/pages/category/Pet-Groomer/%E5%94%AF%E4%B8%80%E5%AF%B5%E7%89%A9-108187820954312/,2025-09-06
ht0310,ChIJGX5soP8eaDQR-jh5Cri-nQE,九福寵物店,330台灣桃園市桃園區民生路464號,33386858.0,桃園市,桃園區,TYN001,OPERATIONAL,55.0,3,"['establishment', 'pet_store', 'point_of_interest', 'store']",4.8,28.0,121.3110461,24.9991279,https://maps.google.com/?cid=116458863040477434,,2025-05-10
ht0311,ChIJ8WtViE4eaDQRYtBiHGGqm_4,富寶貝專業托嬰中心,33049台灣桃園市桃園區雙峰路163、163-1號1樓,33583008.0,桃園市,桃園區,TYN001,OPERATIONAL,0.0,3,"['establishment', 'point_of_interest']",4.2,20.0,121.3143294,25.0132151,https://maps.google.com/?cid=18346444841088634978,http://www.richbaby.url.tw/index.html,2022-08-06
ht0312,ChIJNWlpxkYfaDQRHGGBR_h7RoQ,豆丁寵物美學沙龍(預約優先制)寵物美容/寵物洗澡/大美容/皮膚養護/寵物蛋糕/推薦寵物美容/寵物造型推薦/專業沐浴/護膚SPA/住宿安親,330台灣桃園市桃園區大業路二段245號,963762557.0,桃園市,桃園區,TYN001,OPERATIONAL,54.0,3,"['establishment', 'point_of_interest']",5.0,42.0,121.3100293,25.0211107,https://maps.google.com/?cid=9531441967658000668,https://lin.ee/Z0dvApX,2023-10-24
ht0313,ChIJLTqOn68faDQR-GmziYMxuYc,添進藥業股份有限公司,330台灣台灣省桃園區大興西路二段76巷3號,33013222.0,桃園市,桃園區,TYN001,OPERATIONAL,0.0,3,"['establishment', 'health', 'pharmacy', 'point_of_interest', 'store']",5.0,1.0,121.2983333,25.0118339,https://maps.google.com/?cid=9779902506832456184,,2025-04-02
ht0314,ChIJFd43JmsfaDQR3lKrT9oyNNk,小潘寵物美容旅館(原一家三口動物旅館.品湛動物醫院2F),330台灣桃園市桃園區民生路495-9號,33473724.0,桃園市,桃園區,TYN001,OPERATIONAL,72.0,3,"['establishment', 'point_of_interest']",5.0,1.0,121.3093508,25.0027344,https://maps.google.com/?cid=15651190518240203486,,2025-03-24
ht0315,ChIJ5WP-cL4faDQRLLjR6bNfYbI,Uni有你寵物美學沙龍（附設狗狗旅館,330台灣桃園市桃園區國豐三街203號1樓,981196867.0,桃園市,桃園區,TYN001,OPERATIONAL,51.0,3,"['establishment', 'point_of_interest']",5.0,37.0,121.2780047,24.9923413,https://maps.google.com/?cid=12853660037818726444,https://www.facebook.com/101979441771077/posts/111998260769195/?d=n&substory_index=0,2025-05-30
ht0316,ChIJw66mAQAfaDQRRkwUq5BmWBI,艾美寵物店,330台灣桃園市桃園區國際路一段1038號,32204575.0,桃園市,桃園區,TYN001,OPERATIONAL,54.0,3,"['establishment', 'pet_store', 'point_of_interest', 'store']",5.0,78.0,121.2897379,24.9854059,https://maps.google.com/?cid=1321919262164798534,,2024-10-29
ht0317,ChIJuSDQvxsfaDQRe86i7FuNdQU,柴町寵物旅舍(全預約制),330台灣桃園市桃園區文中路10號,33601313.0,桃園市,桃園區,TYN001,OPERATIONAL,63.0,3,"['establishment', 'pet_store', 'point_of_interest', 'store']",4.9,106.0,121.2944541,24.9961634,https://maps.google.com/?cid=393375968416419451,https://www.facebook.com/shibamachipethotel/?notif_id=1594804945011196&notif_t=page_fan,2025-06-16
ht0318,ChIJb8QgybEfaDQRvTpfgHA-4sw,BossHome.Cat老闆家貓舍,330台灣桃園市桃園區大仁路32號1樓,900140168.0,桃園市,桃園區,TYN001,OPERATIONAL,84.0,3,"['establishment', 'pet_store', 'point_of_interest', 'store']",5.0,23.0,121.3235646,24.9730237,https://maps.google.com/?cid=14763431181384891069,,2025-05-01
ht0319,ChIJO1CUWdMfaDQR40_Slzingjc,花居寵物生活別館,330台灣桃園市桃園區中正三街389號,968622815.0,桃園市,桃園區,TYN001,OPERATIONAL,77.0,3,"['establishment', 'point_of_interest', 'store']",4.6,295.0,121.2991164,25.0025685,https://maps.google.com/?cid=3999943280565571555,https://lin.ee/YdaEpOh,2025-06-15
ht0320,ChIJN1PY0_8eaDQRqRtMAuAB1pM,快樂尾巴寵物旅館,330台灣桃園市桃園區中正路348號1樓,33479189.0,桃園市,桃園區,TYN001,OPERATIONAL,84.0,3,"['establishment', 'point_of_interest']",4.7,90.0,121.3087764,24.9984232,https://maps.google.com/?cid=10652704030214331305,,2025-06-07
ht0321,ChIJYfDdc1EeaDQRRxSPILF50b4,吉兒溫馨貓館-桃園寵物住宿 桃園貓旅館 桃園貓住宿 桃園貓旅館推薦 中壢貓旅館 中壢貓住宿,330台灣桃園市桃園區民有六街12號,926110706.0,桃園市,桃園區,TYN001,OPERATIONAL,54.0,3,"['establishment', 'point_of_interest', 'veterinary_care']",4.9,215.0,121.3203636,25.0066196,https://maps.google.com/?cid=13749904939001254983,https://www.jill-cathotel.com/,2025-08-31
ht0322,ChIJZ46CR9AfaDQRnygOsNGZrTI,家ᴥ毛孩ᴥ療癒旅館｜全預約制｜,330台灣桃園市桃園區保定三街89巷1號,33312682.0,桃園市,桃園區,TYN001,OPERATIONAL,77.0,3,"['establishment', 'point_of_interest', 'store']",5.0,47.0,121.2982559,24.9979936,https://maps.google.com/?cid=3651743998748272799,https://www.canva.com/design/DAGOj9ESwY4/udYfb0RVB7Cxke2jHCZpaA/view?utm_content=DAGOj9ESwY4&utm_campaign=designshare&utm_medium=link&utm_source=editor,2025-04-10
ht0323,ChIJca16FegfaDQRRqD1ythp8AM,彩萌寵物會館(美容、安親、住宿)-蘆竹寵物美容|南崁寵物住宿|寵物洗澡|寵物旅館|寵物安親|貓貓洗澡|寵物沙龍|寵物寄宿,338台灣桃園市蘆竹區南竹路二段53號,903929000.0,桃園市,桃園區,TYN001,OPERATIONAL,66.0,3,"['establishment', 'pet_store', 'point_of_interest', 'store']",4.9,141.0,121.2859179,25.0420865,https://maps.google.com/?cid=283843156363288646,https://www.facebook.com/CaimengPetGuildHall/,2025-07-05
ht0324,ChIJF9fSF5o7aDQR30CtODOling,萊恩貓舍 (特寵業繁字第C1140706號),326台灣桃園市楊梅區環南路240號,955409201.0,桃園市,楊梅區,TYN004,OPERATIONAL,0.0,3,"['establishment', 'pet_store', 'point_of_interest', 'store']",0.0,0.0,121.1444475,24.9029484,https://maps.google.com/?cid=8685936470750216415,https://ryancattery.com/,
ht0325,ChIJdbEffN07aDQRCMDfC-f-YwY,小潔毛寵物美容旅店,326台灣桃園市楊梅區環南路59號,34881880.0,桃園市,楊梅區,TYN004,OPERATIONAL,40.0,3,"['establishment', 'point_of_interest']",4.5,125.0,121.1488708,24.902099,https://maps.google.com/?cid=460491855212036104,https://www.facebook.com/%E5%B0%8F%E6%BD%94%E6%AF%9B%E5%AF%B5%E7%89%A9%E7%BE%8E%E5%AE%B9%E6%97%85%E5%BA%97-112033870720720/?view_public_for=112033870720720,2025-08-08
ht0326,ChIJtwyMmvMjaDQRW1w-Yr39Uts,甜Eight寵物美容·住宿,326台灣桃園市楊梅區梅獅路二段192號,912426275.0,桃園市,楊梅區,TYN004,OPERATIONAL,54.0,3,"['establishment', 'point_of_interest']",4.9,42.0,121.1772163,24.9059163,https://maps.google.com/?cid=15803973032235392091,,2022-04-14
ht0327,ChIJO-sk-YcjaDQR3JBpTzh7OIY,囍狗寵物〔A級美容師精剪〕犬貓洗澡.美容/安親/住宿/幼犬出售/寵物商品/代辦火化服務,320台灣桃園市中壢區民族路五段241號,34203113.0,桃園市,楊梅區,TYN004,OPERATIONAL,50.0,3,"['establishment', 'point_of_interest', 'store']",4.9,109.0,121.1712561,24.9583931,https://maps.google.com/?cid=9671615681558843612,,2024-07-01
ht0328,ChIJabE_OQsjaDQRJlHsMX9hmH0,琥珀布偶貓舍-Amber Ragdoll Cattery（預約制）,326台灣桃園市楊梅區興南街40號,,桃園市,楊梅區,TYN004,OPERATIONAL,0.0,3,"['establishment', 'point_of_interest']",5.0,6.0,121.1828956,24.9175914,https://maps.google.com/?cid=9050090650127323430,https://www.facebook.com/101324546005276/,2024-06-09
ht0329,ChIJ77f2bFQjaDQRfxJBQXni4iA,楊梅埔心小小花園寵物平價推薦美容旅館/洗澡/美容/住宿,326台灣桃園市楊梅區梅獅路二段499號,927521878.0,桃園市,楊梅區,TYN004,OPERATIONAL,50.0,3,"['establishment', 'pet_store', 'point_of_interest', 'store']",4.2,48.0,121.1823695,24.9007458,https://maps.google.com/?cid=2369705364364006015,https://www.facebook.com/pet0927521878/,2023-09-18
ht0330,ChIJJVSIsJ8CaDQR8YgNeOYKTb4,漢克哈士奇寵物名店,326台灣桃園市楊梅區中山南路688號,34883220.0,桃園市,楊梅區,TYN004,OPERATIONAL,63.0,3,"['establishment', 'pet_store', 'point_of_interest', 'store']",3.6,18.0,121.1254696,24.9029704,https://maps.google.com/?cid=13712628425385937137,,2019-05-24
ht0331,ChIJd1FFV54laDQR4eR5x2QJt4c,摸洗寵物美容spa旅店(もしもし),326台灣桃園市楊梅區新農街二段100號,34314581.0,桃園市,楊梅區,TYN004,OPERATIONAL,53.0,3,"['establishment', 'pet_store', 'point_of_interest', 'store']",4.9,55.0,121.1688241,24.9125232,https://maps.google.com/?cid=9779295444306355425,https://page.line.me/144vdjpx,2023-04-15
ht0332,ChIJcSRuOwA7aDQRFsYeokK0620,老麥寵物店-新,326台灣桃園市楊梅區新農街6-8號,,桃園市,楊梅區,TYN004,OPERATIONAL,0.0,3,"['beauty_salon', 'establishment', 'point_of_interest']",3.7,3.0,121.1465825,24.9090328,https://maps.google.com/?cid=7920622567941916182,,2024-07-06
ht0333,ChIJo7MsD-0haDQRbw2xGJUKmSs,豬鼻子寵物旅館,338台灣桃園市蘆竹區豪登一街166-1號,33138616.0,桃園市,蘆竹區,TYN005,OPERATIONAL,83.5,3,"['establishment', 'point_of_interest']",4.8,18.0,121.2582269,25.017861,https://maps.google.com/?cid=3141553850548292975,https://www.facebook.com/%E8%B1%AC%E9%BC%BB%E5%AD%90%E5%AF%B5%E7%89%A9%E6%97%85%E9%A4%A8-621558254982700/,2023-01-29
ht0334,ChIJCfW2oLShQjQReAGfqspbkWQ,安格寵物美容,33849台灣桃園市蘆竹區南崁路二段504號,955111473.0,桃園市,蘆竹區,TYN005,OPERATIONAL,48.0,3,"['establishment', 'point_of_interest']",5.0,5.0,121.2662226,25.0631983,https://maps.google.com/?cid=7246674201419907448,https://www.facebook.com/ango2020z/,2022-07-31
ht0335,ChIJjw-k4xOhQjQRVjik9DNqAvo,陽陽寵物 YangYangPet/貓屋/美容部,338台灣桃園市蘆竹區五福六路81號,,桃園市,蘆竹區,TYN005,OPERATIONAL,0.0,3,"['establishment', 'point_of_interest']",4.6,65.0,121.2953673,25.0542799,https://maps.google.com/?cid=18015078230815684694,https://www.facebook.com/yangyangpet/?ref=aymt_homepage_panel&eid=ARBzF4b4onvredg71-0m33pJTSbJQjT2dojpBDFKaqDvnHuUt7bTfyjcRQU8HkbVIhRg5UMsrFd6ZQuQ,2021-09-14
ht0336,ChIJxZi6h1UeaDQRanKNm2FP59A,凱特莉寵物沙龍／住宿／安親 特寵業字第C1110522號／寵物投幣洗烘衣機,338台灣桃園市蘆竹區南祥路21號,909625696.0,桃園市,蘆竹區,TYN005,OPERATIONAL,51.0,3,"['establishment', 'pet_store', 'point_of_interest', 'store']",4.6,21.0,121.2963409,25.0460865,https://maps.google.com/?cid=15053087560149332586,https://www.facebook.com/KitellyPetGroomingSalon/?epa=SEARCH_BOX,2021-03-22
