place_id,name_checked,address_checked,phone,city,district,business_status,opening_hours,types,rating,rating_total,longitude,latitude,map_url,website,newest_review
ChIJAQBABySqQjQRHZy2pDlkpsk,台大動物醫院,106台灣臺北市大安區基隆路三段153號,0227396828,臺北市,大安區,OPERATIONAL,45.0,"['establishment', 'health', 'hospital', 'point_of_interest', 'veterinary_care']",3.8,898.0,121.5430757,25.0156319,https://maps.google.com/?cid=14530411446496828445,http://www.vh.ntu.edu.tw/,2025-03-13
ChIJAQDmBP49aTQRY-JOh7kMfKA,微曦動物醫院-烏日動物醫院|犬貓洗牙牙科|一般內外科|健康檢查|內視鏡微創手術|心臟腹腔超音波|X光|重症氧氣病房,414009台灣臺中市烏日區建國路323號,0423376200,臺中市,烏日區,OPERATIONAL,56.0,"['establishment', 'point_of_interest', 'veterinary_care']",5.0,132.0,120.6262332,24.108908,https://maps.google.com/?cid=11564131934159168099,https://www.wish-animal-hospital.com/,2025-05-15
ChIJAQHdDJ92bjQRTrGiRXTBCRw,喬巴動物醫院,701台灣臺南市東區中華東路三段154號,062895300,臺南市,東區,OPERATIONAL,65.5,"['establishment', 'point_of_interest', 'veterinary_care']",4.6,338.0,120.2267431,22.9784348,https://maps.google.com/?cid=2020358612981035342,,2025-08-14
ChIJAS0Qkf8eaDQRSdB7m1wk4Wg,萌萌家動物醫院,330台灣桃園市桃園區民安路100-2號,033365951,桃園市,桃園區,OPERATIONAL,50.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.5,96.0,121.2997851,24.9964665,https://maps.google.com/?cid=7557361629868576841,https://m.facebook.com/MengMenghomeAH/,2023-12-28
ChIJAShTtT8ZaTQRwWloaK3JbyY,艾德動物醫院,411台灣臺中市太平區立功路399號,0423960089,臺中市,太平區,OPERATIONAL,51.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.4,176.0,120.7151712,24.1593715,https://maps.google.com/?cid=2769654042474342849,https://www.facebook.com/%E8%89%BE%E5%BE%B7%E5%8B%95%E7%89%A9%E9%86%AB%E9%99%A2%E6%9A%A8%E9%AB%98%E5%A3%93%E6%B0%A7%E6%B2%BB%E7%99%82%E5%B0%88%E7%A7%91-230572631055210/,2025-10-22
ChIJAUuuQcgiaTQRIGecZ3o16iw,光佑動物醫院,411台灣臺中市太平區中興東路164號,0422763058,臺中市,太平區,OPERATIONAL,64.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.6,103.0,120.7219982,24.1311092,https://maps.google.com/?cid=3236458082059708192,,2024-10-16
ChIJAVtpf04haDQR7e9VnldMdG0,卡布動物醫院,330台灣桃園市桃園區文中二路121號1樓,033695005,桃園市,桃園區,OPERATIONAL,72.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.8,146.0,121.2896407,24.9989432,https://maps.google.com/?cid=7887012786634878957,https://www.facebook.com/KabuAnimalHospital,2022-03-31
ChIJAXg6YVhhbjQR0G0tsbWfqLs,玉井動物醫院,714台灣臺南市玉井區民族路267號,065747786,臺南市,玉井區,OPERATIONAL,45.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.9,56.0,120.4694692,23.1238416,https://maps.google.com/?cid=13522233483890355664,https://www.facebook.com/wcn.7820906,2024-03-18
ChIJAYBJMCmrQjQRLUbUVFfikSE,安家行動寵物醫院-獸醫師出診/寵物到府安樂/安寧治療-台北/桃園/新竹/基隆/宜蘭,114台灣台北市内湖区成功路三段174巷17弄5號1樓,0906060336,臺北市,大安區,OPERATIONAL,168.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.9,207.0,121.5908586,25.0814412,https://maps.google.com/?cid=2418963339587896877,https://drfurkids.com/,2025-09-26
ChIJAZJaseUXaTQRjwwRfsHqtVs,全國動物醫院 北全分院,406台灣臺中市北屯區北屯路264-7號,0422360903,臺中市,北屯區,OPERATIONAL,62.5,"['establishment', 'point_of_interest', 'veterinary_care']",4.5,203.0,120.6984431,24.1713743,https://maps.google.com/?cid=6608446145000705167,https://www.vet.com.tw/store_detail.php?Key=10,2025-08-30
ChIJAZRm5gx3bjQRfvv1sHnR0ec,愛犬家動物醫院,709台灣臺南市安南區怡安路一段84號,063571792,臺南市,安南區,OPERATIONAL,49.999999999999986,"['establishment', 'pet_store', 'point_of_interest', 'store', 'veterinary_care']",4.8,162.0,120.2131827,23.0407296,https://maps.google.com/?cid=16704362813484039038,,2025-08-09
ChIJAZVdGoADbjQRVdcQNFLrH3U,勝杰動物醫院,"號 No. 163, 成功一路苓雅區高雄市台灣 802",072696635,高雄市,苓雅區,OPERATIONAL,25.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.3,218.0,120.296794,22.616032,https://maps.google.com/?cid=8439722965008963413,https://www.facebook.com/%E5%8B%9D%E6%9D%B0%E5%8B%95%E7%89%A9%E9%86%AB%E9%99%A2-253522794763508/,2025-06-17
ChIJAZcx8Z2pQjQRQX9x_8g6sm4,皮皮動物醫院,234台灣新北市永和區保生路22巷12號,0282316021,新北市,永和區,OPERATIONAL,31.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.4,140.0,121.5075437,25.0081709,https://maps.google.com/?cid=7976502524980068161,,2025-03-28
ChIJAaK9VfYEbjQRFi-YMTAOo5s,十銓動物醫院,811009台灣高雄市楠梓區右昌街787號,073113797,高雄市,楠梓區,OPERATIONAL,53.5,"['establishment', 'health', 'hospital', 'point_of_interest']",4.8,70.0,120.2824719,22.7194597,https://maps.google.com/?cid=11214823097235943190,https://zh-tw.facebook.com/pages/%E5%8D%81%E9%8A%93%E5%8B%95%E7%89%A9%E9%86%AB%E9%99%A2/359041214178252,2025-03-29
ChIJAbCDwyg-aTQRHH724d1gdkY,星光動物醫院,434台灣臺中市龍井區遊園南路403號,0426520185,台中市,龍井區,OPERATIONAL,45.5,"['establishment', 'point_of_interest', 'veterinary_care']",4.6,373.0,120.5821074,24.176507,https://maps.google.com/?cid=5077352136001879580,,2024-10-11
ChIJAbf6QvinQjQRX9Rxxv0mc9w,珍寶動物醫院,242台灣新北市新莊區中平路270巷2號,0229960119,新北市,新莊區,OPERATIONAL,69.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.9,65.0,121.4449583,25.0499978,https://maps.google.com/?cid=15885083182063801439,https://www.facebook.com/share/1FjBDfrUM6/?mibextid=wwXIfr,2025-10-21
ChIJAdyJ3sWrQjQRg_Sk4nuEL1o,龐龐毛小孩醫院 PUMPUM furbaby clinic-脊椎內視鏡,106台灣臺北市大安區安和路二段68號,0227080112,臺北市,大安區,OPERATIONAL,73.5,"['establishment', 'point_of_interest', 'veterinary_care']",4.8,146.0,121.5518453,25.0302734,https://maps.google.com/?cid=6498558454937220227,https://www.pumpumfurbabyclinic.com/,2025-04-16
ChIJAfY9HlB2bjQRy-x4LS1vwYs,豪斯動物醫院,704台灣臺南市中西區成功路387號,063581999,臺南市,中西區,OPERATIONAL,80.0,"['establishment', 'health', 'hospital', 'point_of_interest']",4.1,36.0,120.1979637,23.0005382,https://maps.google.com/?cid=10070452481604250827,,2020-02-05
ChIJAwdztgs9aTQRVvPHRguqs74,興緣動物醫院,403台灣臺中市西區五廊街63號,0423729699,臺中市,西區,OPERATIONAL,54.5,"['establishment', 'point_of_interest', 'veterinary_care']",4.4,471.0,120.6693795,24.1403317,https://maps.google.com/?cid=13741513853446386518,https://facebook.com/%E8%88%88%E7%B7%A3%E5%8B%95%E7%89%A9%E9%86%AB%E9%99%A2-1449270658653276/?locale2=zh_TW,2024-10-25
ChIJAyD2DFcDbjQRgTmrPi4JzgU,吉生動物醫院,806台灣高雄市前鎮區永豐路92號,077253546,高雄市,前鎮區,OPERATIONAL,54.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.3,39.0,120.3336837,22.6060962,https://maps.google.com/?cid=418281909616589185,,2022-04-23
ChIJAzA7M_4VaTQRHVGt918vYE0,鄭獸醫院,407台灣臺中市西屯區中工三路66號,0423589842,臺中市,西屯區,OPERATIONAL,0.0,"['establishment', 'point_of_interest', 'veterinary_care']",0.0,0.0,120.6189704,24.1796478,https://maps.google.com/?cid=5575508427908403485,,
ChIJB4ug-XWgQjQRmClgdSRVKjw,湖光動物醫院(有最後掛號時間限制),338台灣桃園市蘆竹區桃園街178號,033528861,桃園市,蘆竹區,OPERATIONAL,51.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.7,339.0,121.2906954,25.0481906,https://maps.google.com/?cid=4335371206373943704,https://www.facebook.com/share/14j5mCUJPzT/?mibextid=LQQJ4d,2025-08-06
ChIJB5JVdlWlQjQRQx1OEBdp56E,維康動物診所,251台灣新北市淡水區新春街85巷8號,0226283506,新北市,淡水區,OPERATIONAL,42.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.1,100.0,121.4388798,25.1826947,https://maps.google.com/?cid=11666408907505278275,https://www.facebook.com/%E6%B7%A1%E6%B0%B4%E7%B6%AD%E5%BA%B7%E5%8B%95%E7%89%A9%E8%A8%BA%E6%89%80-127918627283076/,2022-05-19
ChIJB6QI990EbjQR5uRk7smDICM,晨心動物醫院,807台灣高雄市三民區建元路26號,073925857,高雄市,三民區,OPERATIONAL,54.5,"['establishment', 'point_of_interest', 'veterinary_care']",4.6,325.0,120.3176218,22.6470815,https://maps.google.com/?cid=2531167893893473510,http://www.facebook.com/chenxiAH/,2025-07-04
ChIJBQAqOKQ9aTQRrYfVrhV3ZCY,台灣福懋毛公館動物醫院(全預約制),40844台灣臺中市南屯區公益路二段685號,0423809513,台中市,南屯區,OPERATIONAL,51.5,"['establishment', 'point_of_interest', 'veterinary_care']",4.6,324.0,120.6319024,24.1506285,https://maps.google.com/?cid=2766467006123575213,https://www.facebook.com/fumaomansion/,2025-08-14
ChIJBQxMSwatQjQRfc63-2rrYEU,大直動物醫院,104台灣臺北市中山區北安路468號,0285096306,臺北市,中山區,OPERATIONAL,81.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.1,48.0,121.5448441,25.0795824,https://maps.google.com/?cid=4999254431103438461,https://www.facebook.com/profile.php?id=100088472640168,2023-07-08
ChIJBSpmFK6rQjQRHBR46gyOsXQ,豐盛動物醫院,105台灣臺北市松山區光復北路46號,0225785605,臺北市,松山區,OPERATIONAL,40.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.0,45.0,121.5576733,25.0495627,https://maps.google.com/?cid=8408658165401916444,,2025-10-23
ChIJBSucFHsVaTQRDg39cJV86oI,漂亮寶貝動物醫院,436台灣臺中市清水區中山路127-3號,0426238800,臺中市,清水區,OPERATIONAL,41.5,"['establishment', 'point_of_interest', 'veterinary_care']",4.4,56.0,120.5733062,24.2644954,https://maps.google.com/?cid=9433489350768528654,,2025-10-11
ChIJBT81d-V3bjQR-7-01NhnYMk,心禾動物醫院,700台灣臺南市中西區府連路31號,062146651,臺南市,中西區,OPERATIONAL,60.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.6,89.0,120.2095756,22.9821945,https://maps.google.com/?cid=14510712180366950395,https://www.facebook.com/profile.php?id=100092537366472,2024-08-29
ChIJBUQtAZ12bjQRgSK4uNh_1zA,佳愛動物醫院(犬貓血庫),701台灣臺南市東區崇明路167號,062607358,臺南市,東區,OPERATIONAL,42.0,"['establishment', 'point_of_interest', 'veterinary_care']",3.6,116.0,120.2191306,22.9788352,https://maps.google.com/?cid=3519422202602070657,https://www.facebook.com/jiaaiAH,2025-04-13
ChIJBXZnb1KuQjQRoieTAms2s2s,北投動物醫院（預約優先制）,112061台灣臺北市北投區中央北路二段60-1號,0228928665,臺北市,北投區,OPERATIONAL,45.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.7,260.0,121.4948376,25.1373171,https://maps.google.com/?cid=7760606416122095522,https://www.facebook.com/%E5%8C%97%E6%8A%95%E5%8B%95%E7%89%A9%E9%86%AB%E9%99%A2-228158957204479/?view_public_for=228158957204479,2025-05-15
ChIJBZgW0FOvQjQRokQFh1Qtk-U,大業動物醫院,111台灣台北市士林区延平北路五段314號1樓,0228107070,臺北市,士林區,OPERATIONAL,63.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.2,54.0,121.5095848,25.0861605,https://maps.google.com/?cid=16542615697327735970,,2020-11-27
ChIJBbb_s2obbjQRbzy1c97lcms,惠康動物醫院,830台灣高雄市鳳山區光遠路28號,077190092,高雄市,鳳山區,OPERATIONAL,54.5,"['establishment', 'point_of_interest', 'veterinary_care']",4.3,133.0,120.3675708,22.6234118,https://maps.google.com/?cid=7742503452990061679,,2024-07-12
ChIJBfwlo6ocbjQR1J5BxveKrqs,欣民動物醫院,830台灣高雄市鳳山區瑞隆東路25號,077659787,高雄市,鳳山區,OPERATIONAL,66.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.3,128.0,120.3447448,22.6063036,https://maps.google.com/?cid=12370978023221075668,,2025-01-08
ChIJBxyzuIyuQjQRq6YxvkaaopQ,萬達動物醫院,"1f, No. 18號義理街北投區臺北市台灣 112",0228210585,臺北市,北投區,OPERATIONAL,56.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.8,119.0,121.5152251,25.1162317,https://maps.google.com/?cid=10710292492469773995,https://www.facebook.com/%E8%90%AC%E9%81%94%E5%8B%95%E7%89%A9%E9%86%AB%E9%99%A2-161458084582715/,2024-12-10
ChIJBzkauymqQjQRT_qvKBQ9tkA,遠見動物醫院,106台灣臺北市大安區和平東路二段68號,0223775388,臺北市,大安區,OPERATIONAL,67.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.4,819.0,121.5389954,25.0252831,https://maps.google.com/?cid=4662981620979989071,http://www.veca.tw/,2025-07-02
ChIJC05O1K09aTQRPqlfQiLVd30,崇倫動物醫院,402台灣臺中市南區忠明南路578號,0423718709,臺中市,南區,OPERATIONAL,48.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.7,182.0,120.6571116,24.1308807,https://maps.google.com/?cid=9040929120088729918,,2025-04-14
ChIJC0ZM6DyoQjQRWRKNj_1Yos0,牧村動物醫院,220台灣新北市板橋區中山路二段28號,0289511172,新北市,板橋區,OPERATIONAL,87.5,"['establishment', 'point_of_interest', 'veterinary_care']",4.1,295.0,121.4727188,25.0150678,https://maps.google.com/?cid=14817503570060710489,https://www.facebook.com/mtpet/,2025-10-15
ChIJC2EJy-gWaTQRn5VCOk0yWKA,文清動物醫院,428台灣臺中市大雅區民生路一段290號,0425652370,臺中市,大雅區,OPERATIONAL,66.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.3,71.0,120.6526348,24.228327,https://maps.google.com/?cid=11554040151290320287,,2024-08-26
ChIJC2jhLnwEbjQRICSnZp7fB1g,銀星動物醫院,801台灣高雄市前金區成功一路319號,072914478,高雄市,前金區,OPERATIONAL,42.5,"['establishment', 'point_of_interest', 'veterinary_care']",4.1,218.0,120.293979,22.6233138,https://maps.google.com/?cid=6343284471594689568,https://www.facebook.com/%E9%8A%80%E6%98%9F%E5%8B%95%E7%89%A9%E9%86%AB%E9%99%A2-131971436872077,2022-12-31
ChIJC6GdEeWmQjQRX4tzvr4H4pQ,日祥動物醫院,244台灣新北市林口區中正路504號,0226011780,新北市,林口區,OPERATIONAL,45.5,"['establishment', 'point_of_interest', 'veterinary_care']",4.7,278.0,121.3821073,25.0773445,https://maps.google.com/?cid=10728145778170366815,,2023-09-26
ChIJC6bfBM5yBxQRvu5XeBCjrpI,立奇動物醫院,701台灣臺南市東區東和路34號,062005797,臺南市,東區,OPERATIONAL,30.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.9,547.0,120.229297,22.9987485,https://maps.google.com/?cid=10569564666618965694,https://www.facebook.com/%E7%AB%8B%E5%A5%87%E5%8B%95%E7%89%A9%E9%86%AB%E9%99%A2-200693756633186/,2024-12-23
ChIJC7-j7isRaTQRrYncRCabx0M,揚名動物醫院,429台灣臺中市神岡區神岡路45號,0425623247,臺中市,神岡區,OPERATIONAL,0.0,"['establishment', 'point_of_interest', 'veterinary_care']",0.0,0.0,120.6612483,24.257571,https://maps.google.com/?cid=4884042909572958637,,
ChIJC80KLEurQjQRZEcA0CwwDg4,康普動物醫療中心,105024台灣臺北市松山區南京東路四段141號,0227129890,臺北市,松山區,OPERATIONAL,54.0,"['establishment', 'health', 'point_of_interest']",5.0,20.0,121.5555585,25.0517938,https://maps.google.com/?cid=1012799935231313764,https://www.compassionanimals.com/,2025-08-21
ChIJC94tEd3kZzQR-mIDFkN9GyI,宜蘭動物醫院,260台灣宜蘭縣宜蘭市宜興路一段15號,039324774,新北市,金山區,OPERATIONAL,40.5,"['establishment', 'point_of_interest', 'veterinary_care']",4.4,186.0,121.7548344,24.7485851,https://maps.google.com/?cid=2457695748746339066,http://www.facebook.com/201553626588619,2022-11-17
ChIJCRFPmAYiaDQR_Z0Pic3498Y,耐斯動物醫院,320台灣桃園市中壢區環中東路189-1號,034335966,桃園市,中壢區,OPERATIONAL,66.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.6,61.0,121.258089,24.9640718,https://maps.google.com/?cid=14337201500408749565,,2023-04-13
ChIJCRQpaasPbjQROUS438Efn98,楠梓德民動物醫院(營業至24:00),811台灣高雄市楠梓區軍校路710-1號,073642642,高雄市,楠梓區,OPERATIONAL,87.5,"['establishment', 'point_of_interest', 'veterinary_care']",4.2,173.0,120.2930888,22.7079357,https://maps.google.com/?cid=16113632909297468473,https://page.line.me/oae0435l,2025-08-27
ChIJCSKAEeXjcTQRSytlXur4vi8,星羽動物醫院｜大寮院,83166台灣高雄市大寮區鳳林路四段790-1號,076413309,高雄市,大寮區,OPERATIONAL,51.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.7,485.0,120.4111253,22.5454859,https://maps.google.com/?cid=3440460850847361867,https://starfeather.com.tw/,2023-10-23
ChIJCTjqfJauQjQRtMSJLSSqBJI,忠誠動物醫院,111台灣臺北市士林區文林路734號,0228351390,臺北市,士林區,OPERATIONAL,66.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.5,66.0,121.52048,25.1027758,https://maps.google.com/?cid=10521721701803869364,,2020-11-30
ChIJCVz4EFkbbjQRsk1lytBABPQ,希望動物醫院,830台灣高雄市鳳山區凱旋路100號,077537300,高雄市,鳳山區,OPERATIONAL,60.0,"['establishment', 'point_of_interest', 'veterinary_care']",3.9,95.0,120.3588147,22.6074945,https://maps.google.com/?cid=17583250110654270898,https://zh-tw.facebook.com/HopeVMHospital/,2025-04-15
ChIJCW7YE5KvQjQRcOc5CTFd5Pw,阿牛犬貓急診醫院,111台灣臺北市士林區基河路238號1樓,0228810478,臺北市,士林區,OPERATIONAL,84.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.1,252.0,121.5215634,25.0909965,https://maps.google.com/?cid=18222792457437439856,https://anewanimalhospital.webnode.tw/,2025-10-24
ChIJCXmnOy59bjQRslKglvzk9p8,葛瑞斯動物醫院官田結紮中心,720台灣臺南市官田區58FC+65,065795182,臺南市,官田區,OPERATIONAL,40.0,"['establishment', 'point_of_interest', 'veterinary_care']",5.0,13.0,120.3204756,23.1729943,https://maps.google.com/?cid=11526652069811344050,,2025-06-08
ChIJCZFvgaQDaDQRZEb6na4ibuo,佳安動物醫院 寵物醫療｜犬貓醫療｜鼠兔門診｜特寵門診｜推薦動物醫院,220台灣新北市板橋區四川路一段234號,0229511301,新北市,板橋區,OPERATIONAL,50.5,"['establishment', 'point_of_interest', 'veterinary_care']",4.7,189.0,121.4591632,25.001751,https://maps.google.com/?cid=16892477385683388004,https://lunlun19661231.wixsite.com/mysite,2025-02-24
ChIJC_PdRXEcaDQR--jL1dJ3jbw,威爾頓動物醫院,335台灣桃園市大溪區埔頂路二段62號,033805510,桃園市,大溪區,OPERATIONAL,69.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.6,118.0,121.2792271,24.9085384,https://maps.google.com/?cid=13586647398260402427,,2024-05-22
ChIJCclJcp89aTQR_xK945ndXa8,華碩動物醫院,403台灣臺中市西區向上路一段126號,0423015098,臺中市,西區,OPERATIONAL,66.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.5,164.0,120.6626018,24.146946,https://maps.google.com/?cid=12636499782492033791,,2022-03-04
ChIJCd7LMlcjaDQROGKHDrCuxLo,嘉興獸醫院,326台灣桃園市楊梅區中山北路二段382號,034820808,桃園市,楊梅區,OPERATIONAL,0.0,"['establishment', 'point_of_interest', 'veterinary_care']",3.4,31.0,121.1765564,24.9130409,https://maps.google.com/?cid=13458073657671115320,,2023-06-11
ChIJCeGKftAcbjQRx4_VCQReTsM,平治動物醫院,812台灣高雄市小港區宏平路534號,078061305,高雄市,小港區,OPERATIONAL,72.5,"['establishment', 'point_of_interest', 'veterinary_care']",3.9,53.0,120.3547859,22.5700527,https://maps.google.com/?cid=14073289257017249735,,2019-12-29
ChIJCedGUo09aTQR-j6FTlYhAEs,格林威治動物醫院,408032台灣臺中市南屯區文心路一段486號,0423202279,臺中市,南屯區,OPERATIONAL,168.0,"['establishment', 'health', 'point_of_interest', 'veterinary_care']",4.0,880.0,120.6470516,24.152128,https://maps.google.com/?cid=5404356207412854522,https://www.facebook.com/gleamways,2025-07-05
ChIJCevKj2tTXTQRwLnxQRMZOto,眾新動物醫院,221台灣新北市汐止區新興路4號,0226431960,新北市,汐止區,OPERATIONAL,85.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.6,675.0,121.6561575,25.0649937,https://maps.google.com/?cid=15724908619418941888,https://www.facebook.com/a0226431960/,2025-07-25
ChIJCwQIiBWoQjQRkoEnITMPAmA,板橋台大動物醫院,220台灣新北市板橋區文化路二段11號,0222580809,新北市,板橋區,OPERATIONAL,63.5,"['establishment', 'point_of_interest', 'veterinary_care']",4.4,265.0,121.4685139,25.0243835,https://maps.google.com/?cid=6918108689868489106,,2025-01-12
ChIJCwpKDegXaTQRzAJaahA04aw,德愛動物醫院,406台灣臺中市北屯區昌平路一段95-9號,0435035057,臺中市,北屯區,OPERATIONAL,46.5,"['establishment', 'point_of_interest', 'veterinary_care']",4.5,296.0,120.6904571,24.1721331,https://maps.google.com/?cid=12457295289391907532,https://www.facebook.com/%E5%BE%B7%E6%84%9B%E4%B8%AD%E8%A5%BF%E9%86%AB%E5%8B%95%E7%89%A9%E9%86%AB%E9%99%A2-160129990727331/,2021-09-25
ChIJD-7N_BYZaDQR3LXd7GOHtZ0,亞歐犬貓專科醫院-預約優先制（現場候診請於該門診時段來電詢問可否接診，避免白跑一趟）,334台灣桃園市八德區豐德二路78號,033681515,桃園市,八德區,OPERATIONAL,50.5,"['establishment', 'point_of_interest', 'veterinary_care']",4.9,201.0,121.2857708,24.9277156,https://maps.google.com/?cid=11364138097984779740,https://www.facebook.com/Vet.Yaho,2025-09-07
ChIJD2uKAPx2bjQRHO09AGMM_4o,奇美動物醫院,704台灣臺南市北區北安路一段89號,062825889,臺南市,北區,OPERATIONAL,41.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.9,63.0,120.2110568,23.0159672,https://maps.google.com/?cid=10015737715640626460,,2024-05-23
ChIJD3A5Oc0iaTQRw8Jl8cYqxw0,安和動物醫院,411台灣臺中市太平區太平路656號,0422705342,台中市,太平區,OPERATIONAL,75.0,"['establishment', 'pet_store', 'point_of_interest', 'store', 'veterinary_care']",4.5,271.0,120.7114373,24.1267284,https://maps.google.com/?cid=992809276800352963,https://www.facebook.com/AnheHospital/,2022-11-28
ChIJD6oTBempQjQRp0BIdK7Fm_g,D.I.N.G.O.寵物訓練教室,234台灣新北市永和區秀朗路二段120號,0229231101,新北市,永和區,OPERATIONAL,0.0,"['establishment', 'point_of_interest']",4.6,43.0,121.5245536,25.0015365,https://maps.google.com/?cid=17914129295862153383,https://www.instagram.com/dingotaiwan?igsh=MzRlODBiNWFlZA==,2020-11-04
ChIJDQ4WE8uuQjQRO5ynWiwHodg,社子動物醫院,111台灣臺北市士林區延平北路五段191號,0228165355,臺北市,士林區,OPERATIONAL,48.5,"['establishment', 'point_of_interest', 'veterinary_care']",4.0,55.0,121.5099724,25.0833854,https://maps.google.com/?cid=15609765670523739195,,2025-03-16
ChIJDR_xYcCFbjQRQq9k_pgEqPQ,康翔動物醫院,730台灣臺南市新營區長榮路一段559號,066359911,臺南市,新營區,OPERATIONAL,51.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.5,108.0,120.3171609,23.3197427,https://maps.google.com/?cid=17629345796491358018,,2023-10-21
ChIJDRpYosqoQjQRVihCz67uDZY,雅旺動物醫院,247台灣新北市蘆洲區民族路522號,0228480148,新北市,蘆洲區,OPERATIONAL,45.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.6,307.0,121.4689546,25.0899483,https://maps.google.com/?cid=10812560714955368534,,2023-11-24
ChIJDTbilnh2bjQR57AnKDfQFxI,慈愛動物醫院-台南總院,70245台灣臺南市南區西門路一段473號,062203166,臺南市,南區,OPERATIONAL,168.0,"['establishment', 'health', 'point_of_interest', 'veterinary_care']",3.1,551.0,120.1974914,22.9820613,https://maps.google.com/?cid=1303739552462516455,https://m.facebook.com/Lkah003,2025-04-01
ChIJDUSxCE6pQjQRxq9oXCUVWKg,哈比動物醫院,242台灣新北市新莊區幸福路596號,0229979733,新北市,新莊區,OPERATIONAL,45.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.9,488.0,121.4533914,25.0493775,https://maps.google.com/?cid=12130468846530768838,,2024-04-23
ChIJDVNPYkKpQjQREYuwRWzYaJI,中日動物醫院,235台灣新北市中和區中山路三段2號,0222263639,新北市,中和區,OPERATIONAL,168.0,"['establishment', 'point_of_interest', 'veterinary_care']",3.5,457.0,121.4798046,25.0062233,https://maps.google.com/?cid=10549920086652652305,http://www.unitevet.com/dvmcih35ehome.html,2025-08-09
ChIJDWVVu8Z2bjQRNS0KMifvVEA,馬汀動物醫院,710台灣臺南市永康區中華路8-2號,063125594,台南市,永康區,OPERATIONAL,56.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.6,139.0,120.2350441,22.9994943,https://maps.google.com/?cid=4635592868093373749,,2025-07-26
ChIJDXXUOs2oQjQRr7YtVrbv2NA,胖皮動物醫院,247台灣新北市蘆洲區復興路174號,0282854848,新北市,蘆洲區,OPERATIONAL,42.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.4,96.0,121.477769,25.088374,https://maps.google.com/?cid=15049041721267435183,,2025-03-05
ChIJDZBC4DKmQjQRsW4Wwb5wx-o,台大開心動物醫院,243台灣新北市泰山區明志路一段317號,0222965821,新北市,泰山區,OPERATIONAL,66.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.6,354.0,121.4315679,25.0590993,https://maps.google.com/?cid=16917614489826127537,,2025-10-01
ChIJDaadMT8jaDQRx1Qluts0pa4,原野犬貓專科醫院,324台灣桃園市平鎮區廣德街15號,0987492020,桃園市,平鎮區,OPERATIONAL,64.75,"['establishment', 'point_of_interest', 'veterinary_care']",4.8,97.0,121.2050624,24.9565705,https://maps.google.com/?cid=12584522852082209991,http://wild-ah.com/,2025-09-02
ChIJDcNFJwYXaTQRVwAUOXNMHc8,康德動物醫院 夜間急診-台中北屯動物醫院/獸醫/犬貓鼠兔 24小時住院照護/夜間住院/加護/急診 犬貓血庫中心/X光/內外科/超音波 評價 PTT Dcard,406台灣臺中市北屯區崇德路二段270號,0422412700,臺中市,北屯區,OPERATIONAL,143.5,"['establishment', 'health', 'point_of_interest', 'veterinary_care']",3.9,360.0,120.6859193,24.175348,https://maps.google.com/?cid=14924168797938253911,https://www.facebook.com/kantvet/,2025-10-20
ChIJDdJVfhWObjQR66QrDqFdQn8,飛揚動物醫院,732台灣臺南市白河區中山路2-10號,066851110,台南市,白河區,OPERATIONAL,54.0,"['establishment', 'point_of_interest', 'veterinary_care']",3.7,58.0,120.412886,23.3459453,https://maps.google.com/?cid=9169994737588610283,,2023-08-18
