縣市,行政區,店名,地址,電話,Google 評分,評分人數,營業狀態,營業時間,每週營業時數,最新評論日期,GMap 網址
新北市,106台灣臺北市大安區復興南路一段295巷11號,Sunny寵物美容｜價格合理｜耐心愛心對待｜注重毛孩心情｜狗貓美容寵物美坊,106台灣臺北市大安區復興南路一段295巷11號,02 2703 8893,5,189,營業中,星期一: 10:30 – 19:30; 星期二: 10:30 – 19:30; 星期三: 10:30 – 19:30; 星期四: 10:30 – 19:30; 星期五: 10:30 – 19:30; 星期六: 10:30 – 19:30; 星期日: 休息,54,2025/10/16,https://maps.google.com/?cid=11434722411216696201
新北市,10491台灣臺北市中山區松江路382號,喵汪美安宿-沐沐館 國寶寵物,10491台灣臺北市中山區松江路382號,02 2585 1158,4.8,148,營業中,星期一: 10:00 – 21:00; 星期二: 10:00 – 21:00; 星期三: 10:00 – 21:00; 星期四: 10:00 – 21:00; 星期五: 10:00 – 21:00; 星期六: 10:00 – 21:00; 星期日: 10:00 – 21:00,77,2025/10/20,https://maps.google.com/?cid=17696783076876022658
新北市,110台灣臺北市信義區仁愛路四段468號,Luby Pet Spa 路比寵物美容,110台灣臺北市信義區仁愛路四段468號,02 2720 1777,4.8,311,營業中,星期一: 休息; 星期二: 10:00 – 20:00; 星期三: 10:00 – 20:00; 星期四: 10:00 – 20:00; 星期五: 10:00 – 20:00; 星期六: 10:00 – 20:00; 星期日: 10:00 – 20:00,60,2025/7/20,https://maps.google.com/?cid=2866330128028420876
新北市,220台灣新北市板橋區永豐街51號,DOMO PET HOUSE,220台灣新北市板橋區永豐街51號,02 8953 8181,4.9,211,營業中,星期一: 休息; 星期二: 10:00 – 19:00; 星期三: 10:00 – 19:00; 星期四: 10:00 – 19:00; 星期五: 10:00 – 19:00; 星期六: 10:00 – 19:00; 星期日: 10:00 – 18:00,53,2025/10/21,https://maps.google.com/?cid=15331532467253792051
新北市,241台灣新北市三重區重陽路一段26巷23號1樓,三重 佳佳寵物美容部,241台灣新北市三重區重陽路一段26巷23號1樓,02 2985 5347,4.9,205,營業中,星期一: 13:00 – 21:00; 星期二: 13:00 – 21:00; 星期三: 13:00 – 21:00; 星期四: 13:00 – 21:00; 星期五: 13:00 – 21:00; 星期六: 13:00 – 21:00; 星期日: 休息,48,2025/9/28,https://maps.google.com/?cid=5526627403947870787
新北市,234台灣新北市永和區永元路103號,美好寵物美容 MeiHouse Pet Grooming 永和店-(精緻美容.狗狗洗澡.SPA.寵物用品.寵物店),234台灣新北市永和區永元路103號,0926 671 875,5,82,營業中,星期一: 10:00 – 19:00; 星期二: 10:00 – 19:00; 星期三: 10:00 – 19:00; 星期四: 10:00 – 19:00; 星期五: 10:00 – 19:00; 星期六: 10:00 – 19:00; 星期日: 10:00 – 19:00,63,2025/4/5,https://maps.google.com/?cid=7759844014793544332
新北市,10491台灣臺北市中山區長春路3巷11弄3號,爪子精緻寵物沙龍,10491台灣臺北市中山區長春路3巷11弄3號,02 2567 2581,4.9,70,營業中,星期一: 12:00 – 21:00; 星期二: 12:00 – 21:00; 星期三: 12:00 – 21:00; 星期四: 12:00 – 21:00; 星期五: 12:00 – 21:00; 星期六: 12:00 – 21:00; 星期日: 12:00 – 21:00,63,2024/6/24,https://maps.google.com/?cid=14551254453391496215
新北市,234台灣新北市永和區永貞路51號,哈妹寵物美容工作室,234台灣新北市永和區永貞路51號,0968 650 785,5,82,營業中,星期一: 12:00 – 17:00; 星期二: 12:00 – 17:00; 星期三: 10:00 – 19:00; 星期四: 00:00 – 17:00; 星期五: 10:00 – 19:00; 星期六: 10:00 – 19:00; 星期日: 休息,54,2025/8/1,https://maps.google.com/?cid=5528564861939404613
新北市,234台灣新北市永和區民族街67巷12號1樓,森の汪星寵物SPA沙龍-貓狗美容|皮毛調理|純手吹不進烘箱,234台灣新北市永和區民族街67巷12號1樓,02 2948 8686,5,63,營業中,星期一: 休息; 星期二: 11:00 – 20:00; 星期三: 11:00 – 20:00; 星期四: 11:00 – 20:00; 星期五: 11:00 – 20:00; 星期六: 11:00 – 20:00; 星期日: 11:00 – 20:00,54,2025/4/29,https://maps.google.com/?cid=1229103663526795592
新北市,220台灣新北市板橋區大同街8巷4號1樓,沐比精緻寵物沙龍,220台灣新北市板橋區大同街8巷4號1樓,0930 954 921,5,26,營業中,星期一: 11:00 – 19:30; 星期二: 11:00 – 19:30; 星期三: 11:00 – 19:30; 星期四: 11:00 – 19:30; 星期五: 11:00 – 19:30; 星期六: 11:00 – 19:30; 星期日: 11:00 – 19:30,59.5,2025/10/13,https://maps.google.com/?cid=15204151499620961327
新北市,241台灣新北市三重區頂崁街228號1樓,薇笑寵物美容Wei Shower Pet Salon,241台灣新北市三重區頂崁街228號1樓,02 2984 8678,5,81,營業中,星期一: 13:00 – 21:00; 星期二: 13:00 – 21:00; 星期三: 13:00 – 21:00; 星期四: 13:00 – 21:00; 星期五: 13:00 – 21:00; 星期六: 13:00 – 21:00; 星期日: 13:00 – 21:00,56,2025/9/2,https://maps.google.com/?cid=11771106122702841164
新北市,103台灣臺北市大同區承德路一段83號1樓,夢露寵物美容Line:@724xiiux請線上預約詢問,103台灣臺北市大同區承德路一段83號1樓,02 2559 6369,5,36,營業中,星期一: 休息; 星期二: 11:00 – 19:00; 星期三: 11:00 – 19:00; 星期四: 11:00 – 19:00; 星期五: 11:00 – 19:00; 星期六: 11:00 – 19:00; 星期日: 11:00 – 19:00,48,2021/6/5,https://maps.google.com/?cid=14097808762584766260
新北市,24153台灣新北市三重區三信路35號1樓,慕沐村寵物美容,24153台灣新北市三重區三信路35號1樓,0902 301 820,5,147,營業中,星期一: 11:00 – 19:30; 星期二: 11:00 – 19:30; 星期三: 11:00 – 19:30; 星期四: 休息; 星期五: 休息; 星期六: 11:00 – 19:30; 星期日: 11:00 – 19:30,42.5,2025/9/20,https://maps.google.com/?cid=2388148068441806859
新北市,242台灣新北市新莊區中興街26號,酷妮家寵物美容spa館,242台灣新北市新莊區中興街26號,02 2276 0402,5,190,營業中,星期一: 11:00 – 20:00; 星期二: 11:00 – 20:00; 星期三: 11:00 – 20:00; 星期四: 11:00 – 20:00; 星期五: 休息; 星期六: 11:00 – 20:00; 星期日: 11:00 – 20:00,54,2025/10/12,https://maps.google.com/?cid=13374750906703081272
新北市,,三毛寵物旅館/三毛寵物美容/貓咪住宿/狗狗美容/狗狗洗澡,234台灣新北市永和区中和路421巷3弄1號1樓,02 2925 8933,4.7,376,營業中,星期一: 09:00 – 21:00; 星期二: 09:00 – 21:00; 星期三: 09:00 – 21:00; 星期四: 09:00 – 21:00; 星期五: 09:00 – 21:00; 星期六: 09:00 – 21:00; 星期日: 09:00 – 21:00,84,2025/10/13,https://maps.google.com/?cid=8163820004136362034
新北市,241台灣新北市三重區中正南路198號1樓,DOUG道格精緻SPA寵物美容 - 台北 新北 三重推薦寵物SPA 專業寵物洗澡泡澡 網友好評 狗狗美容 包月 Dcard評價 人氣熱門精緻沐浴費用價格 PTT網友推薦 造型修剪首選 熱門泥浴課程 寵物狗狗皮毛皮膚調理浴泥,241台灣新北市三重區中正南路198號1樓,02 2970 2330,5,103,營業中,星期一: 11:00 – 19:30; 星期二: 休息; 星期三: 休息; 星期四: 11:00 – 19:30; 星期五: 11:00 – 19:30; 星期六: 11:00 – 19:30; 星期日: 11:00 – 19:30,42.5,2025/10/24,https://maps.google.com/?cid=10855156335816326996
新北市,10491台灣臺北市中山區林森北路643號,哈利寵物精緻美容,10491台灣臺北市中山區林森北路643號,02 2598 1861,4.8,84,營業中,星期一: 11:00 – 21:00; 星期二: 11:00 – 21:00; 星期三: 11:00 – 21:00; 星期四: 休息; 星期五: 11:00 – 21:00; 星期六: 11:00 – 21:00; 星期日: 11:00 – 21:00,60,2025/10/13,https://maps.google.com/?cid=17210863472955395018
新北市,103台灣臺北市大同區重慶北路三段75號,洗寶貝寵物美容 아기 애완동물을 씻겨주세요,103台灣臺北市大同區重慶北路三段75號,02 2599 4282,4.9,155,營業中,星期一: 10:00 – 21:00; 星期二: 10:00 – 21:00; 星期三: 10:00 – 21:00; 星期四: 10:00 – 21:00; 星期五: 10:00 – 21:00; 星期六: 10:00 – 20:00; 星期日: 休息,65,2025/10/2,https://maps.google.com/?cid=9428065876672261410
新北市,234台灣新北市永和區福和路330號,寵蝦咪寵物美容Chongshopme-永和店,234台灣新北市永和區福和路330號,02 3233 9698,4.9,302,營業中,星期一: 11:00 – 20:00; 星期二: 11:00 – 20:00; 星期三: 11:00 – 20:00; 星期四: 11:00 – 20:00; 星期五: 11:00 – 20:00; 星期六: 11:00 – 20:00; 星期日: 11:00 – 20:00,63,2025/10/13,https://maps.google.com/?cid=8736294474070638059
新北市,234台灣新北市永和區保安路242號,寵物盒子,234台灣新北市永和區保安路242號,0987 348 033,4.9,308,營業中,星期一: 12:00 – 23:30; 星期二: 12:00 – 23:30; 星期三: 12:00 – 23:30; 星期四: 12:00 – 23:30; 星期五: 12:00 – 23:30; 星期六: 12:00 – 23:30; 星期日: 12:00 – 23:30,80.5,2025/10/10,https://maps.google.com/?cid=7129118024037505964
新北市,241台灣新北市三重區成功路50巷17號1樓,沐沐犬日(不定休.店休日公布於IG),241台灣新北市三重區成功路50巷17號1樓,02 2975 3899,5,41,營業中,星期一: 10:30 – 19:00; 星期二: 休息; 星期三: 休息; 星期四: 10:30 – 19:00; 星期五: 10:30 – 19:00; 星期六: 10:30 – 19:00; 星期日: 10:30 – 19:00,42.5,2025/10/13,https://maps.google.com/?cid=7873002766271223519
新北市,24243台灣新北市新莊區民安西路139巷2號1樓,波比寵物美容SPA館,24243台灣新北市新莊區民安西路139巷2號1樓,02 2203 8068,5,139,營業中,星期一: 09:30 – 19:00; 星期二: 09:30 – 19:00; 星期三: 09:30 – 19:00; 星期四: 09:30 – 19:00; 星期五: 09:30 – 19:00; 星期六: 09:30 – 19:00; 星期日: 09:30 – 19:00,66.5,2025/5/6,https://maps.google.com/?cid=8898243993545738322
新北市,235台灣新北市中和區南華路60號2,熊熊腳寵物美容坊（中和店）,235台灣新北市中和區南華路60號2 樓,0958 102 374,4.9,56,營業中,星期一: 10:00 – 17:00; 星期二: 10:00 – 17:00; 星期三: 09:00 – 17:00; 星期四: 09:00 – 17:00; 星期五: 09:00 – 17:00; 星期六: 09:00 – 17:00; 星期日: 休息,46,2025/10/22,https://maps.google.com/?cid=4221114710367423382
新北市,241台灣新北市三重區中正北路97號,oui狗明星寵物美容沙龍,241台灣新北市三重區中正北路97號,02 2981 1501,5,104,營業中,星期一: 10:00 – 19:00; 星期二: 10:00 – 19:00; 星期三: 10:00 – 19:00; 星期四: 10:00 – 19:00; 星期五: 10:00 – 19:00; 星期六: 10:00 – 19:00; 星期日: 10:00 – 19:00,63,2025/9/9,https://maps.google.com/?cid=13881447782425791095
新北市,235台灣新北市中和區景平路597號,Q&Do寵物SPA沙龍,235台灣新北市中和區景平路597號,0936 061 636,4.9,76,營業中,星期一: 10:30 – 19:30; 星期二: 10:30 – 19:30; 星期三: 10:30 – 19:30; 星期四: 10:30 – 19:30; 星期五: 10:30 – 19:30; 星期六: 10:30 – 19:30; 星期日: 10:30 – 19:30,63,2025/9/8,https://maps.google.com/?cid=16648196155446679315
新北市,234台灣新北市永和區國光路37號1樓,雅典娜寵物沙龍,234台灣新北市永和區國光路37號1樓,0979 507 187,4.8,131,營業中,星期一: 休息; 星期二: 11:00 – 19:30; 星期三: 休息; 星期四: 11:00 – 19:30; 星期五: 11:00 – 19:30; 星期六: 11:00 – 19:30; 星期日: 11:00 – 19:30,42.5,2025/2/18,https://maps.google.com/?cid=12687250791166437156
新北市,24247台灣新北市新莊區中港路406巷2號,小米毛澡堂/皮膚養護/貓咪美容/寵物住宿,24247台灣新北市新莊區中港路406巷2號,02 2996 0060,5,118,營業中,星期一: 10:00 – 19:30; 星期二: 10:00 – 19:30; 星期三: 休息; 星期四: 10:00 – 19:30; 星期五: 10:00 – 19:30; 星期六: 10:00 – 19:30; 星期日: 10:00 – 19:30,57,2025/7/20,https://maps.google.com/?cid=9399903683202086499
新北市,247台灣新北市蘆洲區民生街113號,伽泇寵物SPA沙龍（KA KA pet spa)歡迎👏加line預約5206ing,247台灣新北市蘆洲區民生街113號,02 2848 0669,4.9,42,營業中,星期一: 10:00 – 19:00; 星期二: 10:00 – 19:00; 星期三: 休息; 星期四: 休息; 星期五: 10:00 – 19:00; 星期六: 11:00 – 20:00; 星期日: 11:00 – 20:00,45,2024/10/21,https://maps.google.com/?cid=18160490871134467101
新北市,234台灣新北市永和區安樂路248-2號,天天寵寵物店/永和寵物美容/寵物自助洗/寵物用品/飼料捐贈/可陪同洗澡/全程一對一,234台灣新北市永和區安樂路248-2號,02 2925 4813,4.9,54,營業中,星期一: 12:00 – 22:00; 星期二: 12:00 – 22:00; 星期三: 12:00 – 22:00; 星期四: 12:00 – 22:00; 星期五: 12:00 – 22:00; 星期六: 12:00 – 22:00; 星期日: 16:00 – 22:00,66,2025/10/19,https://maps.google.com/?cid=2274369128169255003
新北市,247台灣新北市蘆洲區永樂街96號1樓,優蔻寵物美容坊Yoko Pet Grooming,247台灣新北市蘆洲區永樂街96號1樓,0916 862 168,5,127,營業中,星期一: 11:00 – 20:00; 星期二: 休息; 星期三: 休息; 星期四: 11:00 – 20:00; 星期五: 11:00 – 20:00; 星期六: 11:00 – 20:00; 星期日: 11:00 – 20:00,45,2025/10/12,https://maps.google.com/?cid=8807750367830087990
新北市,10491台灣臺北市中山區五常街65號,17號寶貝狗澡堂,10491台灣臺北市中山區五常街65號,02 2502 2751,4.5,33,營業中,星期一: 11:30 – 19:00; 星期二: 休息; 星期三: 休息; 星期四: 11:30 – 19:00; 星期五: 11:30 – 19:00; 星期六: 11:30 – 19:00; 星期日: 11:30 – 19:00,37.5,2025/9/22,https://maps.google.com/?cid=16246503245442000810
新北市,,寵兒貝特,241台灣新北市三重区自强路五段67號1樓,02 8982 5058,4.9,59,營業中,星期一: 休息; 星期二: 10:00 – 18:30; 星期三: 10:00 – 18:30; 星期四: 10:00 – 18:30; 星期五: 10:00 – 18:30; 星期六: 10:00 – 18:30; 星期日: 10:00 – 18:30,51,2025/8/24,https://maps.google.com/?cid=10801363742271631201
新北市,108台灣臺北市萬華區成都路67號6樓601室,型男爸爸到府寵物美容(非實體店面，僅提供到府服務),108台灣臺北市萬華區成都路67號6樓601室,0987 300 197,4.8,56,營業中,星期一: 10:00 – 20:00; 星期二: 10:00 – 20:00; 星期三: 10:00 – 20:00; 星期四: 10:00 – 20:00; 星期五: 10:00 – 20:00; 星期六: 10:00 – 20:00; 星期日: 10:00 – 20:00,70,2025/4/22,https://maps.google.com/?cid=815413785045253570
新北市,242台灣新北市新莊區仁愛街38號,沐沐澡堂｜寵物美容。寵物手工零食,242台灣新北市新莊區仁愛街38號,0972 808 754,5,43,營業中,星期一: 休息; 星期二: 10:00 – 18:00; 星期三: 10:00 – 18:00; 星期四: 10:00 – 18:00; 星期五: 10:00 – 18:00; 星期六: 10:00 – 19:00; 星期日: 休息,41,2025/9/20,https://maps.google.com/?cid=17197363581720733755
新北市,235台灣新北市中和區景平路548號,茶比寵物沙龍(中和寵物店),235台灣新北市中和區景平路548號,02 8668 8602,4.9,124,營業中,星期一: 10:00 – 18:00; 星期二: 10:00 – 18:00; 星期三: 10:00 – 18:00; 星期四: 10:00 – 18:00; 星期五: 10:00 – 18:00; 星期六: 10:00 – 18:00; 星期日: 10:00 – 18:00,56,2025/9/6,https://maps.google.com/?cid=17593793523092274075
新北市,242台灣新北市新莊區思源路612號,寵遇 專業寵物美容,242台灣新北市新莊區思源路612號,0981 813 955,5,44,營業中,星期一: 11:30 – 19:00; 星期二: 11:30 – 19:00; 星期三: 休息; 星期四: 休息; 星期五: 11:30 – 19:00; 星期六: 11:30 – 19:00; 星期日: 11:30 – 19:00,37.5,2025/9/21,https://maps.google.com/?cid=16801640823800618447
新北市,241台灣新北市三重區信義街32號,三重犬多寵物美容,241台灣新北市三重區信義街32號,0955 908 097,4.8,159,營業中,星期一: 12:00 – 20:00; 星期二: 12:00 – 20:00; 星期三: 12:00 – 20:00; 星期四: 12:00 – 20:00; 星期五: 12:00 – 20:00; 星期六: 12:00 – 20:00; 星期日: 12:00 – 20:00,56,2025/10/9,https://maps.google.com/?cid=12952606401499741804
新北市,235台灣新北市中和區錦和路111號,Q寶寵物沙龍.狗洗澡美容.寵物零食,235台灣新北市中和區錦和路111號,02 2245 0388,4.9,150,營業中,星期一: 09:30 – 18:00; 星期二: 09:30 – 18:00; 星期三: 休息; 星期四: 09:30 – 18:00; 星期五: 09:30 – 18:00; 星期六: 09:30 – 18:00; 星期日: 休息,42.5,2025/5/15,https://maps.google.com/?cid=11288199708107850147
新北市,220台灣新北市板橋區民生路三段108號,PIG HOUSE豬窩貓狗美容旅館-板橋店,220台灣新北市板橋區民生路三段108號,02 2258 0761,4.7,235,營業中,星期一: 10:30 – 19:30; 星期二: 10:30 – 19:30; 星期三: 10:30 – 19:30; 星期四: 10:30 – 19:30; 星期五: 10:30 – 19:30; 星期六: 10:30 – 19:30; 星期日: 10:30 – 19:30,63,2025/8/19,https://maps.google.com/?cid=10141827178659898976
新北市,231台灣新北市新店區北新路三段65巷8號1樓,汪樂寵物精品沙龍 One Love,231台灣新北市新店區北新路三段65巷8號1樓,02 8911 6811,4.9,42,營業中,星期一: 10:00 – 19:00; 星期二: 10:00 – 19:00; 星期三: 10:00 – 19:00; 星期四: 10:00 – 19:00; 星期五: 10:00 – 19:00; 星期六: 10:00 – 19:00; 星期日: 休息,54,2025/8/5,https://maps.google.com/?cid=17982305114781456336
新北市,242台灣新北市新莊區新興街38巷2號,小澡堂寵物美容（Line:@nen3335p),242台灣新北市新莊區新興街38巷2號,0971 788 509,4.9,58,營業中,星期一: 10:30 – 19:00; 星期二: 10:30 – 19:00; 星期三: 10:30 – 19:00; 星期四: 10:30 – 19:00; 星期五: 10:30 – 19:00; 星期六: 10:30 – 19:00; 星期日: 10:30 – 19:00,59.5,2025/8/20,https://maps.google.com/?cid=7939494373023317606
新北市,22058台灣新北市板橋區合宜一路183號,澡窩寵物美容,22058台灣新北市板橋區合宜一路183號,02 2965 4183,5,148,營業中,星期一: 休息; 星期二: 11:00 – 20:00; 星期三: 11:00 – 20:00; 星期四: 11:00 – 20:00; 星期五: 11:00 – 20:00; 星期六: 11:00 – 20:00; 星期日: 11:00 – 20:00,54,2025/9/2,https://maps.google.com/?cid=17560079583588914652
新北市,220台灣新北市板橋區廣和街35號,雲朵朵寵物沙龍Kumomo｜板橋土城寵物美容｜精緻美容造型,220台灣新北市板橋區廣和街35號,02 2956 0189,4.9,141,營業中,星期一: 10:00 – 19:00; 星期二: 10:00 – 19:00; 星期三: 休息; 星期四: 休息; 星期五: 10:00 – 19:00; 星期六: 10:00 – 19:00; 星期日: 10:00 – 19:00,45,2025/6/7,https://maps.google.com/?cid=1576856135217413453
新北市,220台灣新北市板橋區板新路133號,喜多寵物美容住宿旅館-推薦寵物美容SPA(新北板橋)貓狗皮毛護理 優質安親住宿 飼養諮詢 寵物保健食品推薦 精緻修剪 採用歐盟認證全系列意大利洗護毛精 美國促進毛髮生長液專業產品,220台灣新北市板橋區板新路133號,02 2962 6885,4.9,108,營業中,星期一: 11:30 – 22:30; 星期二: 11:30 – 22:30; 星期三: 休息; 星期四: 11:30 – 22:30; 星期五: 11:30 – 22:30; 星期六: 11:30 – 22:30; 星期日: 11:30 – 22:30,66,2025/4/21,https://maps.google.com/?cid=4520735388577675865
新北市,242台灣新北市新莊區公園路27號,毛澡堂寵物沙龍(LINE ID:29929777),242台灣新北市新莊區公園路27號,02 2992 9777,4.8,132,營業中,星期一: 11:00 – 20:00; 星期二: 休息; 星期三: 休息; 星期四: 11:00 – 20:00; 星期五: 11:00 – 20:00; 星期六: 10:00 – 20:00; 星期日: 10:00 – 20:00,47,2025/9/11,https://maps.google.com/?cid=3153900243951919244
新北市,235台灣新北市中和區景平路746號,JO逗瑪DAY寵物沙龍,235台灣新北市中和區景平路746號,02 2245 3698,4.9,41,營業中,星期一: 10:30 – 20:00; 星期二: 休息; 星期三: 10:30 – 20:00; 星期四: 10:30 – 20:00; 星期五: 10:30 – 20:00; 星期六: 10:30 – 20:00; 星期日: 10:30 – 20:00,57,2024/10/24,https://maps.google.com/?cid=9888625027326732740
新北市,241台灣新北市三重區明志街24號1樓,Danmi單米 寵物按摩｜寵物美容｜皮毛養護｜寵物運動,241台灣新北市三重區明志街24號1樓,0912 208 027,4.9,12,營業中,星期一: 08:00 – 18:00; 星期二: 休息; 星期三: 休息; 星期四: 08:00 – 18:00; 星期五: 08:00 – 18:00; 星期六: 08:00 – 18:00; 星期日: 08:00 – 18:00,50,2025/8/18,https://maps.google.com/?cid=6888986317132873166
新北市,247台灣新北市蘆洲區集賢路224巷39-1號1樓,寵物有珈spa旅館,247台灣新北市蘆洲區集賢路224巷39-1號1樓,0958 246 789,4.9,255,營業中,星期一: 10:00 – 18:30; 星期二: 10:00 – 18:30; 星期三: 休息; 星期四: 休息; 星期五: 10:00 – 18:30; 星期六: 10:00 – 18:30; 星期日: 10:00 – 18:30,42.5,2025/9/18,https://maps.google.com/?cid=4611689902709207298
新北市,235台灣新北市中和區安平路7號,一三三寵物美容院｜專屬貓咪美容空間｜全店透明隔間｜狗狗洗澡美容｜貓咪洗澡美容｜無烘箱純手吹,235台灣新北市中和區安平路7號,02 2945 3133,4.8,74,營業中,星期一: 休息; 星期二: 10:00 – 19:30; 星期三: 10:00 – 19:30; 星期四: 10:00 – 19:30; 星期五: 10:00 – 19:30; 星期六: 10:00 – 19:30; 星期日: 10:00 – 19:30,57,2025/10/17,https://maps.google.com/?cid=15972382855451757731
新北市,242台灣新北市新莊區明智街12號,黑糖寵物美容工作坊,242台灣新北市新莊區明智街12號,02 2990 9009,4.9,65,營業中,星期一: 10:00 – 20:00; 星期二: 10:00 – 20:00; 星期三: 10:00 – 20:00; 星期四: 10:00 – 20:00; 星期五: 10:00 – 20:00; 星期六: 10:00 – 18:00; 星期日: 休息,58,2025/10/11,https://maps.google.com/?cid=4122110107656629552
新北市,235台灣新北市中和區民德路60號1樓,PIG HOUSE豬窩寵物中和店-貓狗寵物美容 貓狗住宿,235台灣新北市中和區民德路60號1樓,02 2958 2227,4.7,284,營業中,星期一: 10:30 – 19:30; 星期二: 10:30 – 19:30; 星期三: 10:30 – 19:30; 星期四: 10:30 – 19:30; 星期五: 10:30 – 19:30; 星期六: 10:30 – 19:30; 星期日: 10:30 – 19:30,63,2025/9/27,https://maps.google.com/?cid=11419085439280238139
新北市,242台灣新北市新莊區頭前路155號,狗馬騏寵物美容,242台灣新北市新莊區頭前路155號,02 2997 5677,4.9,178,營業中,星期一: 10:00 – 19:00; 星期二: 10:00 – 19:00; 星期三: 10:00 – 19:00; 星期四: 10:00 – 19:00; 星期五: 10:00 – 19:00; 星期六: 10:00 – 19:00; 星期日: 休息,54,2025/8/27,https://maps.google.com/?cid=2997500503464341860
新北市,220台灣新北市板橋區懷仁街89號,香菜妞寵物美容,220台灣新北市板橋區懷仁街89號,0985 269 145,5,40,營業中,星期一: 休息; 星期二: 10:00 – 20:00; 星期三: 10:00 – 20:00; 星期四: 10:00 – 20:00; 星期五: 10:00 – 20:00; 星期六: 10:00 – 20:00; 星期日: 10:00 – 20:00,60,2025/4/23,https://maps.google.com/?cid=14292991779978624328
新北市,236台灣新北市土城區學成路156號1樓,寵愛窩SPA寵物沙龍(皮卡丘寵物美容學院) - 新北 土城 板橋寵物美容住宿推薦 寵物洗澡美容 寵物安親住宿 專業寵物美容教學 狗狗貓咪洗澡剪毛 寵物spa 純手吹 手剪 無烘箱 皮毛調理 寵物旅館 狗狗剪毛 洗澡 美容,236台灣新北市土城區學成路156號1樓,02 2273 0085,4.9,72,營業中,星期一: 10:30 – 20:00; 星期二: 10:30 – 20:00; 星期三: 休息; 星期四: 10:30 – 20:00; 星期五: 10:30 – 20:00; 星期六: 10:30 – 20:00; 星期日: 10:30 – 20:00,57,2025/9/14,https://maps.google.com/?cid=15395784180834913092
新北市,10374台灣臺北市大同區重慶北路三段250-2號,高尾寵物沙龍 타카오펫 Takao Pet Salon 預約制,10374台灣臺北市大同區重慶北路三段250-2號,0985 082 787,5,39,營業中,星期一: 休息; 星期二: 休息; 星期三: 10:00 – 19:00; 星期四: 10:00 – 19:00; 星期五: 10:00 – 19:00; 星期六: 10:00 – 19:00; 星期日: 10:00 – 19:00,45,2025/9/9,https://maps.google.com/?cid=7765283130747171928
新北市,242台灣新北市新莊區中港路592號,愛狗寵物美容工作室Ai Dog Pet Grooming,242台灣新北市新莊區中港路592號,02 2990 6866,5,89,營業中,星期一: 11:00 – 20:00; 星期二: 休息; 星期三: 休息; 星期四: 11:00 – 20:00; 星期五: 11:00 – 20:00; 星期六: 11:00 – 20:00; 星期日: 11:00 – 20:00,45,2025/8/4,https://maps.google.com/?cid=935520167414587816
新北市,,Let’s Go 樂洗狗寵物美容,103台灣台北市大同区华亭街8號1樓,02 2556 9639,4.8,59,營業中,星期一: 09:30 – 18:30; 星期二: 09:30 – 18:30; 星期三: 09:30 – 18:30; 星期四: 09:30 – 18:30; 星期五: 09:30 – 18:30; 星期六: 09:30 – 18:30; 星期日: 09:30 – 18:30,63,2025/10/4,https://maps.google.com/?cid=18010050491565171813
新北市,241台灣新北市三重區長元街15號1樓,汪汪隊寵物美容,241台灣新北市三重區長元街15號1樓,0982 257 384,4,21,營業中,星期一: 12:00 – 21:00; 星期二: 11:00 – 21:00; 星期三: 11:00 – 21:00; 星期四: 11:00 – 21:00; 星期五: 11:00 – 21:00; 星期六: 休息; 星期日: 11:00 – 21:00,59,2025/10/20,https://maps.google.com/?cid=17701350081962845925
桃園市,330台灣桃园市桃園區宏昌十三街662號1樓,悟空梨寵物美容《專業寵物美容》桃園區毛孩洗澡｜貓狗SPA｜狗狗大美｜貓咪剪指甲｜狗狗洗澡｜貓咪洗澡｜貓咪剃毛｜中大型狗狗洗澡｜貓咪專屬日｜電話可加入LINE好友(ID)｜未預約可11:00來現場或電話詢問,330台灣桃园市桃園區宏昌十三街662號1樓,0979 717 367,5,107,營業中,星期一: 休息; 星期二: 10:30 – 19:30; 星期三: 10:30 – 19:30; 星期四: 10:30 – 19:30; 星期五: 10:30 – 19:30; 星期六: 10:30 – 19:30; 星期日: 10:30 – 19:30,54,2025/10/23,https://maps.google.com/?cid=6591924175302974466
桃園市,330台灣桃園市桃園區大業路一段32號,哈比寵物美容,330台灣桃園市桃園區大業路一段32號,03 333 9896,4.9,306,營業中,星期一: 10:30 – 18:00; 星期二: 10:30 – 18:00; 星期三: 10:30 – 18:00; 星期四: 休息; 星期五: 10:30 – 18:00; 星期六: 10:30 – 18:00; 星期日: 休息,37.5,2025/6/28,https://maps.google.com/?cid=13972718497251487763
桃園市,33049台灣桃園市桃園區大業路二段218號,承諾寵物美容沙龍,33049台灣桃園市桃園區大業路二段218號,0989 089 821,5,101,營業中,星期一: 休息; 星期二: 09:00 – 19:00; 星期三: 09:00 – 19:00; 星期四: 09:00 – 19:00; 星期五: 09:00 – 19:00; 星期六: 09:00 – 19:00; 星期日: 09:00 – 19:00,60,2025/10/25,https://maps.google.com/?cid=2377583930345111266
