name,license,license_date,vet,tel,address,service
心愛動物醫院,開業執照：投府農畜師開字第26號,發照日期：2013-03-08,負責獸醫師(佐)：游家德,聯絡電話：049-2357078,地     址：南投縣草屯鎮太平路二段202號,"營業項目：內,外,產科,預防注射,健康檢查,寵物登記,美容醫學"
心語動物醫院,開業執照：東府獸師開字第17號,發照日期：2018-06-06,負責獸醫師(佐)：劉正吉,聯絡電話：089-225668,地     址：臺東縣臺東市新展街45號,營業項目：小動物內外科診療
心樂動物醫院,開業執照：高市獸師開字第397號,發照日期：2024-07-22,負責獸醫師(佐)：洪嘉穗,聯絡電話：07-6223839,地     址：高雄市岡山區成功路25號,營業項目：動物診療、動物住院
心橋動物醫院,開業執照：新北獸醫業字第458號,發照日期：2024-08-01,負責獸醫師(佐)：尹崇耀,聯絡電話：02-8914-6099,地     址：新北市新店區寶強路2-1號1樓,營業項目：心臟門診、行為醫學門診、一般內科門診
文山動物醫院,開業執照：高市獸師開字第341號,發照日期：2019-08-12,負責獸醫師(佐)：張家瑋,聯絡電話：07-3985789,地     址：高雄市三民區澄清路529號,營業項目：動物診療、動物住院
文心全國動物醫院,開業執照：中市獸醫開字第105116號,發照日期：2017-03-21,負責獸醫師(佐)：李侯承,聯絡電話：04-22478377,地     址：臺中市北屯區文心路四段323號,營業項目：動物診療
文心動物醫院,開業執照：高市獸師開字第281號,發照日期：2013-01-04,負責獸醫師(佐)：周淑平,聯絡電話：07-3611990,地     址：高雄市楠梓區惠民路153號,營業項目：小動物疾病診療
文心貓專科醫院,開業執照：高市獸師開字第398號,發照日期：2024-08-01,負責獸醫師(佐)：張洛書,聯絡電話：07-5527408,地     址：高雄市鼓山區中華一路289號地下室、一樓,營業項目：動物診療、動物住院
文志動物醫院,開業執照：雲診字第64號,發照日期：2003-01-13,負責獸醫師(佐)：蔡孝寬,聯絡電話：05-5322735,地     址：雲林縣斗六市文化路344號,營業項目：動物診所
文清動物醫院,開業執照：中市獸醫開字第105083號,發照日期：2017-02-17,負責獸醫師(佐)：林文清,聯絡電話：04-25652370,地     址：臺中市大雅區民生路一段290號,營業項目：內科.外科.眼科.產科.骨科.皮膚科
文逸動物醫院,開業執照：北市獸業字第188號,發照日期：1992-10-17,負責獸醫師(佐)：傅義文,聯絡電話：02-27322254,地     址：台北市和平東路三段391巷8弄27號,營業項目：內、外、產科診療
斗六動物醫院,開業執照：雲診字第32號,發照日期：2009-10-09,負責獸醫師(佐)：劉善評,聯絡電話：5325013,地     址：雲林縣斗六市雲林路一段82號,營業項目：動物疾病診療
方舟動物診所,開業執照：苗縣獸師開字第101034號,發照日期：2021-03-16,負責獸醫師(佐)：陳其瑩,聯絡電話：037-470454,地     址：苗栗縣頭份市蟠桃里4鄰立德街50巷1號,營業項目：僅提供經濟動物診療
方濟動物醫院,開業執照：高市獸師開字第288號,發照日期：2013-09-09,負責獸醫師(佐)：葉毓凱,聯絡電話：07-3340721,地     址：高雄市苓雅區復興二路13之3號,營業項目：寵物醫療
日安動物醫院,開業執照：桃獸師開執字第66號,發照日期：,負責獸醫師(佐)：洪聲,聯絡電話：03-3335723,地     址：桃園市桃園區永安路267號,營業項目：內外產科
日健動物綜合醫院,開業執照：北市獸業字第134號,發照日期：,負責獸醫師(佐)：闕浩然,聯絡電話：02-25707508,地     址：臺北市松山區光復北路6-2號,營業項目：內、外科診療
日盛動物醫院,開業執照：嘉府獸師開字第33號,發照日期：2017-09-26,負責獸醫師(佐)：楊博盛,聯絡電話：0988-377811,地     址：嘉義縣太保市祥和三路東段266號,營業項目：經濟動物
日祥動物醫院,開業執照：新北獸醫業字第289號,發照日期：2011-03-16,負責獸醫師(佐)：李佳陵,聯絡電話：02-26011780,地     址：新北市林口區中正路504號,營業項目：小動物診療
木沐家動物醫院,開業執照：中市獸醫開字第113007號,發照日期：2024-04-23,負責獸醫師(佐)：林倡弘,聯絡電話：04-22471233,地     址：臺中市北屯區松竹路二段186號1、2樓,營業項目：動物內外科
木新動物醫院,開業執照：北市獸業字第231號,發照日期：,負責獸醫師(佐)：廖炯華,聯絡電話：02-29362748,地     址：台北市木新路三段133-2號,營業項目：內、外、產科診療
毛大夫動物診所,開業執照：中市獸醫開字第112009號,發照日期：2023-10-23,負責獸醫師(佐)：周乙琦,聯絡電話：04-23588023,地     址：臺中市南屯區保安十街117號,營業項目：內、外科
毛毛村動物醫院,開業執照：竹市府產農字第980078756號,發照日期：2020-12-08,負責獸醫師(佐)：洪于絜,聯絡電話：03-5620606,地     址：新竹市東區南大路79-2號,營業項目：動物醫療
毛毛動物診所,開業執照：中市獸醫開字第105219號,發照日期：2017-12-14,負責獸醫師(佐)：陳姿如,聯絡電話：04-23371199,地     址：臺中市烏日區新興路111號,營業項目：內.外.產科
毛毛動物醫院,開業執照：南市獸開字第206號,發照日期：2023-04-17,負責獸醫師(佐)：高嘉孜,聯絡電話：06-2306353,地     址：臺南市歸仁區民權三街32號,營業項目：動物醫療
毛宇宙動物醫院,開業執照：新北獸醫業字第424號,發照日期：2022-07-12,負責獸醫師(佐)：林庭毅,聯絡電話：02-82616079,地     址：新北市土城區員林街71巷2號,營業項目：犬貓一般內、外科
毛克利動物醫院,開業執照：中市獸醫開字第109005號,發照日期：2020-04-24,負責獸醫師(佐)：何旻諺,聯絡電話：04-22386609,地     址：臺中市北屯區文心路四段690號,營業項目：非犬貓(鼠、兔、貂、鳥、爬蟲)醫療
毛果動物診所,開業執照：桃獸師開執字第299號,發照日期：2022-12-16,負責獸醫師(佐)：張銘娟,聯絡電話：,地     址：桃園市八德區正福二街17號10樓之8,營業項目：一般犬貓診療
毛孩子動物醫院,開業執照：新北獸醫業字第303號,發照日期：2012-01-19,負責獸醫師(佐)：謝金偉,聯絡電話：29774887,地     址：新北市三重區福德北路71號,營業項目：小動物內外科
毛星球犬貓專科醫院,開業執照：高市獸師開字第327號,發照日期：2018-08-17,負責獸醫師(佐)：周明穀,聯絡電話：07-5565166,地     址：高雄市左營區自由二路415號,營業項目：動物診療、動物住院
毛派樂動物醫院,開業執照：北市獸業字第590號,發照日期：2022-05-18,負責獸醫師(佐)：張佳倖,聯絡電話：02-37076711,地     址：臺北市大安區建國南路2段151巷47號1樓,營業項目：犬貓內外科、犬貓牙科、鳥類內外科
毛茸茸動物醫院,開業執照：桃獸師開執字第285號,發照日期：2021-09-27,負責獸醫師(佐)：張孟涵,聯絡電話：03-4200891,地     址：桃園市新屋區民族路六段17號,營業項目：小動物內外科
毛球動物醫院,開業執照：嘉市獸開字第95號,發照日期：2022-03-31,負責獸醫師(佐)：廖蔓慈,聯絡電話：05-2780050,地     址：嘉義市東區民國路175號,營業項目：犬貓動物醫療
毛博事保健動物醫院,開業執照：新北獸醫業字第466號,發照日期：2025-01-10,負責獸醫師(佐)：周哲緯,聯絡電話：0983716625,地     址：新北市新莊區中正路425號,營業項目：小動物內科
毛暖動物醫院,開業執照：中市獸醫開字第113008號,發照日期：2024-04-30,負責獸醫師(佐)：廖志杰,聯絡電話：04-22476806,地     址：臺中市北屯區松竹路二段140號,營業項目：犬貓家醫、腫瘤診療
毛爾呼動物醫院,開業執照：苗縣獸師開字第111001號,發照日期：2022-05-20,負責獸醫師(佐)：黎育晟,聯絡電話：037-674882,地     址：苗栗縣頭份市中興里15鄰建國路二段197號,營業項目：門診及住院診療
毛導動物醫院,開業執照：中市獸醫開字第105077號,發照日期：2017-02-15,負責獸醫師(佐)：徐晧程,聯絡電話：04-22353457,地     址：臺中市北屯區梅川東路五段129號1樓,營業項目：小動物內、外科
毛貓寵動物醫院,開業執照：中市獸醫開字第110005號,發照日期：2021-06-24,負責獸醫師(佐)：沈彧,聯絡電話：04-23286789,地     址：臺中市南屯區文心路一段372號1樓,營業項目：小動物診療
毛寶貝動物診所,開業執照：南市獸開字第148號,發照日期：2020-05-18,負責獸醫師(佐)：郭秋琴,聯絡電話：06-2041188,地     址：臺南市永康區二王路27巷5號1樓,營業項目：內科、眼科
水上動物醫院,開業執照：嘉府獸師開字第15號,發照日期：2018-01-31,負責獸醫師(佐)：林進勇,聯絡電話：05-2602261,地     址：嘉義縣水上鄉中山路2段998號,營業項目：寵物
爪子村動物醫院,開業執照：中市獸醫開字第108003號,發照日期：2019-05-23,負責獸醫師(佐)：陳冠文,聯絡電話：04-24739317,地     址：臺中市南屯區文心南路38號,營業項目：寵物醫療
牛13動物診所,開業執照：屏獸開字第158號,發照日期：2025-03-03,負責獸醫師(佐)：黃楅炘,聯絡電話：0958-484613,地     址：屏東縣屏東市華盛街9號1樓,營業項目：動物診療
犬谷動物醫院,開業執照：彰府農防師開字第131號,發照日期：2014-01-10,負責獸醫師(佐)：謝麗惠,聯絡電話：04-8852426,地     址：彰化縣溪湖鎮大突里地政路31號1樓,營業項目：家畜禽診療
犬保動物醫院,開業執照：中市獸醫開字第105079號,發照日期：2017-02-15,負責獸醫師(佐)：陳紹清,聯絡電話：04-23892942,地     址：臺中市南屯區文山里文山三街51巷12號,營業項目：內、外、產、皮膚等科
犬揚動物醫院,開業執照：中市獸醫開字第105182號,發照日期：2017-10-12,負責獸醫師(佐)：蔡俊祥,聯絡電話：04-22059822,地     址：臺中市北區英才路298號,營業項目：內、外科
犬貓屋動物醫院,開業執照：基市獸開字第21號,發照日期：2003-09-22,負責獸醫師(佐)：謝義得,聯絡電話：24345975,地     址：基市基金一路118號,營業項目：獸醫診療
王中蘭動物醫院,開業執照：南市獸開字第121號,發照日期：2011-05-31,負責獸醫師(佐)：王中蘭,聯絡電話：06-7820906,地     址：臺南市學甲區仁德里1鄰建國路27-1號,營業項目：內科、外科、皮膚科
王朋動物醫院,開業執照：北縣獸醫業字第164號,發照日期：2004-04-19,負責獸醫師(佐)：王鵬程,聯絡電話：22480624,地     址：中和區連城路72號,營業項目：內外產骨科
王家家畜診所,開業執照：南縣獸師診開字第163號,發照日期：2004-12-20,負責獸醫師(佐)：王源料,聯絡電話：06-6222051,地     址：台南市柳營區光福村成功街139號,營業項目：草食動物疾病診療
王動物醫院,開業執照：北府畜醫業字第143號,發照日期：1995-05-23,負責獸醫師(佐)：王裕君,聯絡電話：02-22677373,地     址：新北市土城區中央路三段141之7號1樓,營業項目：動物疾病治療
王樣動物醫院,開業執照：北市獸業字第429號,發照日期：2011-05-25,負責獸醫師(佐)：王禎祥,聯絡電話：23570217,地     址：臺北市大安區金華街217號,營業項目：動物醫療
世安動物醫院,開業執照：北市獸業字第163號,發照日期：,負責獸醫師(佐)：張世賢,聯絡電話：02-22306841,地     址：台北市興隆路三段298-2號,營業項目：內、外、產、皮膚科診療
世和動物醫院,開業執照：高市建獸醫字第51號,發照日期：1985-11-20,負責獸醫師(佐)：周繼光,聯絡電話：07-3339009,地     址：高雄市前鎮區廣西路421號,營業項目：內外產科
世東動物醫院,開業執照：北市獸業字第501號,發照日期：2015-12-21,負責獸醫師(佐)：簡齊韋,聯絡電話：02-28712529,地     址：臺北市士林區士東路39號1樓,營業項目：內外產科診療
世康動物醫院,開業執照：高縣獸醫開字第329號,發照日期：2007-07-18,負責獸醫師(佐)：施清文,聯絡電話：07-7767606,地     址：高雄市鳳山區八德路129號,營業項目：內科.外科.產科 .皮膚科
丘原動物醫院,開業執照：北縣獸醫業字第130號,發照日期：2002-03-20,負責獸醫師(佐)：邱俊源,聯絡電話：02-29934631,地     址：新莊區公園路一六０號一樓,營業項目：內科、外科、產科
以立動物醫院,開業執照：北市獸業字第561號,發照日期：2019-11-13,負責獸醫師(佐)：余騰瑋,聯絡電話：02-77288028,地     址：臺北市中山區敬業一路38號,營業項目：心臟內科、腎臟內科、一般內科、一般外科
以恩動物醫院,開業執照：高市獸師開字第347號,發照日期：2019-12-16,負責獸醫師(佐)：吳秉奐,聯絡電話：07-6143650,地     址：高雄市燕巢區中民路627號,營業項目：動物診療、動物住院
以諾動物醫院,開業執照：竹縣字第46號,發照日期：2023-05-18,負責獸醫師(佐)：黃以彤,聯絡電話：03-5820656,地     址：新竹縣竹東鎮中興路三段254號1樓,營業項目：犬、貓內科診療、外科手術、預防注射
加生動物醫院,開業執照：北市獸業字第406號,發照日期：2010-05-27,負責獸醫師(佐)：廖柏松,聯絡電話：28207218,地     址：臺北市北投區石牌路1段95號1樓,營業項目：小動物內科、外科、產科診療
加州動物醫院,開業執照：高市獸師開字第375號,發照日期：2022-07-18,負責獸醫師(佐)：曾立權,聯絡電話：07-7163027,地     址：高雄市苓雅區光華一路134號,營業項目：動物診療
加貝賀動物醫院,開業執照：府農防字第1140002825號,發照日期：2025-08-12,負責獸醫師(佐)：李光賀,聯絡電話：03-9880916,地     址：宜蘭縣礁溪鄉中山路一段83、85號,營業項目：動物診療、動物住院、動物出診診療(小動物之內科診療、外科手術、預防注射、健康檢查、住院照護、影像診斷及醫療檢驗服務)。
加洲動物醫院,開業執照：北市獸業字第98號,發照日期：2001-07-25,負責獸醫師(佐)：蔡俊佑,聯絡電話：02-27987942,地     址：臺北市內湖區文德路9號1樓,營業項目：內外產科診療
加恩動物醫院,開業執照：北市獸業字第500號,發照日期：2015-12-14,負責獸醫師(佐)：劉黃頌欽,聯絡電話：22360117,地     址：臺北市木柵路1段102號1樓,營業項目：動物內外科
加恩動物醫院,開業執照：彰府農防師開字第122號,發照日期：2019-03-21,負責獸醫師(佐)：鐘加文,聯絡電話：04-8361919,地     址：彰化縣員林市員集路2段481號,營業項目：動物疾病診療
加康動物醫院,開業執照：高市獸師開字第255號,發照日期：2011-02-10,負責獸醫師(佐)：向恆逸,聯絡電話：07-3860506,地     址：高雄市鳥松區大昌路563號,營業項目：動物診療(外科除外)
加賀動物醫院,開業執照：竹市建農字第26515號,發照日期：1998-04-14,負責獸醫師(佐)：林聞櫃,聯絡電話：03-5254171,地     址：新竹市中華路二段613號,營業項目：內外產科
加諾動物醫院,開業執照：中市獸醫開字第105210號,發照日期：2017-12-13,負責獸醫師(佐)：張琪玟,聯絡電話：04-23165366,地     址：臺中市西區忠明路113號,營業項目：動物診療
北大奇緣動物醫院,開業執照：新北獸醫業字第248號,發照日期：2024-08-08,負責獸醫師(佐)：蔡長隆,聯絡電話：02-86726119,地     址：新北市三峽區民生街2-1、2-2號,營業項目：動物醫療及住院照顧
北大動物醫院,開業執照：中市獸醫開字第111002號,發照日期：2022-06-17,負責獸醫師(佐)：王希維,聯絡電話：04-24361275,地     址：臺中市北屯區建和路二段300號,營業項目：小動物內外科、產科、骨科
北平動物醫院,開業執照：高市建獸醫字第81號,發照日期：1992-03-31,負責獸醫師(佐)：林紹熙,聯絡電話：07-3237226,地     址：高雄市三民區北平二街111號,營業項目：內外產科、骨科、皮膚科
北投動物醫院,開業執照：北市獸業字第442號,發照日期：2012-01-12,負責獸醫師(佐)：劉得煌,聯絡電話：28928665,地     址：臺北市北投區中央北路2段60-1號1樓,營業項目：內、外、產科疾病診療
北海岸出診動物醫院,開業執照：新北獸醫業字第384號,發照日期：2023-03-28,負責獸醫師(佐)：陳文欽,聯絡電話：0988967291,地     址：新北市金山區忠孝一路56號,營業項目：犬貓健康服務
北港家畜醫院,開業執照：雲診字第34號,發照日期：1997-12-11,負責獸醫師(佐)：蘇國源,聯絡電話：,地     址：雲林縣北港鎮華勝里民樂路153號,營業項目：家畜、禽疾病預防治療
仟祐動物醫院,開業執照：桃獸師開執字第114號,發照日期：2002-06-18,負責獸醫師(佐)：李協彥,聯絡電話：3804477,地     址：桃園市大溪區介壽路796號,營業項目：內外產科
卡布動物醫院,開業執照：桃獸師開執字第289號,發照日期：2022-02-25,負責獸醫師(佐)：陳利涴,聯絡電話：03-3695005,地     址：桃園市桃園區文中二路121號1樓,營業項目：犬貓醫療、一般內外科、安寧長照
卡布動物醫院,開業執照：高市獸師開字第304號,發照日期：2020-05-11,負責獸醫師(佐)：林時民,聯絡電話：07-3509921,地     址：高雄市左營區至真路8號,營業項目：動物診療、動物住院
卡朵動物醫院,開業執照：新北獸醫業字第410號,發照日期：2021-04-09,負責獸醫師(佐)：黃靖峰,聯絡電話：02-66058166,地     址：新北市淡水區中正路2段12號,營業項目：小動物內外科
可安動物醫院,開業執照：中市獸醫開字第105075號,發照日期：2017-02-13,負責獸醫師(佐)：孔祥麟,聯絡電話：04-22366476,地     址：臺中市北屯區河北路二段58號,營業項目：內、外、產、皮膚科
可米動物醫院,開業執照：中市獸醫開字第105088號,發照日期：2017-02-22,負責獸醫師(佐)：陳志名,聯絡電話：04-22410842,地     址：臺中市北屯區大連路二段22號1樓(含地下室),營業項目：小動物內、外科
可昕犬貓專科醫院,開業執照：南市獸開字第202號,發照日期：2022-11-16,負責獸醫師(佐)：朱國威,聯絡電話：0910745338,地     址：臺南市安南區北安路2段87號,營業項目：犬貓內科、犬貓外科、貓專科醫療
可頌動物醫院,開業執照：新北獸醫業字第382號,發照日期：2022-07-22,負責獸醫師(佐)：鄭以晴,聯絡電話：0920663331,地     址：新北市三芝區橫山里橫山35-2號,營業項目：犬貓絕育手術
可麗兒動物醫院,開業執照：新北獸醫業字第427號,發照日期：2022-09-27,負責獸醫師(佐)：黃宥誠,聯絡電話：02-22606861,地     址：新北市土城區中央路2段20之1號,營業項目：內外科、皮膚科、健康檢查、牙科
古亭動物醫院,開業執照：北市獸業字第262號,發照日期：,負責獸醫師(佐)：張哲誠,聯絡電話：02-23693373,地     址：臺北市中正區羅斯福路2段138號,營業項目：內外產科診療
古德動物醫院,開業執照：北市獸業字第464號,發照日期：2013-11-06,負責獸醫師(佐)：詹昇諭,聯絡電話：02-23088289,地     址：臺北市萬華區西園路2段194號,營業項目：內、外、產科疾病診療
史密斯寵物醫院,開業執照：高市獸師開字第340號,發照日期：2019-05-31,負責獸醫師(佐)：林宥先,聯絡電話：07-2226565,地     址：高雄市新興區民生一路199號,營業項目：動物診療、動物住院
史麥動物專科醫院,開業執照：新北獸醫業字第475號,發照日期：2025-10-15,負責獸醫師(佐)：陳彥偉,聯絡電話：0917533332,地     址：新北市汐止區新興路3號,營業項目：犬貓、特寵、一般內外科、住院、手術
台大文仁動物醫院,開業執照：北縣獸醫業字第272號,發照日期：2019-12-06,負責獸醫師(佐)：張峰瑞,聯絡電話：0226833122,地     址：新北市板橋區篤行路三段18號,營業項目：獸醫醫療、寵物美容
台大安欣動物醫院,開業執照：竹市府產農字第950133057號,發照日期：2006-12-27,負責獸醫師(佐)：劉佳遠,聯絡電話：03-5751317,地     址：新竹市東光路25號,營業項目：內科.外科.產科
台大良一動物醫院,開業執照：基市獸開字第33號,發照日期：2017-09-05,負責獸醫師(佐)：林良道,聯絡電話：02-24263021,地     址：基隆市信義區信一路35號,營業項目：動物醫療
台大長鴻動物醫院,開業執照：基市獸開字第22號,發照日期：2006-03-02,負責獸醫師(佐)：李長龍,聯絡電話：,地     址：基隆市仁一路149號,營業項目：動物醫療
台大開心動物醫院,開業執照：新北獸醫業字第321號,發照日期：2013-03-15,負責獸醫師(佐)：陳威旭,聯絡電話：2296-5821,地     址：新北市泰山區明志路一段317號,營業項目：內科、外科
台大慈仁動物醫院,開業執照：竹市府產農字第980078667號,發照日期：2013-12-24,負責獸醫師(佐)：譚至仁,聯絡電話：03-5333931,地     址：新竹市北區武陵路2-1號,營業項目：產科.外科.內科
台大稚沅動物醫院,開業執照：基市獸開字第34號,發照日期：,負責獸醫師(佐)：王郁喬,聯絡電話：02-24286784,地     址：基隆市中山區中山一路307號,營業項目：小動物內外科
台大綜合動物醫院,開業執照：高市建獸醫字第32號,發照日期：1982-08-31,負責獸醫師(佐)：曾英仁,聯絡電話：07-3111576,地     址：高雄市三民區博愛一路115號,營業項目：內外產科、骨科、皮膚科
台北動物醫院,開業執照：北市獸業字第283號,發照日期：,負責獸醫師(佐)：許泰裕,聯絡電話：02-27176036,地     址：臺北市松山區光復北路164號1樓,營業項目：內、外、產科診療
台安動物醫院,開業執照：北縣獸醫業字第10號,發照日期：1996-08-31,負責獸醫師(佐)：周國政,聯絡電話：02-29622560,地     址：板橋區三民路2段204-2號,營業項目：內外產科、骨科
台欣動物醫院,開業執照：北市獸業字第287號,發照日期：1998-08-24,負責獸醫師(佐)：邱銘助,聯絡電話：02-25285119,地     址：台北市松山區健康路187號1樓,營業項目：動物醫療
台愛動物醫院,開業執照：北市獸業字第447號,發照日期：2012-05-08,負責獸醫師(佐)：范振喬,聯絡電話：02-88115729,地     址：臺北市士林區中正路629號1樓,營業項目：內科、外科、產科診療
台碩動物醫院,開業執照：中市獸醫開字第105136號,發照日期：2017-04-18,負責獸醫師(佐)：楊朝交,聯絡電話：04-22082515,地     址：臺中市北區中清路一段470號,營業項目：動物診療
台灣牧誠行家畜醫院,開業執照：屏獸開字第76號,發照日期：2006-02-07,負責獸醫師(佐)：許錫平,聯絡電話：7366905,地     址：屏東縣長治鄉中興路100號,營業項目：家畜疾病.衛生.防疫.咨詢及治療
台灣動物醫院,開業執照：中市獸醫開字第105018號,發照日期：2017-01-18,負責獸醫師(佐)：吳昆泰,聯絡電話：04-23177069,地     址：台中市西屯區青海路二段69號,營業項目：動物診療
台灣動物醫院,開業執照：北市獸業字第230號,發照日期：,負責獸醫師(佐)：謝庭智,聯絡電話：02-23412128,地     址：台北市忠孝東路二段74號,營業項目：動物診療
台灣動物醫院,開業執照：北府畜醫業字第86號,發照日期：1992-02-26,負責獸醫師(佐)：薛敦元,聯絡電話：02-22588987,地     址：板橋區陽明街54號1樓,營業項目：內外產科、骨科、皮膚科、心臟科、胸腔科
台灣嘉南動物醫院,開業執照：南市獸開字第120號,發照日期：2011-04-20,負責獸醫師(佐)：黃士維,聯絡電話：06-2516949,地     址：臺南市北區長榮路5段425號,營業項目：產科、內科、皮膚科、骨科
台灣福懋毛公館動物醫院,開業執照：中市獸醫開字第108001號,發照日期：2019-04-02,負責獸醫師(佐)：林辰柔,聯絡電話：04-23809513,地     址：台中市南屯區公益路二段685號,營業項目：寵物診療
四生堂動物醫院,開業執照：嘉府獸師開字第39號,發照日期：2018-03-05,負責獸醫師(佐)：廖慶雄,聯絡電話：05-3780956,地     址：嘉義縣六腳鄉六南村六腳200之2號,營業項目：經濟動物
四季動物醫院,開業執照：北縣獸醫業字第282號,發照日期：2010-10-22,負責獸醫師(佐)：黃玠晟,聯絡電話：02-2890-9591,地     址：新北市淡水區民族路33巷16-19號1樓,營業項目：內外科、產科、骨科皮膚科、預防注射、晶片登記
四湖動物診所,開業執照：雲診字第28號,發照日期：1997-10-04,負責獸醫師(佐)：蔡勝宗,聯絡電話：05-7875088,地     址：雲林縣四湖鄉湖寮村下寮67號,營業項目：
尼古拉動物醫院,開業執照：北市獸業字第480號,發照日期：,負責獸醫師(佐)：李國閔,聯絡電話：02-28323386,地     址：臺北市士林區克強路23號1樓,營業項目：外科、內科、產科
尼昂貓專科醫院,開業執照：中市獸醫開字第105152號,發照日期：2017-05-17,負責獸醫師(佐)：李佳芳,聯絡電話：04-22601470,地     址：臺中市南區復興路二段133號,營業項目：貓病臨床診療
左岸動物醫院,開業執照：北縣獸醫業字第151號,發照日期：,負責獸醫師(佐)：邱顯傑,聯絡電話：8245 3639,地     址：新北市中和區福祥路一二九號,營業項目：小動物醫療
左岸動物醫院大安院,開業執照：北市獸業字第607號,發照日期：2023-07-21,負責獸醫師(佐)：李依軒,聯絡電話：02-23650580,地     址：臺北市大安區羅斯福路3段331號,營業項目：犬貓內外科診療
布恩動物醫院,開業執照：中市獸醫開字第113014號,發照日期：2024-08-16,負責獸醫師(佐)：吳昕峰,聯絡電話：04-24366952,地     址：臺中市北屯區和福路181號,營業項目：動物內外科
布納動物醫院,開業執照：新北獸醫業字第414號,發照日期：2021-12-17,負責獸醫師(佐)：蔡智堅,聯絡電話：2990-0262,地     址：新北市新莊區思源路332巷22號,營業項目：小動物內外科
布萊梅動物醫院,開業執照：中市獸醫開字第105168號,發照日期：2017-08-07,負責獸醫師(佐)：陳韻安,聯絡電話：04-26802908,地     址：臺中市大甲區文武路219號,營業項目：小動物醫療
布達羊急診動物醫院,開業執照：北市獸業字第567號,發照日期：2020-05-07,負責獸醫師(佐)：姚臻臻,聯絡電話：02-28341119,地     址：臺北市士林區忠誠路1段102號,營業項目：小動物內外科診療
布魯斯動物醫院,開業執照：新北獸醫業字第373號,發照日期：2017-11-27,負責獸醫師(佐)：陳榮志,聯絡電話：02-82858600,地     址：新北市蘆洲區重陽街68號1樓,營業項目：動物醫療
平安動物醫院,開業執照：南縣獸師診開字第134號,發照日期：1997-10-18,負責獸醫師(佐)：許博榮,聯絡電話：06-2748588,地     址：台南市永康區中華路16號,營業項目：家畜禽疾病診斷治療(內外產皮膚)
平和家畜診所,開業執照：投府農畜佐開字第1號,發照日期：2010-12-07,負責獸醫師(佐)：陳平一,聯絡電話：049-2762967,地     址：南投縣集集鎮八張里民生路9巷35號,營業項目：小動物及大動物內科、外科、產科等
平治動物醫院,開業執照：高市建獸醫字第138號,發照日期：1995-12-12,負責獸醫師(佐)：莊庭昌,聯絡電話：07-8061305,地     址：高雄市小港區宏平路534號,營業項目：內外產科、骨科、皮膚科
平順動物診所,開業執照：苗縣獸開字第96023號,發照日期：2018-12-27,負責獸醫師(佐)：賴政宏,聯絡電話：037-614163,地     址：苗栗縣造橋鄉朝陽村10鄰7-1號,營業項目：僅提供經濟動物診療
平愛動物醫院,開業執照：八五府建農字第字第51號,發照日期：1997-11-22,負責獸醫師(佐)：何信裕,聯絡電話：05-2869535,地     址：嘉義市興業西路371號,營業項目：小動物診療
弘光動物醫院,開業執照：南市獸開字第57號,發照日期：1995-02-10,負責獸醫師(佐)：蔣佳霖,聯絡電話：06-2618477,地     址：臺南市南區永成路三段551巷1號,營業項目：內、外、產科、皮膚科
弘吉動物醫院,開業執照：彰府農畜師字第12號,發照日期：,負責獸醫師(佐)：林偉興,聯絡電話：04-8328902,地     址：彰化縣員林鎮中山南路88號,營業項目：
弘吉獸醫院,開業執照：北市獸業字第196號,發照日期：,負責獸醫師(佐)：林政興,聯絡電話：02-27410958,地     址：臺北市大安區市民大道3段236、238號1樓,營業項目：內科診療
弘安動物醫院,開業執照：雲診字第71號,發照日期：2006-10-23,負責獸醫師(佐)：周俊宏,聯絡電話：055333536,地     址：斗六市西平路276號,營業項目：動物疾病診療
弘安獸醫院,開業執照：北縣獸醫業字第6號,發照日期：2004-04-19,負責獸醫師(佐)：陳霙廷,聯絡電話：02-29189494,地     址：新店區北新路三段一四六號,營業項目：內科、外科、產科
弘苑獸醫院,開業執照：高市獸師開字第289號,發照日期：2013-10-07,負責獸醫師(佐)：梅念祖,聯絡電話：07-6259310,地     址：高雄市岡山區介壽西路129號,營業項目：動物醫療
弘恩動物醫院,開業執照：高市獸師開字第175號,發照日期：1999-10-16,負責獸醫師(佐)：鄭景文,聯絡電話：07-2151123,地     址：高雄市新興區五福二路152號1樓,營業項目：內外產科、骨科、皮膚科
弘晟動物醫院,開業執照：高縣獸醫開字第104號,發照日期：1999-02-26,負責獸醫師(佐)：黃弘,聯絡電話：07-3456795,地     址：高雄市仁武區仁福里仁安三巷24號,營業項目：動物診療
弘隼動物醫院,開業執照：府農畜字第112004號,發照日期：2023-10-27,負責獸醫師(佐)：黃柏峯,聯絡電話：03-9327600,地     址：宜蘭縣宜蘭市復興路二段254號,營業項目：犬貓診療、預防注射、節育手術，野生動物救傷
弘祥動物醫院,開業執照：高市建獸醫字第85號,發照日期：1992-07-29,負責獸醫師(佐)：謝文清,聯絡電話：07-2151416,地     址：高雄市新興區復橫一路229號,營業項目：內外產科、骨科、皮膚科
弘愛犬貓專科醫院,開業執照：北市獸業字第295號,發照日期：1998-12-11,負責獸醫師(佐)：葉昶輝,聯絡電話：02-25569696,地     址：台北市大同區民生西路105號1樓,營業項目：內、外、骨、產科診療、預防注射
