name_filtered,address_filtered,city,district,place_id,name_checked,business_status,address_checked,phone,opening_hours,types,rating,rating_total,longitude,latitude,map_url,website,newest_review
喵嗚貓咪旅館,桃園市桃園區福安里昆明路250號,桃園市,桃園區,ChIJ8xYy2eMeaDQRTPPWbAKHQrQ,喵嗚貓咪旅館（全預約制，預約時間僅保留十分鐘，敬請準時抵達）,OPERATIONAL,330台灣桃园市桃園區昆明路250號1F,0965502517,"['星期一: 10:30 – 20:30', '星期二: 10:30 – 20:30', '星期三: 10:30 – 20:30', '星期四: 10:30 – 20:30', '星期五: 10:30 – 20:30', '星期六: 10:30 – 20:30', '星期日: 10:30 – 20:30']","['establishment', 'point_of_interest', 'veterinary_care']",5.0,27.0,121.3123439,24.9847553,https://maps.google.com/?cid=12989092719775642444,https://www.facebook.com/miaowjourney/,2023-09-22
吹毛球痴洗澡吧,臺北市信義區松山路315之1號1樓,臺北市,信義區,ChIJ9-UOeParQjQRX85LgO7oiqs,吹毛球痴洗澡吧|寵物美容住宿,OPERATIONAL,110台灣臺北市信義區松山路315-1號,0227651399,"['星期一: 10:00 – 19:00', '星期二: 10:00 – 19:00', '星期三: 10:00 – 19:00', '星期四: 10:00 – 19:00', '星期五: 10:00 – 19:00', '星期六: 10:00 – 19:00', '星期日: 休息']","['establishment', 'point_of_interest']",4.9,106.0,121.578056,25.042312,https://maps.google.com/?cid=12360948238324059743,https://m.facebook.com/lovedog212/,2023-03-30
撼寶寶寵物新生活館,高雄市楠梓區樂群路259號,高雄市,楠梓區,ChIJ92jRXL0PbjQR7NKdHXTbmhc,撼寶寶寵物新生活館/楠梓狗安親住宿&貓住宿/低壓住宿,OPERATIONAL,811台灣高雄市楠梓區樂群路259號,0928931183,"['星期一: 15:00 – 19:00', '星期二: 15:00 – 19:00', '星期三: 15:00 – 19:00', '星期四: 15:00 – 19:00', '星期五: 15:00 – 19:00', '星期六: 休息', '星期日: 休息']","['establishment', 'point_of_interest', 'store']",4.9,13.0,120.2960018,22.7210039,https://maps.google.com/?cid=1700913101045355244,https://www.facebook.com/Darlinghanhan,2022-08-13
貝克漢寵物生活館,高雄市前鎮區七雄街92號1樓,高雄市,前鎮區,ChIJ971oO6ADbjQR9hssnJE0sGI,貝克漢寵物生活館,OPERATIONAL,806台灣高雄市前鎮區七雄街92號,078219888,"['星期一: 休息', '星期二: 10:00 – 20:00', '星期三: 10:00 – 20:00', '星期四: 10:00 – 20:00', '星期五: 10:00 – 20:00', '星期六: 10:00 – 20:00', '星期日: 10:00 – 20:00']","['establishment', 'point_of_interest', 'store']",4.4,32.0,120.325851,22.5986291,https://maps.google.com/?cid=7111241611613051894,https://rink.cc/9emlp,2023-03-18
凱弟寵物澡堂,臺南市安平區建平八街108巷40號,臺南市,安平區,ChIJ97zqMHF3bjQRJ1MQNXTExw4,凱弟寵物澡堂&寵物藝術空間（預約制）,OPERATIONAL,708台灣臺南市安平區建平八街108巷40號,0901413911,,"['establishment', 'point_of_interest']",5.0,12.0,120.1792213,22.9920871,https://maps.google.com/?cid=1065035840281924391,https://lin.ee/q71SUUh,2025-01-27
米粒貓舍,臺中市霧峰區中正路230巷25號,臺中市,霧峰區,ChIJ99FOBG0XaTQR7I1Ot_zLhhg,晶采貓舍 (預約制),OPERATIONAL,413台灣臺中市霧峰區中正路146巷53弄18號,0976904914,,"['establishment', 'pet_store', 'point_of_interest', 'store']",5.0,2.0,120.698428,24.0238119,https://maps.google.com/?cid=1767324190057074156,,2023-03-27
朵妮寵物創意美學館,高雄市小港區高雄市小港區新昌街26-8號1樓,高雄市,小港區,ChIJ9VBPESUbbjQR0iftkSor2jU,DORNEY寵物創意美學,OPERATIONAL,807台灣高雄市三民區青年路二段624號,077802989,"['星期一: 10:30 – 18:30', '星期二: 10:30 – 18:30', '星期三: 10:30 – 18:30', '星期四: 休息', '星期五: 10:30 – 18:30', '星期六: 10:30 – 18:30', '星期日: 10:30 – 18:30']","['establishment', 'pet_store', 'point_of_interest', 'store']",4.6,19.0,120.3481646,22.6468908,https://maps.google.com/?cid=3880461490769962962,https://www.facebook.com/dorney.pet,2022-02-20
晟欣商行,臺南市東區崇善七街52號1樓,臺南市,東區,ChIJ9VPp2H97bjQRWRS5RFBu_Hs,晟昌商行,OPERATIONAL,741台灣臺南市善化區民權路300號,065831842,"['星期一: 08:30 – 18:00', '星期二: 08:30 – 18:00', '星期三: 08:30 – 18:00', '星期四: 08:30 – 18:00', '星期五: 08:30 – 18:00', '星期六: 10:00 – 17:30', '星期日: 休息']","['establishment', 'point_of_interest', 'store']",5.0,1.0,120.2956945,23.1310733,https://maps.google.com/?cid=8934137051825640537,,2020-05-30
周佳名犬屋,臺中市北區天津路二段150號1樓,臺中市,北區,ChIJ9_5Wf4Y9aTQRmRLizFHPHpo,周佳寵物美容學苑,OPERATIONAL,404台灣臺中市北區天津路二段150號,0423148900,"['星期一: 11:00 – 19:00', '星期二: 11:00 – 19:00', '星期三: 11:00 – 19:00', '星期四: 11:00 – 19:00', '星期五: 11:00 – 19:00', '星期六: 11:00 – 19:00', '星期日: 11:00 – 19:00']","['establishment', 'point_of_interest']",5.0,24.0,120.677198,24.169695,https://maps.google.com/?cid=11105541681378890393,https://m.facebook.com/%E5%91%A8%E4%BD%B3%E5%AF%B5%E7%89%A9%E7%BE%8E%E5%AE%B9%E5%AD%B8%E9%99%A2-1771522936474649/,2022-05-13
法拉利愛犬美容屋,高雄市鳳山區南正二路135號,高雄市,鳳山區,ChIJ9cqurFoDbjQRNOVBAXdUFYA,法拉利寵物美容館（南正店）,OPERATIONAL,830台灣高雄市鳳山區南正二路135號 號,077687005,"['星期一: 休息', '星期二: 09:30 – 20:30', '星期三: 09:30 – 20:30', '星期四: 09:30 – 20:30', '星期五: 09:30 – 20:30', '星期六: 09:30 – 20:30', '星期日: 休息']","['establishment', 'point_of_interest']",4.3,70.0,120.3314114,22.5989959,https://maps.google.com/?cid=9229375881464636724,https://www.facebook.com/pages/%E6%B3%95%E6%8B%89%E5%88%A9%E5%AF%B5%E7%89%A9%E9%A4%A8/153132641422912,2024-11-20
貝貝窩寵物美學生活館,高雄市楠梓區大學二十一路237巷6號,高雄市,楠梓區,ChIJ9dOl7gwPbjQRaYgzj_lCHTc,貝貝窩寵物沙龍/狗貓住宿/spa（楠梓）,OPERATIONAL,811台灣高雄市楠梓區大學二十一路237巷6號,073647667,"['星期一: 10:00 – 18:00', '星期二: 10:00 – 18:00', '星期三: 10:00 – 18:00', '星期四: 10:00 – 18:00', '星期五: 10:00 – 18:00', '星期六: 10:00 – 12:00', '星期日: 休息']","['establishment', 'point_of_interest']",4.8,93.0,120.2794279,22.7239467,https://maps.google.com/?cid=3971404086027454569,https://m.facebook.com/bellebearhouse/,2025-10-22
放心寵物店,高雄市前鎮區一心一路216號,高雄市,前鎮區,ChIJ9dSW2QQDbjQRi8zr3S0AwUY,Fun心寵物美容旅館/前鎮寵物住宿/前鎮寵物美容/寵物住宿/寵物美容,OPERATIONAL,806台灣高雄市前鎮區一心一路216號,077221711,"['星期一: 10:30 – 19:30', '星期二: 10:30 – 19:30', '星期三: 10:30 – 19:30', '星期四: 10:30 – 19:30', '星期五: 10:30 – 19:30', '星期六: 10:30 – 19:30', '星期日: 10:30 – 19:30']","['establishment', 'point_of_interest']",5.0,46.0,120.319793,22.6074113,https://maps.google.com/?cid=5098356450156858507,https://www.facebook.com/Fun%E5%BF%83%E5%AF%B5%E7%89%A9%E7%BE%8E%E5%AE%B9-%E6%97%85%E9%A4%A8-100789501677559/?modal=admin_todo_tour,2021-07-17
狗狗好棒寵物沙龍,高雄市左營區榮總路141巷25號,高雄市,左營區,ChIJ9fqPvDYFbjQRqjDlhAx3s00,左營狗狗好棒寵物沙龍/左營寵物美容/左營寵物店/左營洗狗,OPERATIONAL,813台灣高雄市左營區榮總路141巷25號,0966066240,"['星期一: 10:00 – 18:00', '星期二: 10:00 – 18:00', '星期三: 10:00 – 18:00', '星期四: 休息', '星期五: 10:00 – 18:00', '星期六: 10:00 – 18:00', '星期日: 10:00 – 18:00']","['establishment', 'point_of_interest']",5.0,15.0,120.320725,22.6803874,https://maps.google.com/?cid=5598949657404584106,,2019-06-20
艾菲雅寵物美容,高雄市仁武區安樂一街169巷105之1號1、2樓,高雄市,仁武區,ChIJA8KipT0RbjQRlBUmBlKv4dI,艾菲雅寵物美容🆚狗狗住宿（來店前請先來電詢問及提早預約寶貝美容）,OPERATIONAL,814011台灣高雄市仁武區安樂一街169巷105-1號,073751169,"['星期一: 09:00 – 17:00', '星期二: 09:00 – 17:00', '星期三: 09:00 – 17:00', '星期四: 09:00 – 17:00', '星期五: 09:00 – 17:00', '星期六: 09:00 – 12:00', '星期日: 休息']","['establishment', 'point_of_interest']",4.7,15.0,120.3460054,22.7114458,https://maps.google.com/?cid=15195619384550102420,https://www.facebook.com/AIFA.pet.salon,2023-04-25
窩牛寵物旅館,高雄市鼓山區瑞豐街134號,高雄市,鼓山區,ChIJA9GzuKkFbjQRDat9MAQm7WE,窩牛寵物旅館·高雄寵物住宿安親x洗浴美容SPAx鮮食雜貨,OPERATIONAL,804台灣高雄市鼓山區瑞豐街134號,075868782,"['星期一: 10:00 – 20:00', '星期二: 10:00 – 20:00', '星期三: 10:00 – 20:00', '星期四: 10:00 – 20:00', '星期五: 10:00 – 20:00', '星期六: 10:00 – 20:00', '星期日: 10:00 – 20:00']","['establishment', 'point_of_interest', 'store']",4.6,77.0,120.2959196,22.6670773,https://maps.google.com/?cid=7056337990594702093,https://www.facebook.com/wownewpetshotel,2022-06-25
漁之鄉水族館,高雄市楠梓區右昌街715號,高雄市,楠梓區,ChIJAUCBtm8PbjQRgqA1QynXiXs,優逗水族寵物店,OPERATIONAL,811台灣高雄市楠梓區右昌街715號,073680722,"['星期一: 10:00 – 21:50', '星期二: 10:00 – 21:50', '星期三: 10:00 – 21:50', '星期四: 10:00 – 21:50', '星期五: 10:00 – 21:50', '星期六: 10:00 – 21:50', '星期日: 10:00 – 21:50']","['establishment', 'pet_store', 'point_of_interest', 'store']",3.9,444.0,120.2844829,22.7182993,https://maps.google.com/?cid=8901882710695714946,https://www.facebook.com/Yo.Do.Pets,2025-09-11
小苑子寵物美容,新北市板橋區民生路3段108號1樓,新北市,板橋區,ChIJAV4iwcqpQjQRYOZs1RUCv4w,PIG HOUSE豬窩貓狗美容旅館-板橋店,OPERATIONAL,220台灣新北市板橋區民生路三段108號,0222580761,"['星期一: 10:30 – 19:30', '星期二: 10:30 – 19:30', '星期三: 10:30 – 19:30', '星期四: 10:30 – 19:30', '星期五: 10:30 – 19:30', '星期六: 10:30 – 19:30', '星期日: 10:30 – 19:30']","['establishment', 'pet_store', 'point_of_interest', 'store']",4.7,235.0,121.4667793,25.026422,https://maps.google.com/?cid=10141827178659898976,https://www.pighousedogcat.com.tw/,2025-03-25
爪子精緻寵物沙龍店,臺北市中山區長春路3巷11弄3號,臺北市,中山區,ChIJAVsmOGipQjQRF5S4WtRw8Mk,爪子精緻寵物沙龍,OPERATIONAL,10491台灣臺北市中山區長春路3巷11弄3號,0225672581,"['星期一: 12:00 – 21:00', '星期二: 12:00 – 21:00', '星期三: 12:00 – 21:00', '星期四: 12:00 – 21:00', '星期五: 12:00 – 21:00', '星期六: 12:00 – 21:00', '星期日: 12:00 – 21:00']","['establishment', 'point_of_interest']",4.9,70.0,121.5236429,25.0555142,https://maps.google.com/?cid=14551254453391496215,https://lobtt1967.wixsite.com/petsalon,2020-01-24
侑柔寵物美學沙龍,新北市土城區裕生路21巷6弄21號,新北市,土城區,ChIJAW8arMsCaDQRPCOQCyL2Bds,QCC寵物美學沙龍,OPERATIONAL,236台灣新北市土城區裕生路21巷6弄21號,0222654001,"['星期一: 休息', '星期二: 休息', '星期三: 10:30 – 20:00', '星期四: 10:30 – 20:00', '星期五: 10:30 – 20:00', '星期六: 10:30 – 20:00', '星期日: 10:30 – 20:00']","['establishment', 'point_of_interest']",4.5,34.0,121.448891,24.986859,https://maps.google.com/?cid=15782291095273087804,,2021-11-17
就是貓工作坊,臺北市文山區木柵路3段85巷23弄18號1樓,臺北市,文山區,ChIJAWbiH3GqQjQRegFXUi6hcRk,就是貓旅館,OPERATIONAL,116台灣臺北市文山區木柵路三段85巷23弄18號,0222341487,"['星期一: 13:00 – 20:00', '星期二: 13:00 – 20:00', '星期三: 13:00 – 20:00', '星期四: 休息', '星期五: 13:00 – 20:00', '星期六: 13:00 – 19:30', '星期日: 13:00 – 19:30']","['establishment', 'point_of_interest']",5.0,55.0,121.5684232,24.9896694,https://maps.google.com/?cid=1833423743638503802,https://m.facebook.com/JustCatHotel/,2024-12-26
雅典娜寵物沙龍,新北市永和區國光路37號1樓,新北市,永和區,ChIJAaUsVMupQjQRJOfE518rErA,雅典娜寵物沙龍,OPERATIONAL,234台灣新北市永和區國光路37號1樓,0979507187,"['星期一: 休息', '星期二: 11:00 – 19:30', '星期三: 休息', '星期四: 11:00 – 19:30', '星期五: 11:00 – 19:30', '星期六: 11:00 – 19:30', '星期日: 11:00 – 19:30']","['establishment', 'point_of_interest']",4.8,131.0,121.5192582,25.0082863,https://maps.google.com/?cid=12687250791166437156,,2020-10-17
洛芙寵物精品店,新北市三重區吉祥街6號1樓,新北市,三重區,ChIJAbuX9yqvQjQRBza98yi4YnA,洛芙寵物旅館 Loft Dog Hotel,OPERATIONAL,241台灣新北市三重區吉祥街6號,0228577276,"['星期一: 09:00 – 21:00', '星期二: 09:00 – 21:00', '星期三: 09:00 – 21:00', '星期四: 09:00 – 21:00', '星期五: 09:00 – 21:00', '星期六: 09:00 – 21:00', '星期日: 09:00 – 21:00']","['establishment', 'point_of_interest']",4.5,89.0,121.4891836,25.0890122,https://maps.google.com/?cid=8098237565993039367,https://m.facebook.com/loftdoghotel/,2018-07-17
波米屋寵物旅館,臺中市南屯區龍富路三段251號1樓,臺中市,南屯區,ChIJAc1jKpYVaTQRSVVtS090VUM,希米亞寵物旅館,OPERATIONAL,402台灣臺中市南區工學北路86號,0422605478,"['星期一: 10:00 – 20:00', '星期二: 10:00 – 20:00', '星期三: 10:00 – 20:00', '星期四: 10:00 – 20:00', '星期五: 10:00 – 20:00', '星期六: 10:00 – 20:00', '星期日: 休息']","['establishment', 'point_of_interest']",4.3,51.0,120.6611203,24.1192312,https://maps.google.com/?cid=4851912057478272329,,2025-01-28
毛小孩美寵興業有限公司,臺北市大安區信義路四段293號2樓,臺北市,大安區,ChIJAdyJ3sWrQjQRg_Sk4nuEL1o,龐龐毛小孩醫院 PUMPUM furbaby clinic-脊椎內視鏡,OPERATIONAL,106台灣臺北市大安區安和路二段68號,0227080112,"['星期一: 10:30 – 21:00', '星期二: 10:30 – 21:00', '星期三: 10:30 – 21:00', '星期四: 10:30 – 21:00', '星期五: 10:30 – 21:00', '星期六: 10:30 – 21:00', '星期日: 10:30 – 21:00']","['establishment', 'point_of_interest', 'veterinary_care']",4.9,147.0,121.5518453,25.0302734,https://maps.google.com/?cid=6498558454937220227,https://www.pumpumfurbabyclinic.com/,2024-08-29
美露寵物旅館,高雄市三民區民本街12號,高雄市,三民區,ChIJAe7bbSwFbjQR_UYuB_ei9ps,美露寵物PET/寵物洗澡美容/寵物住宿/寵物旅館,OPERATIONAL,80768台灣高雄市三民區民本街12號,0958198921,"['星期一: 09:00 – 18:00', '星期二: 09:00 – 18:00', '星期三: 休息', '星期四: 09:00 – 18:00', '星期五: 09:00 – 18:00', '星期六: 09:00 – 18:00', '星期日: 09:00 – 18:00']","['establishment', 'pet_store', 'point_of_interest', 'store']",4.8,59.0,120.3423906,22.639451,https://maps.google.com/?cid=11238349102010746621,https://www.facebook.com/maludoghouse/,2023-03-06
米古咪古寵物生活館,新北市三重區三重區仁義街347號1樓,新北市,三重區,ChIJAfluiyOpQjQRsYK2BltiHNE,米古米古寵物生活館,OPERATIONAL,241台灣新北市三重區仁義街347號1樓,0282879200,"['星期一: 11:00 – 20:00', '星期二: 11:00 – 20:00', '星期三: 休息', '星期四: 11:00 – 20:00', '星期五: 11:00 – 20:00', '星期六: 11:00 – 20:00', '星期日: 11:00 – 20:00']","['establishment', 'pet_store', 'point_of_interest', 'store']",5.0,15.0,121.4948929,25.0851211,https://maps.google.com/?cid=15068026596369007281,https://www.facebook.com/%E7%B1%B3%E5%8F%A4%E7%B1%B3%E5%8F%A4%E5%AF%B5%E7%89%A9%E7%94%9F%E6%B4%BB%E9%A4%A8-171422782880426/,2025-02-13
約伯行旅,新北市板橋區民族路129巷12弄15號,新北市,板橋區,ChIJAxtBKKepQjQR1PVCDCbVjgA,約伯行旅（貓咪旅館）,OPERATIONAL,220台灣新北市板橋區民族路129巷12弄15號,0289517770,"['星期一: 10:00 – 17:00', '星期二: 10:00 – 17:00', '星期三: 10:00 – 17:00', '星期四: 10:00 – 17:00', '星期五: 10:00 – 17:00', '星期六: 休息', '星期日: 休息']","['establishment', 'point_of_interest']",5.0,26.0,121.4684424,25.0084461,https://maps.google.com/?cid=40203806084101588,,2022-02-28
喵了個汪寵物生活館,臺北市北投區中和街275號1樓及2樓,臺北市,北投區,ChIJAyDXDEevQjQR2t9h6OoeU58,喵了個汪寵物美容寵物住宿,OPERATIONAL,112台灣臺北市北投區中和街275號,,"['星期一: 休息', '星期二: 休息', '星期三: 11:00 – 20:00', '星期四: 11:00 – 20:00', '星期五: 11:00 – 20:00', '星期六: 11:00 – 20:00', '星期日: 11:00 – 20:00']","['establishment', 'pet_store', 'point_of_interest', 'store']",5.0,81.0,121.5004395,25.1401978,https://maps.google.com/?cid=11480553869367435226,https://www.meowawoof2023.com/,2025-04-02
秀狗兒寵物美容,新北市泰山區新北市泰山區明志路３段74巷1號及5號1樓,新北市,泰山區,ChIJB0apScunQjQRXR62vhHaYdQ,秀狗兒寵物美容Sugar petsalon,OPERATIONAL,243台灣新北市泰山區明志路三段74巷1號5號,0229046692,"['星期一: 10:00 – 19:00', '星期二: 休息', '星期三: 10:00 – 19:00', '星期四: 10:00 – 19:00', '星期五: 10:00 – 15:30', '星期六: 10:00 – 19:00', '星期日: 10:00 – 19:00']","['establishment', 'point_of_interest']",5.0,117.0,121.4247267,25.0417217,https://maps.google.com/?cid=15303752778530561629,https://lin.ee/nxMSgCg,2024-03-29
噗荳寵物生活館,臺南市中西區南門路179之2號1樓,臺南市,中西區,ChIJB2yU8X12bjQRnZUuCSAu2RY,噗荳寵物生活館,OPERATIONAL,700台灣臺南市中西區南門路179-2號,062156586,"['星期一: 11:00 – 21:00', '星期二: 11:00 – 21:00', '星期三: 11:00 – 21:00', '星期四: 11:00 – 21:00', '星期五: 11:00 – 21:00', '星期六: 11:00 – 21:00', '星期日: 休息']","['establishment', 'pet_store', 'point_of_interest', 'store']",5.0,6.0,120.2043626,22.9860071,https://maps.google.com/?cid=1646397853908506013,,2021-01-08
貓膩會館,高雄市鼓山區明誠四路112號1樓,高雄市,鼓山區,ChIJB7-Z7wgFbjQRWD2vr2MGg_w,喵嚕貓擼貓舍 | 貓咖 | 緬因貓 | 西伯利亞貓 |,OPERATIONAL,804台灣高雄市鼓山區華安街49號,0987638168,"['星期一: 12:30 – 20:00', '星期二: 12:30 – 20:00', '星期三: 休息', '星期四: 休息', '星期五: 12:30 – 20:00', '星期六: 12:30 – 20:00', '星期日: 12:30 – 20:00']","['establishment', 'pet_store', 'point_of_interest', 'store']",5.0,39.0,120.2823473,22.6472545,https://maps.google.com/?cid=18195393944725962072,https://inline.app/booking/-O_KgiD7SAr-49M534oK:inline-live-3/-O_KgiJO5s-T4rRW-Xjk,2024-11-03
韋米雲樂寵物生活用品店,臺中市西區精誠九街10號,臺中市,西區,ChIJBSh3tq09aTQR2lPCaxTbH0s,踏踏地球 Ta Ta Earth ｜親子寵物友善餐廳｜包場派對｜寵物美容 ｜寵物安親｜寵物住宿｜,OPERATIONAL,403台灣臺中市西區精誠九街10號,0423270776,"['星期一: 11:00 – 16:00, 17:00 – 20:00', '星期二: 休息', '星期三: 休息', '星期四: 休息', '星期五: 11:00 – 16:00, 17:00 – 20:00', '星期六: 11:00 – 16:00, 17:00 – 21:00', '星期日: 11:00 – 16:00, 17:00 – 21:00']","['cafe', 'establishment', 'food', 'point_of_interest']",4.7,578.0,120.655868,24.1538804,https://maps.google.com/?cid=5413286157876351962,https://tr.ee/S0IVuTIxpN,2025-06-10
狗王之家寵物美容生活館,臺南市永康區崑山里34鄰國光五街41號,臺南市,永康區,ChIJBUVVTip3bjQRi517HQYsy7k,狗崽隊寵物生活館,OPERATIONAL,710台灣臺南市永康區復華七街98號,062315738,"['星期一: 10:00 – 19:00', '星期二: 10:00 – 19:00', '星期三: 10:00 – 19:00', '星期四: 休息', '星期五: 10:00 – 19:00', '星期六: 10:00 – 19:00', '星期日: 休息']","['establishment', 'point_of_interest']",4.9,35.0,120.2473462,23.01501,https://maps.google.com/?cid=13387842722064997771,,2023-07-23
汪福寵物美容商行,臺北市內湖區文德路208巷20號1樓,臺北市,內湖區,ChIJBUmnBhWtQjQR4bxaH1WYOQE,汪福寵物美容•旅館 Woof Pet Salon • Hotel,OPERATIONAL,114台灣臺北市內湖區文德路208巷20號,0287512789,"['星期一: 10:00 – 20:00', '星期二: 休息', '星期三: 10:00 – 20:00', '星期四: 10:00 – 20:00', '星期五: 10:00 – 20:00', '星期六: 10:00 – 20:00', '星期日: 10:00 – 20:00']","['establishment', 'point_of_interest']",5.0,44.0,121.5835424,25.0773834,https://maps.google.com/?cid=88269159076117729,,2024-02-07
福氣寵物店,新北市新莊區中平路334號1樓,新北市,新莊區,ChIJBWPBb9WnQjQRDqnS-7YfGtY,福氣寵物店,OPERATIONAL,242台灣新北市新莊區中平路334號,0229921121,"['星期一: 11:30 – 21:00', '星期二: 11:30 – 21:00', '星期三: 11:30 – 21:00', '星期四: 休息', '星期五: 11:30 – 21:00', '星期六: 11:30 – 21:00', '星期日: 11:30 – 21:00']","['establishment', 'pet_store', 'point_of_interest', 'store']",4.9,27.0,121.4447999,25.0525396,https://maps.google.com/?cid=15427678344280451342,https://www.facebook.com/100063981105342/posts/pfbid02Zxa6EAyF44zj8mrYyS7XihBiPCRxfy1wwSCWs7nLSWNrsceK7QEgVx9NG7Upjn7l/,2020-08-11
暖暖寵物澡堂,臺中市西區西屯路一段133-1號1樓、地下1樓,臺中市,西區,ChIJBWhZGwQ9aTQRGQ2cg5Z19xs,Cozypets暖暖寵物澡堂(一對一預約優先制)【台中西區網友推薦寵物旅館】安心寵物住宿｜寵物寄宿｜洗狗｜寵物美容｜狗狗洗澡｜貓咪洗澡｜大狗美容,OPERATIONAL,403台灣臺中市西區西屯路一段133之1號1樓,0422060125,"['星期一: 10:00 – 18:30', '星期二: 10:00 – 18:30', '星期三: 10:00 – 18:30', '星期四: 10:00 – 18:30', '星期五: 10:00 – 18:00', '星期六: 10:00 – 18:00', '星期日: 10:00 – 18:30']","['establishment', 'point_of_interest']",4.8,39.0,120.6718671,24.1513292,https://maps.google.com/?cid=2015208647585172761,https://www.cozypets113-1.com/,2025-10-24
暖暖寵物澡堂,臺中市西區西屯路一段133-1號1樓、地下1樓,臺中市,西區,ChIJBWhZGwQ9aTQRGQ2cg5Z19xs,Cozypets暖暖寵物澡堂(一對一預約優先制)【台中西區網友推薦寵物旅館】安心寵物住宿｜寵物寄宿｜洗狗｜寵物美容｜狗狗洗澡｜貓咪洗澡｜大狗美容,OPERATIONAL,403台灣臺中市西區西屯路一段133之1號1樓,0422060125,"['星期一: 10:00 – 18:30', '星期二: 10:00 – 18:30', '星期三: 10:00 – 18:30', '星期四: 10:00 – 18:30', '星期五: 10:00 – 18:00', '星期六: 10:00 – 18:00', '星期日: 10:00 – 18:30']","['establishment', 'point_of_interest']",4.8,39.0,120.6718671,24.1513292,https://maps.google.com/?cid=2015208647585172761,https://www.cozypets113-1.com/,2025-10-24
洗狗吧寵物美容工作坊,臺中市西區大業路22號1樓、地下1樓,臺中市,西區,ChIJBWhZGwQ9aTQRGQ2cg5Z19xs,Cozypets暖暖寵物澡堂(一對一預約優先制)【台中西區網友推薦寵物旅館】安心寵物住宿｜寵物寄宿｜洗狗｜寵物美容｜狗狗洗澡｜貓咪洗澡｜大狗美容,OPERATIONAL,403台灣臺中市西區西屯路一段133之1號1樓,0422060125,"['星期一: 10:00 – 18:30', '星期二: 10:00 – 18:30', '星期三: 10:00 – 18:30', '星期四: 10:00 – 18:30', '星期五: 10:00 – 18:00', '星期六: 10:00 – 18:00', '星期日: 10:00 – 18:30']","['establishment', 'point_of_interest']",4.8,39.0,120.6718671,24.1513292,https://maps.google.com/?cid=2015208647585172761,https://www.cozypets113-1.com/,2025-10-24
洗狗吧寵物美容工作坊,臺中市西區大業路22號1樓、地下1樓,臺中市,西區,ChIJBWhZGwQ9aTQRGQ2cg5Z19xs,Cozypets暖暖寵物澡堂(一對一預約優先制)【台中西區網友推薦寵物旅館】安心寵物住宿｜寵物寄宿｜洗狗｜寵物美容｜狗狗洗澡｜貓咪洗澡｜大狗美容,OPERATIONAL,403台灣臺中市西區西屯路一段133之1號1樓,0422060125,"['星期一: 10:00 – 18:30', '星期二: 10:00 – 18:30', '星期三: 10:00 – 18:30', '星期四: 10:00 – 18:30', '星期五: 10:00 – 18:00', '星期六: 10:00 – 18:00', '星期日: 10:00 – 18:30']","['establishment', 'point_of_interest']",4.8,39.0,120.6718671,24.1513292,https://maps.google.com/?cid=2015208647585172761,https://www.cozypets113-1.com/,2025-10-24
維珍股份有限公司,臺中市霧峰區吉峰東路41之3號1樓,臺中市,霧峰區,ChIJBX8YglQjaTQR6z0Csd_QaUk,維珍股份有限公司,OPERATIONAL,413台灣臺中市霧峰區吉峰東路41號之3號,0423304074,,"['establishment', 'point_of_interest', 'store']",,,120.7145283,24.0754948,https://maps.google.com/?cid=5289988896489356779,,
伏特喵專業貓咪美容,臺中市大雅區臺中市大雅區大雅路312號1樓、2樓,臺中市,大雅區,ChIJBZLJpZ8XaTQROMB7u2-mD4U,伏特喵純貓美容、貓咪旅館｜寵物旅館｜賽級美容,OPERATIONAL,428台灣臺中市大雅區大雅路312號,0900378404,"['星期一: 休息', '星期二: 10:00 – 18:00', '星期三: 10:00 – 18:00', '星期四: 10:00 – 18:00', '星期五: 10:00 – 18:00', '星期六: 10:00 – 19:00', '星期日: 10:00 – 19:00']","['establishment', 'point_of_interest']",5.0,164.0,120.6447848,24.2289396,https://maps.google.com/?cid=9588065130512105528,https://line.me/R/ti/p/@778uzjyg,2025-06-02
冠佳犬社,桃園市大園區田心里和平西路168號1樓,桃園市,大園區,ChIJB_fXrJggaDQRe8CohwASiLk,Nicole Pet Salon,OPERATIONAL,337台灣桃園市大園區大觀路59號,033851297,"['星期一: 07:30 – 21:00', '星期二: 07:30 – 21:00', '星期三: 07:30 – 21:00', '星期四: 07:30 – 21:00', '星期五: 07:30 – 21:00', '星期六: 07:30 – 21:00', '星期日: 休息']","['establishment', 'pet_store', 'point_of_interest', 'store']",4.4,13.0,121.1943663,25.0649705,https://maps.google.com/?cid=13368955287334600827,,2023-03-06
泰迪寵物沙龍,桃園市大園區田心里和平西路156號,桃園市,大園區,ChIJBawYEZkgaDQRr_yUhCC4Mqw,泰迪寵物沙龍,OPERATIONAL,337台灣桃園市大園區和平西路156號,033868859,"['星期一: 10:00 – 19:00', '星期二: 10:00 – 19:00', '星期三: 10:00 – 19:00', '星期四: 10:00 – 19:00', '星期五: 10:00 – 19:00', '星期六: 10:00 – 19:00', '星期日: 休息']","['establishment', 'pet_store', 'point_of_interest', 'store']",3.9,11.0,121.1961332,25.0569767,https://maps.google.com/?cid=12408182373161958575,,2020-12-12
