place_id,name_checked,address_checked,phone,city,district,business_status,opening_hours,types,rating,rating_total,longitude,latitude,map_url,website,newest_review,id
ChIJfziZE0GoQjQR7CYw6X7NOsg,富安家畜醫院,220台灣新北市板橋區文化路二段335號,0222513076,新北市,板橋區,OPERATIONAL,49.5,"['establishment', 'point_of_interest', 'veterinary_care']",4.6,172.0,121.4724603,25.0303867,https://maps.google.com/?cid=14428070301196625644,,2022-02-03,hp0135
ChIJhZZvZBqoQjQRoxf_87JKqZ0,沐愛動物醫院,220台灣新北市板橋區國光路166號,0229602233,新北市,板橋區,OPERATIONAL,46.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.7,757.0,121.4602241,25.0181804,https://maps.google.com/?cid=11360693667477002147,https://www.facebook.com/vetwithlove/,2023-04-17,hp0136
ChIJiZKdcqsdaDQRMPaJsN4B36c,種籽動物醫院 (預約優先制),220台灣新北市板橋區篤行路二段76號,0286871162,新北市,板橋區,OPERATIONAL,51.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.8,169.0,121.431457,24.992026,https://maps.google.com/?cid=12096389180096640560,http://www.zhongzi-vet.com/,2025-10-26,hp0137
ChIJj_G2AZqpQjQRSeXuC12jaAk,家麒獸醫院,241台灣新北市三重區力行路二段135號,0222807675,新北市,板橋區,OPERATIONAL,57.0,"['establishment', 'point_of_interest', 'veterinary_care']",5.0,7.0,121.4834526,25.0769715,https://maps.google.com/?cid=677971363946751305,https://www.instagram.com/chia_chi_animal_hospital?igshid=NGVhN2U2NjQ0Yg%3D%3D&utm_source=qr,2025-01-09,hp0138
ChIJpSrGWESoQjQRomHHqXplhzI,板橋動物醫院,220台灣新北市板橋區文化路二段522號1樓,0222523218,新北市,板橋區,OPERATIONAL,35.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.4,159.0,121.4761331,25.0336919,https://maps.google.com/?cid=3640990401261167010,,2025-05-24,hp0139
ChIJpaAsXRuoQjQR3RfFfeWUdxo,五洲獸醫院,220台灣新北市板橋區民權路250號,0222546660,新北市,板橋區,OPERATIONAL,72.0,"['establishment', 'point_of_interest', 'veterinary_care']",3.9,25.0,121.4583928,25.0148173,https://maps.google.com/?cid=1907156680593184733,,2022-01-24,hp0140
ChIJpy6Xw8UDaDQRooYpwfCLuCw,橙芯動物醫院,220056台灣新北市板橋區貴興路100號,0277136617,新北市,板橋區,OPERATIONAL,52.5,"['establishment', 'point_of_interest', 'veterinary_care']",4.6,347.0,121.4555994,25.0025908,https://maps.google.com/?cid=3222479399532725922,https://www.chenghsin-vet.com/,2025-03-04,hp0141
ChIJqUlCc8apQjQRAtV59xR3FMc,吉恩動物醫院（預約制）,220台灣新北市板橋區華江一路622號,0222579596,新北市,板橋區,OPERATIONAL,51.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.9,332.0,121.4647944,25.0330053,https://maps.google.com/?cid=14345221645016880386,https://www.jinnvet.com.tw/,2025-09-15,hp0142
ChIJs3jXO6gCaDQRgvAiqZTdpnk,後埔獸醫院,220台灣新北市板橋區館前西路156-1號,0229678864,新北市,板橋區,OPERATIONAL,51.5,"['establishment', 'point_of_interest', 'veterinary_care']",2.8,6.0,121.4550859,25.0085821,https://maps.google.com/?cid=8765937355285786754,,2018-03-20,hp0143
ChIJt_T7Z0SoQjQRCJclB7niL8E,馬達加斯加動物醫院,220台灣新北市板橋區文化路二段500號,0282595001,新北市,板橋區,OPERATIONAL,56.0,"['establishment', 'health', 'hospital', 'point_of_interest']",4.1,657.0,121.4756442,25.0333292,https://maps.google.com/?cid=13920594257542223624,https://www.facebook.com/madagascaranimalhospital/,2025-05-28,hp0144
ChIJuYLVHSOoQjQR9ZzhGrf5IKM,曙光動物醫院,220台灣新北市板橋區中山路一段309號,0229529000,新北市,板橋區,OPERATIONAL,53.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.3,163.0,121.4714608,25.0147564,https://maps.google.com/?cid=11754669592262319349,,2023-03-28,hp0145
ChIJv2KPnlWpQjQRph7Uj9ExupQ,亞哲動物醫院,220台灣新北市板橋區中山路二段388-4號,0229646263,新北市,板橋區,OPERATIONAL,64.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.7,107.0,121.4823693,25.0205079,https://maps.google.com/?cid=10716933039412485798,https://www.facebook.com/yazhevet,2025-04-02,hp0146
ChIJwcWmhSypQjQRjFty0SLEmJ8,長佐動物醫院(犬貓內視鏡微創醫療團隊) *21:00-23:30為夜間急診收費,220台灣新北市板橋區永翠路348號1樓,0229681389,新北市,板橋區,OPERATIONAL,91.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.8,176.0,121.4505814,25.0181944,https://maps.google.com/?cid=11500157302312426380,https://www.facebook.com/ctah.vet?mibextid=LQQJ4d,2024-05-14,hp0147
ChIJxdywq7YCaDQRViB-fh__h6w,嘉棋動物醫院,220台灣新北市板橋區四川路二段115號,0289662551,新北市,板橋區,OPERATIONAL,55.0,"['establishment', 'point_of_interest', 'veterinary_care']",3.8,124.0,121.4514846,24.9941938,https://maps.google.com/?cid=12432185807110807638,,2025-07-25,hp0148
ChIJ6-Q9IwCnQjQRDYk-m4C0UQQ,琪欣動物醫院-林口總院,244台灣新北市林口區仁愛路二段323號,0226080555,新北市,林口區,OPERATIONAL,61.0,"['establishment', 'health', 'hospital', 'point_of_interest', 'veterinary_care']",4.5,86.0,121.3714504,25.0787481,https://maps.google.com/?cid=311228313718655245,https://www.facebook.com/profile.php?id=100057469989276&mibextid=kFxxJD,2025-09-11,hp0149
ChIJAQAAACenQjQRtWwJrE0DDoI,懷恩動物醫院,244台灣新北市林口區文化北路一段307號1 樓,0286018432,新北市,林口區,OPERATIONAL,54.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.3,292.0,121.3609878,25.0737492,https://maps.google.com/?cid=9371431506738244789,https://zh-tw.facebook.com/petcare88,2025-05-11,hp0150
ChIJC6GdEeWmQjQRX4tzvr4H4pQ,日祥動物醫院,244台灣新北市林口區中正路504號,0226011780,新北市,林口區,OPERATIONAL,45.5,"['establishment', 'point_of_interest', 'veterinary_care']",4.7,278.0,121.3821073,25.0773445,https://maps.google.com/?cid=10728145778170366815,,2023-09-26,hp0151
ChIJEX755WanQjQReIwvdoQeRhA,聯盟動物醫院(林口文化分院) 林口最美動物醫院 腫瘤專科 化療 安寧照護 健檢 預防針 一般犬貓內外科 中獸醫,24458台灣新北市林口區文化二路二段68號2樓,0277552055,新北市,林口區,OPERATIONAL,63.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.9,366.0,121.3780964,25.0802993,https://maps.google.com/?cid=1172658307243936888,https://vet.pet100pa.com/hospital_detail/%E6%9E%97%E5%8F%A3%E6%96%87%E5%8C%96%E5%88%86%E9%99%A2,2024-06-16,hp0152
ChIJHbLIWtimQjQRgtuvwnSztFA,奇奇動物醫院,244台灣新北市林口區文化三路一段437號,0226002216,新北市,林口區,OPERATIONAL,55.91666666666667,"['establishment', 'point_of_interest', 'veterinary_care']",4.3,130.0,121.3677499,25.0744804,https://maps.google.com/?cid=5815470332906036098,,2025-05-16,hp0153
ChIJT5TGofqmQjQRyyCRpKm3vfk,林口動物醫院,244台灣新北市林口區中正路496號1樓,0226018364,新北市,林口區,OPERATIONAL,63.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.5,93.0,121.3822251,25.077457,https://maps.google.com/?cid=17995741625280700619,,2023-11-21,hp0154
ChIJb6aXDcynQjQRDGcy7FkmgDg,上弦24小時動物醫院 - 新北 林口動物醫院推薦 專業寵物急診首選 夜間手術 急診動物醫院好評 一般內外科 家醫科 中獸醫與復健 內視鏡手術 高壓氧太空艙套裝療程 高功率四極體雷射療程 心臟門診 老年認知問題 臨終無痛諮詢,244台灣新北市林口區忠福路129號,0226090119,新北市,林口區,OPERATIONAL,168.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.5,383.0,121.3615519,25.0772016,https://maps.google.com/?cid=4071296230799599372,https://www.sensationah.com/,2025-06-30,hp0155
ChIJd8MvBt6mQjQRDEB985AQvn8,仁喆動物醫院,244台灣新北市林口區仁愛路二段172號,0286012172,新北市,林口區,OPERATIONAL,52.5,"['establishment', 'point_of_interest', 'veterinary_care']",4.4,209.0,121.3809864,25.0741845,https://maps.google.com/?cid=9204812903138279436,https://www.facebook.com/%E4%BB%81%E5%96%86%E5%8B%95%E7%89%A9%E9%86%AB%E9%99%A2-733830480026662/,2025-02-27,hp0156
ChIJe4dCDiCnQjQRyR0nhAEhdA8,麗園動物醫院,244台灣新北市林口區文化一路一段119號,0226000989,新北市,林口區,OPERATIONAL,84.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.4,496.0,121.3732084,25.0714059,https://maps.google.com/?cid=1113551298263195081,https://www.facebook.com/%E9%BA%97%E5%9C%92%E5%8B%95%E7%89%A9%E9%86%AB%E9%99%A2-131557673579749/,2025-08-13,hp0157
ChIJfSDbZ2CnQjQRmDrvijjBo9E,艾樂動物醫院,244015台灣新北市林口區文化三路一段103號,0226090138,新北市,林口區,OPERATIONAL,54.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.8,140.0,121.3612397,25.068149,https://maps.google.com/?cid=15106130023724038808,https://www.facebook.com/profile.php?id=100090716377135,2025-02-23,hp0158
ChIJg8StZe-mQjQRwg4MhvRB_D0,寶護動物醫院,244台灣新北市林口區中山路281號,0286012219,新北市,林口區,OPERATIONAL,43.0,"['establishment', 'health', 'pharmacy', 'point_of_interest', 'store', 'veterinary_care']",4.7,81.0,121.3846907,25.0797374,https://maps.google.com/?cid=4466517448921452226,http://powwho.pixnet.net/blog,2023-03-18,hp0159
ChIJkf3v3demQjQRwoNpwmfiyC0,台大健弘動物醫院,244台灣新北市林口區民族路6號,0226003851,新北市,林口區,OPERATIONAL,45.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.3,235.0,121.3641027,25.0733655,https://maps.google.com/?cid=3299135662320092098,https://www.facebook.com/cherishandhealth/,2023-04-28,hp0160
ChIJqcfDwIKnQjQRszUAPklpUM4,太陽動物醫院- 林口優質動物醫院,24459台灣新北市林口區文化三路二段87號,0226069183,新北市,林口區,OPERATIONAL,60.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.7,332.0,121.3745155,25.0808425,https://maps.google.com/?cid=14866498133243737523,https://www.facebook.com/share/1GaS2AnNnZ/?mibextid=LQQJ4d,2024-05-02,hp0161
ChIJ2QucSXIcaDQRyGT1NX8Us1w,昇昇動物醫院,237台灣新北市樹林區,,新北市,樹林區,OPERATIONAL,0.0,"['establishment', 'point_of_interest']",0.0,0.0,121.3811641,24.9502692,https://maps.google.com/?cid=6679705208919254216,,,hp0162
ChIJ3x5tHT4daDQRN-0KN5Gha1Y,愛欣動物醫院,238台灣新北市樹林區樹德街5號,0226875556,新北市,樹林區,OPERATIONAL,66.0,"['establishment', 'point_of_interest', 'veterinary_care']",3.6,321.0,121.4228935,24.9913556,https://maps.google.com/?cid=6227248554835635511,,2020-07-20,hp0163
ChIJQ-qDn3wdaDQRuKNRjfPh4Gg,展鵬獸醫院,23868台灣新北市樹林區中正路757號,0226880439,新北市,樹林區,OPERATIONAL,55.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.2,73.0,121.4102725,25.0153296,https://maps.google.com/?cid=7557288610891932600,https://www.facebook.com/zanponvet/?pnref=lhc,2023-05-02,hp0164
ChIJY65nUf8caDQR8V4DtjWkUbE,山佳動物醫院,238台灣新北市樹林區中山路三段77號,0226687542,新北市,樹林區,OPERATIONAL,78.0,"['establishment', 'health', 'hospital', 'point_of_interest']",4.7,52.0,121.4004782,24.9748652,https://maps.google.com/?cid=12777174168420703985,,2024-09-07,hp0165
ChIJt6oTdD4daDQRnDM0UjPuHjI,慈輝動物醫院,238台灣新北市樹林區鎮前街144號,0226811198,新北市,樹林區,OPERATIONAL,66.0,"['establishment', 'point_of_interest', 'veterinary_care']",3.8,52.0,121.4245023,24.9906102,https://maps.google.com/?cid=3611585855387612060,,2023-08-08,hp0166
ChIJ3b289-6pQjQRbAiSrbRQuWM,台大上和動物醫院,23449台灣新北市永和區福和路75號,0289218859,新北市,永和區,OPERATIONAL,64.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.3,286.0,121.5226647,25.0078232,https://maps.google.com/?cid=7185863417382701164,https://lin.ee/m0xyNCSt,2025-08-06,hp0167
ChIJAZcx8Z2pQjQRQX9x_8g6sm4,皮皮動物醫院,234台灣新北市永和區保生路22巷12號,0282316021,新北市,永和區,OPERATIONAL,31.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.4,140.0,121.5075437,25.0081709,https://maps.google.com/?cid=7976502524980068161,,2025-03-28,hp0168
ChIJD6oTBempQjQRp0BIdK7Fm_g,D.I.N.G.O.寵物訓練教室,234台灣新北市永和區秀朗路二段120號,0229231101,新北市,永和區,OPERATIONAL,0.0,"['establishment', 'point_of_interest']",4.6,43.0,121.5245536,25.0015365,https://maps.google.com/?cid=17914129295862153383,https://www.instagram.com/dingotaiwan?igsh=MzRlODBiNWFlZA==,2020-11-04,hp0169
ChIJE-lWmeepQjQR3nRD9I47HKE,全國動物醫院 永和分院,234台灣新北市永和區永貞路175號1樓,0289231148,新北市,永和區,OPERATIONAL,64.5,"['establishment', 'point_of_interest', 'veterinary_care']",4.2,233.0,121.515248,25.003794,https://maps.google.com/?cid=11609219424623752414,http://www.vet.com.tw/store_detail.php?Key=5,2025-06-11,hp0170
ChIJHXweUeapQjQRDC1WoIytc3s,成蹊動物醫院,234台灣永和區中正路474號,0286608594,新北市,永和區,OPERATIONAL,36.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.6,297.0,121.5175621,25.0033568,https://maps.google.com/?cid=8895644508483890444,,2025-08-04,hp0171
ChIJHaIScoqpQjQRU7M9_Ca5xj0,唯光動物醫院,234台灣新北市永和區中正路714號,0229206600,新北市,永和區,OPERATIONAL,63.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.8,627.0,121.5159596,25.0100099,https://maps.google.com/?cid=4451448858794111827,https://www.facebook.com/weiguangvet/,2025-09-03,hp0172
ChIJJReQ4cepQjQR-7GBo1-FYbM,銀晨寵物醫院(預約制),234台灣新北市永和區永平路286號,0232330187,新北市,永和區,OPERATIONAL,69.0,"['establishment', 'point_of_interest', 'veterinary_care']",5.0,16.0,121.5077416,25.0120782,https://maps.google.com/?cid=12925759051341607419,,2025-09-13,hp0173
ChIJMSF1VO-pQjQRftZf-zSCaQM,延吉動物醫院,"號 234, No. 82永貞路永和區新北市台灣 234",0229201883,新北市,永和區,OPERATIONAL,86.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.0,57.0,121.5200751,25.0052242,https://maps.google.com/?cid=245870818735675006,,2020-11-24,hp0174
ChIJQ8RqeDupQjQRY4zmPw0saTw,瑪雅動物醫院,234台灣新北市永和區中和路333號,0289211948,新北市,永和區,OPERATIONAL,63.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.3,303.0,121.5073218,24.9998092,https://maps.google.com/?cid=4353058950248565859,,2025-08-18,hp0175
ChIJUxpbZ-CpQjQRt7ingNPxtmc,中盟動物醫院 /附設動物復健中心 /中西獸醫整合醫療,234台灣新北市永和區中正路113號,0229410466,新北市,永和區,OPERATIONAL,54.0,"['establishment', 'point_of_interest', 'veterinary_care']",3.9,138.0,121.5155582,24.9976253,https://maps.google.com/?cid=7473426522366785719,,2025-05-05,hp0176
ChIJV5mZfQCpQjQRFOJGjhmI8iI,康展動物醫院,234台灣新北市永和區福和路316-1號,0229295098,新北市,永和區,OPERATIONAL,65.5,"['establishment', 'point_of_interest', 'veterinary_care']",4.7,33.0,121.5158562,25.0073434,https://maps.google.com/?cid=2518224784996098580,https://www.facebook.com/share/1EDbVmxkku/?mibextid=wwXIfr,2025-05-26,hp0177
ChIJVVVVVeSpQjQRIVsfFQ67Mmk,慶生動物醫院,234台灣新北市永和區得和路261號,0229231301,新北市,永和區,OPERATIONAL,48.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.3,110.0,121.5213528,25.0000951,https://maps.google.com/?cid=7580326791976278817,https://www.facebook.com/QingShengDongWuYiYuan/,2025-03-01,hp0178
ChIJY8mOQwapQjQRgyB8F6xqRJM,豆皮動物醫院-深夜門診|寵物洗牙|絕育結紮推薦|外科手術|腸胃道異物|內視鏡|腫瘤門診|骨科,234045台灣新北市永和區中正路279號,0282317050,新北市,永和區,OPERATIONAL,80.5,"['establishment', 'point_of_interest', 'veterinary_care']",4.7,584.0,121.5175748,25.0010587,https://maps.google.com/?cid=10611723909352661123,https://peace-vet.com/,2025-09-27,hp0179
ChIJaaMtv-upQjQRQU9hUnmWcFw,樂活動物醫院,234台灣新北市永和區竹林路66巷21號,0229225805,新北市,永和區,OPERATIONAL,40.16666666666667,"['establishment', 'health', 'point_of_interest', 'veterinary_care']",4.5,113.0,121.5176448,25.0130652,https://maps.google.com/?cid=6660989296698281793,https://www.facebook.com/pages/%E6%A8%82%E6%B4%BB%E5%8B%95%E7%89%A9%E9%86%AB%E9%99%A2/149318455103123,2024-12-02,hp0180
ChIJhx2SMN6pQjQRIzpnpDwSnfg,頂點動物醫院（無急診/初診僅開放現場掛號）,234台灣新北市永和區仁愛路87號,0289211700,新北市,永和區,OPERATIONAL,48.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.6,244.0,121.5131061,25.0131367,https://maps.google.com/?cid=17914494944415267363,https://www.topvet.com.tw/aboutus.html,2025-09-18,hp0181
ChIJlWMaobqpQjQRyQcC3Fe_V5A,星安動物醫院,234台灣新北市永和區環河東路一段80號1樓,0289210175,新北市,永和區,OPERATIONAL,40.0,"['establishment', 'point_of_interest', 'veterinary_care']",5.0,7.0,121.5195536,25.0163569,https://maps.google.com/?cid=10400992248509630409,https://lin.ee/KHnbcS7,2025-04-26,hp0182
ChIJmQIqfgCpQjQRnF-FBumBDP0,心恩動物醫院,234台灣新北市永和區竹林路150號,0232335195,新北市,永和區,OPERATIONAL,70.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.3,134.0,121.5200832,25.0106967,https://maps.google.com/?cid=18234091829153062812,,2025-08-04,hp0183
ChIJncJzQuCpQjQRBV_fZjf8JgM,雙和動物醫院,234台灣新北市永和區中正路621號,0229466633,新北市,永和區,OPERATIONAL,60.0,"['establishment', 'point_of_interest', 'veterinary_care']",2.9,122.0,121.5159874,25.0097903,https://maps.google.com/?cid=227146146108104453,https://www.facebook.com/194156227302775,2025-06-07,hp0184
ChIJo6q-U9upQjQRGB0Rozn0pPc,同安動物醫院,234台灣新北市永和區中山路一段233號,0232334027,新北市,永和區,OPERATIONAL,61.5,"['establishment', 'point_of_interest', 'veterinary_care']",4.4,108.0,121.5078449,25.0076241,https://maps.google.com/?cid=17844656151934868760,,2020-01-03,hp0185
ChIJs5vkFeapQjQRSeZTWnQAgxk,泰安動物醫院,234台灣新北市永和區永貞路83號,0229287877,新北市,永和區,OPERATIONAL,51.5,"['establishment', 'health', 'hospital', 'point_of_interest']",4.5,33.0,121.5185302,25.0042869,https://maps.google.com/?cid=1838313572628948553,,2019-11-05,hp0186
ChIJuQ-EGuapQjQRwrFSGkmJFAo,吉利家畜醫院,234台灣永和區永貞路108號,0229280986,新北市,永和區,OPERATIONAL,63.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.7,87.0,121.519005,25.004565,https://maps.google.com/?cid=726356386980737474,,2025-03-08,hp0187
ChIJCevKj2tTXTQRwLnxQRMZOto,眾新動物醫院,221台灣新北市汐止區新興路4號,0226431960,新北市,汐止區,OPERATIONAL,85.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.6,675.0,121.6561575,25.0649937,https://maps.google.com/?cid=15724908619418941888,https://www.facebook.com/a0226431960/,2025-07-25,hp0188
ChIJGzEXzGxTXTQR_YP_zkBnF7Y,新北動物醫院,221台灣新北市汐止区大同路二段456號1樓,0226487669,新北市,汐止區,OPERATIONAL,65.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.5,831.0,121.6601787,25.0672547,https://maps.google.com/?cid=13121069567415649277,https://zh-tw.facebook.com/pages/%E6%96%B0%E5%8C%97%E5%8B%95%E7%89%A9%E9%86%AB%E9%99%A2/358181870869587,2025-06-19,hp0189
ChIJJblOfExTXTQRZGbv8CugX40,尚虹動物醫院,221台灣新北市汐止區康寧街455號,0286934743,新北市,汐止區,OPERATIONAL,0.0,"['establishment', 'health', 'hospital', 'point_of_interest']",4.0,18.0,121.6315042,25.0683162,https://maps.google.com/?cid=10187036992721610340,,2023-07-08,hp0190
ChIJMxIjPQ1TXTQRSY0sBoRYJjU,猩猩狐狸動物醫院《專業獸醫》寵物內視鏡外科｜牙科根管治療｜行為門診｜中獸醫門診｜皮膚過敏｜腫瘤門診,221台灣新北市汐止區仁愛路319號,0277515773,新北市,汐止區,OPERATIONAL,61.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.6,321.0,121.6644649,25.0676524,https://maps.google.com/?cid=3829845857187695945,https://www.facebook.com/gorillafox/,2025-09-21,hp0191
ChIJOSyGK0pTXTQRPTLzO51bOJQ,智遇動物醫院(眼科專科門診)營業時間請參見FB,221台灣新北市汐止區明峰街39號,0226955119,新北市,汐止區,OPERATIONAL,43.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.1,227.0,121.6336771,25.0713322,https://maps.google.com/?cid=10680387247182918205,,2025-09-20,hp0192
ChIJZw3IEUtTXTQRfoz1qxbrqqY,宏昕動物醫院,221台灣新北市汐止區明峰街129號,0226923288,新北市,汐止區,OPERATIONAL,56.0,"['establishment', 'point_of_interest', 'veterinary_care']",3.8,37.0,121.6303651,25.0709009,https://maps.google.com/?cid=12009669838943652990,,2023-01-15,hp0193
ChIJd-PVQlFTXTQRIDRawZ78xR8,好悠動物醫院,221台灣新北市汐止區大同路二段247號1樓,0226422280,新北市,汐止區,OPERATIONAL,59.5,"['establishment', 'point_of_interest', 'veterinary_care']",4.7,243.0,121.6534984,25.0654653,https://maps.google.com/?cid=2289513744366711840,,2025-07-27,hp0194
ChIJebVq8PPQDRQRQWW1dNtd08E,貝斯特動物醫院/獸醫/汐止,221台灣新北市汐止區新台五路二段28號,0286923655,新北市,汐止區,OPERATIONAL,35.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.3,247.0,121.6608105,25.0651769,https://maps.google.com/?cid=13966610066543306049,https://m.facebook.com/bestlovepet/,2024-06-13,hp0195
ChIJmx-YvxJTXTQRhdRpF8eELIk,范獸醫,221台灣新北市汐止區大同路二段518號,0226413276,新北市,汐止區,OPERATIONAL,0.0,"['establishment', 'point_of_interest', 'veterinary_care']",5.0,10.0,121.66119,25.068327,https://maps.google.com/?cid=9884421272797566085,,2020-12-18,hp0196
ChIJDZBC4DKmQjQRsW4Wwb5wx-o,台大開心動物醫院,243台灣新北市泰山區明志路一段317號,0222965821,新北市,泰山區,OPERATIONAL,66.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.6,354.0,121.4315679,25.0590993,https://maps.google.com/?cid=16917614489826127537,,2025-10-01,hp0197
ChIJS7MdEjKmQjQRrOS9pf3EbDY,泰林動物醫院,243台灣新北市泰山區楓江路21號,0229090833,新北市,泰山區,OPERATIONAL,54.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.8,221.0,121.4340574,25.0625213,https://maps.google.com/?cid=3921725969219314860,,2025-03-21,hp0198
ChIJ_4Xnl1GnQjQRjyVEkDd83i0,福泰動物醫院,243台灣新北市泰山區福興街26號1樓,0935210936,新北市,泰山區,OPERATIONAL,50.0,"['establishment', 'point_of_interest', 'veterinary_care']",5.0,11.0,121.4344536,25.0576159,https://maps.google.com/?cid=3305215754621953423,,2025-04-05,hp0199
ChIJ0xacT1elQjQRyBSBFIanrGs,淡水動物醫院,251台灣新北市淡水區中山路159-2號,0226217987,新北市,淡水區,OPERATIONAL,71.5,"['establishment', 'point_of_interest', 'veterinary_care']",4.3,339.0,121.4406457,25.1732243,https://maps.google.com/?cid=7758760452363982024,,2025-08-05,hp0200
ChIJ6bp1BZ6vQjQRoSzkwNGl6LE,芯安動物醫院,"1樓, No. 33之7號民族路淡水區新北市台灣 251",0228086596,新北市,淡水區,OPERATIONAL,38.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.8,199.0,121.463295,25.1356229,https://maps.google.com/?cid=12819678659613043873,,2024-02-08,hp0201
ChIJ9ZHATfavQjQR9VqrpVpt_ac,上哲動物醫院（約診制）,251台灣新北市淡水区中正东路一段3巷2號1樓,0226225750,新北市,淡水區,OPERATIONAL,75.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.3,287.0,121.4507148,25.1646782,https://maps.google.com/?cid=12104951609535716085,https://www.facebook.com/shangzheahvet/,2019-02-02,hp0202
ChIJB5JVdlWlQjQRQx1OEBdp56E,維康動物診所,251台灣新北市淡水區新春街85巷8號,0226283506,新北市,淡水區,OPERATIONAL,42.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.1,100.0,121.4388798,25.1826947,https://maps.google.com/?cid=11666408907505278275,https://www.facebook.com/%E6%B7%A1%E6%B0%B4%E7%B6%AD%E5%BA%B7%E5%8B%95%E7%89%A9%E8%A8%BA%E6%89%80-127918627283076/,2022-05-19,hp0203
ChIJE99SsJ2vQjQRXyt-98BEtSM,德艾動物醫院,251台灣新北市淡水區民生路8號,0228085190,新北市,淡水區,OPERATIONAL,57.5,"['establishment', 'health', 'hospital', 'point_of_interest']",4.5,161.0,121.4607814,25.1377946,https://maps.google.com/?cid=2573038357688757087,https://m.facebook.com/pages/category/Veterinarian/%E6%B7%A1%E6%B0%B4%E7%AB%B9%E5%9C%8D%E5%BE%B7%E8%89%BE%E5%8B%95%E7%89%A9%E9%86%AB%E9%99%A2-222495355327801/,2021-12-11,hp0204
ChIJYymd6DalQjQRbAINAGY0Jaw,慕光動物醫院 (預約制),251台灣新北市淡水區中山北路一段174號,0226269575,新北市,淡水區,OPERATIONAL,54.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.7,200.0,121.4446567,25.1786401,https://maps.google.com/?cid=12404378361354060396,https://www.facebook.com/profile.php?id=100090175515827&mibextid=LQQJ4d,2023-05-09,hp0205
ChIJZz9ABp6vQjQRjdpH6YVvK8M,四季動物醫院(約診制),251台灣新北市淡水區民族路33巷16-19號,0228099591,新北市,淡水區,OPERATIONAL,0.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.6,260.0,121.462755,25.1358335,https://maps.google.com/?cid=14063456882329639565,,2025-01-30,hp0206
ChIJdSl_fTKlQjQRBgi6qVSNOWI,卡朵動物醫院（預約制，請先來電或以官方Line詢問和安排預約）,251台灣新北市淡水區中正路二段12號,0266058166,新北市,淡水區,OPERATIONAL,42.5,"['establishment', 'point_of_interest', 'veterinary_care']",4.5,252.0,121.4208018,25.1807102,https://maps.google.com/?cid=7077843684153755654,https://m.facebook.com/cuddle.vet.taiwan/,2025-08-05,hp0207
ChIJj9H73-qpQjQRWVlnhc1lSMg,錫安動物醫院,251台灣新北市淡水區新市一路三段180號,0226210052,新北市,淡水區,OPERATIONAL,54.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.1,151.0,121.4482573,25.1828119,https://maps.google.com/?cid=14431896939289598297,,2022-10-21,hp0208
ChIJjSsr1wGvQjQRTqK6Gfnuxto,聖愛犬貓專科醫院,251台灣新北市淡水區中正東路6號,0226223824,新北市,淡水區,OPERATIONAL,37.5,"['establishment', 'point_of_interest', 'veterinary_care']",4.7,119.0,121.4473805,25.1669398,https://maps.google.com/?cid=15764550299302928974,,2025-07-22,hp0209
