id,name,buss_status,loc_id,city_id,category_id,address,phone,op_hours,rating,rating_total,newest_review,longitude,latitude,map_url,website,place_id,update_time,store_count,w_area_cat,P75_district_rating_total,P75_city_rating_total,m_city_area_cat,district_rating_avg,avb_score,store_score
ht0423,魚中魚貓狗水族大賣場-文昌店,OPERATIONAL,TCH008,TCH,3,406台灣臺中市北屯區文心路四段806號,0422368818,77.0,4.3,1266.0,2025-09-15,120.6898231,24.1714604,https://maps.google.com/?cid=8686386590308328134,http://www.petsmall.com.tw/,ChIJqY9W5ecXaTQRxmIL2ZQ-jHg,,43,0.589041095890411,159.0,133.0,148.3150684931507,4.755813953488372,0.7291666666666666,0.6340541478443125
ht0424,帕比樂寵物旅館·美容·安親·游泳池,OPERATIONAL,TCH008,TCH,3,406台灣臺中市北屯區柳陽西街118號,0422472520,63.0,4.9,77.0,2025-08-31,120.6935905,24.1767614,https://maps.google.com/?cid=13264772886458144933,https://line.me/R/ti/p/@657nyjma,ChIJqYpX9X0XaTQRpRiSE6nwFbg,,43,0.589041095890411,159.0,133.0,148.3150684931507,4.755813953488372,0.6875,0.660699685690209
ht0425,ODO寵物生活旅宿 | 預約制 | 最早8點入住、最晚23點退房 |,OPERATIONAL,TCH008,TCH,3,406台灣臺中市北屯區北屯路281-3號,0917376200,63.0,5.0,94.0,2025-08-08,120.6953668,24.167215,https://maps.google.com/?cid=3320888697348639209,https://www.instagram.com/odo.pet?igsh=YWF6bTJpMmsyaDIy&utm_source=qr,ChIJu7_b2X4XaTQR6UkT6KwqFi4,,43,0.589041095890411,159.0,133.0,148.3150684931507,4.755813953488372,0.6875,0.666949215910032
ht0426,佳佳寵物店,OPERATIONAL,TCH008,TCH,3,406台灣臺中市北屯區梅川西路四段285號,0422919175,55.0,4.8,20.0,2020-01-08,120.6795613,24.1742749,https://maps.google.com/?cid=14620899037604353785,,ChIJuRztMsUXaTQR-RZCuTXe58o,,43,0.589041095890411,159.0,133.0,148.3150684931507,4.755813953488372,0.6636904761904762,0.6319746131894796
ht0427,品家動物醫院｜台中北屯區動物醫院推薦 中獸醫 針灸 健檢 特寵科 預防針 家醫科 高壓氧 一般犬貓內外科 到府服務,OPERATIONAL,TCH008,TCH,3,406台灣臺中市北屯區昌平路一段304號,0422428686,67.0,4.9,458.0,2025-07-29,120.690764,24.1732586,https://maps.google.com/?cid=7185695520089894892,https://lin.ee/W9f1Ptc,ChIJw6M9RuEXaTQR7O8SCwG4uGM,,43,0.589041095890411,159.0,133.0,148.3150684931507,4.755813953488372,0.6994047619047619,0.6804830122063869
ht0428,MISS PET 寵物小姐北屯環太東店寵物住宿、寵物接送、寵物美容、寵物蛋糕、寵物選品、寵物攝影、寵物到府,OPERATIONAL,TCH008,TCH,3,406台灣臺中市北屯區環太東路585號麗園A場（15分臨停 全家台中環太東店隔壁 心之所向北屯,0976912257,70.0,5.0,74.0,2025-10-20,120.7331777,24.1587576,https://maps.google.com/?cid=9921535692776510302,https://misspet.qdm.tw/,ChIJwe8HHRYZaTQRXpNNYiVgsIk,,43,0.589041095890411,159.0,133.0,148.3150684931507,4.755813953488372,0.7083333333333334,0.6852549758996839
ht0429,MOCHOCO寵物沙龍X旅宿-台中南區店｜美容 洗澡 spa 護理｜旅館 住宿 安親｜皮膚 足部 口腔 保健,OPERATIONAL,TCH003,TCH,3,402台灣臺中市南區南平路39-5號,0422658202,54.0,5.0,170.0,2024-07-19,120.6630264,24.1214863,https://maps.google.com/?cid=11264611530670524355,,ChIJ561iVFQ8aTQRw8diMoHwU5w,,14,0.3181818181818182,127.75,133.0,131.32954545454547,4.892857142857143,0.6607142857142857,0.6545436822200313
ht0430,愛迪兒寵物美容/旅宿,OPERATIONAL,TCH003,TCH,3,402台灣臺中市南區美村路二段293巷6號,0422655850,42.0,5.0,21.0,2025-05-15,120.6677081,24.1223456,https://maps.google.com/?cid=8059364236079315265,,ChIJD1be3Ko9aTQRQbn-hhKd2G8,,14,0.3181818181818182,127.75,133.0,131.32954545454547,4.892857142857143,0.625,0.6134534688549049
ht0431,台中貓花園,OPERATIONAL,TCH003,TCH,3,402台灣臺中市南區美村路二段172號,0422653722,60.0,4.5,124.0,2025-09-07,120.6629232,24.1256984,https://maps.google.com/?cid=3289048792050946716,,ChIJDZGIH6s9aTQRnNIfQ3MMpS0,,14,0.3181818181818182,127.75,133.0,131.32954545454547,4.892857142857143,0.6785714285714286,0.6381377040112409
ht0432,良辰吉喵貓旅館(全預約制),OPERATIONAL,TCH003,TCH,3,402台灣臺中市南區南門路47號,0423210631,59.5,4.9,11.0,2019-02-04,120.6815419,24.1221882,https://maps.google.com/?cid=11141713982399250447,https://www.facebook.com/thetimewithcats/,ChIJFyHszAY9aTQRDwDp7dVRn5o,,14,0.3181818181818182,127.75,133.0,131.32954545454547,4.892857142857143,0.6770833333333334,0.6626491600133069
ht0433,樂奇貓咪生活館,OPERATIONAL,TCH003,TCH,3,402台灣臺中市南區南陽街90號,0422603373,45.0,4.9,201.0,2025-01-14,120.660694,24.125233,https://maps.google.com/?cid=14910531665665138587,https://lucky-cat.com.tw/,ChIJN92LQsw9aTQRmx8v8IzZ7M4,,14,0.3181818181818182,127.75,133.0,131.32954545454547,4.892857142857143,0.6339285714285714,0.6208921213638473
ht0434,邑陞營造有限公司,OPERATIONAL,TCH003,TCH,3,408台灣臺中市南屯區文心南三路706號,0423802409,47.5,5.0,2.0,2023-02-08,120.6423651,24.1335719,https://maps.google.com/?cid=1252285810523229034,,ChIJTVztD8o9aTQRast_TU8DYRE,,14,0.3181818181818182,127.75,133.0,131.32954545454547,4.892857142857143,0.6413690476190477,0.6278315853636265
ht0435,日安貓坊-貓住宿/美容；塔羅/靈氣,OPERATIONAL,TCH003,TCH,3,402台灣臺中市南區文心南路821號3樓,0972786698,70.0,4.9,65.0,2022-02-07,120.6578927,24.112337,https://maps.google.com/?cid=15623370413275364936,http://www.facebook.com/Suncathotel/,ChIJZw5jsFg9aTQRSD6gXZ1c0dg,,14,0.3181818181818182,127.75,133.0,131.32954545454547,4.892857142857143,0.7083333333333334,0.6934897792826688
ht0436,樂曖貓狗生活館-寵物住宿推薦(台中南區)寄宿旅館 優質平價寵物美容 寵物貓狗安親 寵物SPA 貓咪造型美容洗澡,OPERATIONAL,TCH003,TCH,3,402007台灣臺中市南區忠孝路3號,0422858106,54.0,4.9,275.0,2025-10-20,120.6754574,24.1270822,https://maps.google.com/?cid=5050972108673894588,,ChIJeTVtSDQ9aTQRvMjpI1-oGEY,,14,0.3181818181818182,127.75,133.0,131.32954545454547,4.892857142857143,0.6607142857142857,0.6471949298638828
ht0437,晨曦毛旅 寵物美容｜寵物旅館｜寵物安親｜寵物用品,OPERATIONAL,TCH003,TCH,3,402台灣臺中市南區國光路65號,0423767369,60.0,4.6,46.0,2024-05-19,120.6772264,24.1308061,https://maps.google.com/?cid=14075088637648482260,https://page.line.me/502ugcbw,ChIJhZk351Q8aTQR1K8s_YrCVMM,,14,0.3181818181818182,127.75,133.0,131.32954545454547,4.892857142857143,0.6785714285714286,0.6537206252574725
ht0438,小毛球寵物坊,OPERATIONAL,TCH003,TCH,3,402台灣臺中市南區國光路443號,0919399621,56.0,5.0,6.0,2025-03-07,120.6797608,24.1188672,https://maps.google.com/?cid=6850193230308485818,https://www.facebook.com/furballspets/,ChIJk4sZr_c9aTQRuqpS93LGEF8,,14,0.3181818181818182,127.75,133.0,131.32954545454547,4.892857142857143,0.6666666666666666,0.653005102744449
ht0439,萌下巴毛孩旅舍-工學北店,OPERATIONAL,TCH003,TCH,3,402台灣臺中市南區工學北路140號,0966867872,47.5,5.0,8.0,2025-03-18,120.6600747,24.118492,https://maps.google.com/?cid=5768439270758330738,,ChIJk8KPQhQ9aTQRcrH2SfScDVA,,14,0.3181818181818182,127.75,133.0,131.32954545454547,4.892857142857143,0.6413690476190477,0.6284145541321496
ht0440,犬藝匠-寵物美容沙龍,OPERATIONAL,TCH003,TCH,3,402台灣臺中市南區五權南路548號,0422608363,54.0,5.0,43.0,2024-08-27,120.6701874,24.1166668,https://maps.google.com/?cid=8646205275883934479,https://www.facebook.com/%E7%8A%AC%E8%97%9D%E5%8C%A0-Pet-Grooming-Salon-335416497388300,ChIJs2x0h4U9aTQRD5MrjON9_Xc,,14,0.3181818181818182,127.75,133.0,131.32954545454547,4.892857142857143,0.6607142857142857,0.650048364792759
ht0441,樂沐寵物美容館,OPERATIONAL,TCH003,TCH,3,402台灣臺中市南區工學路6-2號,0908798677,48.0,4.9,40.0,2019-09-24,120.6679682,24.1170247,https://maps.google.com/?cid=11807373849809876047,,ChIJv35PJiA9aTQRT3QnUPU33KM,,14,0.3181818181818182,127.75,133.0,131.32954545454547,4.892857142857143,0.6428571428571428,0.6292960422213589
ht0442,三腳阿比 狗の沙龍,OPERATIONAL,TCH003,TCH,3,402台灣臺中市南區樹義一巷14-3號,0422631897,45.0,4.9,129.0,2025-10-24,120.6571054,24.1193589,https://maps.google.com/?cid=16266737366984993869,https://3legsabi.com/,ChIJz5zx0Vc8aTQRTay2TXMPv-E,,14,0.3181818181818182,127.75,133.0,131.32954545454547,4.892857142857143,0.6339285714285714,0.6207931419654159
ht0443,旺憂寵物(東興館) — 寵物用品｜寵物美容｜寵物住宿(24小時保母)｜寵物安親,OPERATIONAL,TCH007,TCH,3,408台灣臺中市南屯區東興路二段265號,0424735678,70.0,5.0,936.0,2025-06-04,120.652805,24.143398,https://maps.google.com/?cid=5398168039952287247,https://lin.ee/Wij3Flb,ChIJ-QnIBzk9aTQRDwY5Szsl6ko,,28,0.4827586206896552,162.0,133.0,147.0,4.325,0.7083333333333334,0.6953537626962142
ht0444,熊愛洗寵物美容沙龍,OPERATIONAL,TCH007,TCH,3,408台灣臺中市南屯區忠勇路52-228號,0423807276,56.0,4.6,102.0,2025-06-23,120.614727,24.1442574,https://maps.google.com/?cid=10625853932091852160,https://line.me/R/ti/p/@995vlxwf,ChIJ64haYW8_aTQRgMWFYdqddpM,,28,0.4827586206896552,162.0,133.0,147.0,4.325,0.6666666666666666,0.5916867469879518
ht0445,希米亞寵物旅館,OPERATIONAL,TCH007,TCH,3,402台灣臺中市南區工學北路86號,0422605478,60.0,4.3,51.0,2025-01-28,120.6611203,24.1192312,https://maps.google.com/?cid=4851912057478272329,,ChIJAc1jKpYVaTQRSVVtS090VUM,,28,0.4827586206896552,162.0,133.0,147.0,4.325,0.6785714285714286,0.5860903679653681
ht0446,吉利寵物美容,OPERATIONAL,TCH007,TCH,3,408台灣臺中市南屯區五權西路二段433號,0423823237,70.0,4.8,19.0,2022-06-28,120.6443244,24.1401305,https://maps.google.com/?cid=13255087980794383866,https://www.facebook.com/GiLipet/,ChIJDR8GI5w9aTQR-o3MQUqI87c,,28,0.4827586206896552,162.0,133.0,147.0,4.325,0.7083333333333334,0.6204103915662651
ht0447,浴旺森林頂級寵物沙龍SPA按摩,OPERATIONAL,TCH007,TCH,3,40878台灣臺中市南屯區五權西路二段365號,0958219168,63.0,5.0,74.0,2025-07-14,120.6460664,24.1398394,https://maps.google.com/?cid=3808689541124599797,https://www.instagram.com/yuwang_dog_cat?igsh=Y25zbXNieGE3cWVi&utm_source=qr,ChIJE0hpr0Q9aTQR9S96VvUu2zQ,,28,0.4827586206896552,162.0,133.0,147.0,4.325,0.6875,0.6257649886877829
ht0448,魚中魚水族館,OPERATIONAL,TCH007,TCH,3,408台灣臺中市南屯區文心路一段378號27F,0423815977,45.0,4.0,50.0,2022-08-05,120.6470521,24.149495,https://maps.google.com/?cid=5635905134268574179,https://www.petsmall.com.tw/,ChIJE5V3J849aTQR4-ng-9vBNk4,,28,0.4827586206896552,162.0,133.0,147.0,4.325,0.6339285714285714,0.5378900018129079
ht0449,慶福水族有限公司,OPERATIONAL,TCH007,TCH,3,408台灣南屯區文心路一段372號,0423202223,68.0,0.0,0.0,,120.647153,24.1491409,https://maps.google.com/?cid=14471446962183730691,,ChIJEVBXIL49aTQRA_bdzlbo1Mg,,28,0.4827586206896552,162.0,133.0,147.0,4.325,0.7023809523809523,0.6075595238095237
ht0450,魚中魚貓狗水族大賣場-文心店,OPERATIONAL,TCH007,TCH,3,40862台灣臺中市南屯區文心路一段372號,0423292999,168.0,4.1,5681.0,2025-10-25,120.6471184,24.1491818,https://maps.google.com/?cid=17485133948998435207,https://www.facebook.com/pm.shop01/,ChIJEVBXIL49aTQRh8EsuK-sp_I,,28,0.4827586206896552,162.0,133.0,147.0,4.325,1.0,0.8211350377487989
ht0451,毛言毛語寵物旅館(蝦皮店到店旁),OPERATIONAL,TCH007,TCH,3,408台灣臺中市南屯區春安二街36號1樓,0423805101,63.0,5.0,5.0,2025-07-04,120.6091244,24.1350697,https://maps.google.com/?cid=17657788842550929475,https://www.instagram.com/mymy_petshotel?igsh=MXd0cTUxMzdhc2Ux&utm_source=qr,ChIJFd4oSQA_aTQRQ6gat2URDfU,,28,0.4827586206896552,162.0,133.0,147.0,4.325,0.6875,0.5977405427631579
ht0452,貝貝寵物專業犬貓舍大墩店｜黃金獵犬｜長毛哈士奇｜瑪爾泰迪｜泰迪比熊犬｜柯基犬｜比熊犬｜狐狸犬｜長毛臘腸｜玩具貴賓,OPERATIONAL,TCH007,TCH,3,408台灣臺中市南屯區大墩十一街283號,0423200659,70.0,5.0,379.0,2025-08-23,120.6481638,24.148765,https://maps.google.com/?cid=346523986741939586,https://bebedog.com.tw/,ChIJFz6ybjs9aTQRgs3n37oZzwQ,,28,0.4827586206896552,162.0,133.0,147.0,4.325,0.7083333333333334,0.6816092363751585
ht0453,毛字號寵物工作室 全預約制,OPERATIONAL,TCH007,TCH,3,408台灣臺中市南屯區文心南一路188巷11號,,53.0,5.0,28.0,2023-07-23,120.6419784,24.1375734,https://maps.google.com/?cid=16905284042178573298,https://www.instagram.com/themou_pet?igsh=N3I0cDAxNXp1N3Fl,ChIJGRuk2Gs9aTQR8jMisUSim-o,,28,0.4827586206896552,162.0,133.0,147.0,4.325,0.6577380952380952,0.5831505952380952
ht0454,黃金時代寵物理髮廳,OPERATIONAL,TCH007,TCH,3,408台灣臺中市南屯區大墩十四街181號,0423270036,54.0,4.9,32.0,2022-11-13,120.6504183,24.1519982,https://maps.google.com/?cid=6683536319797934444,http://goldenagepet.com/,ChIJI0Cm7ZY9aTQRbDn6ON-wwFw,,28,0.4827586206896552,162.0,133.0,147.0,4.325,0.6607142857142857,0.5851012569832402
ht0455,汪來寵物理容院,OPERATIONAL,TCH007,TCH,3,408台灣臺中市南屯區懷德街94號,0422515105,54.0,4.8,106.0,2022-04-04,120.6303537,24.1526577,https://maps.google.com/?cid=8900957661289220662,https://instagram.com/wanlai_0305?igshid=YmMyMTA2M2Y=,ChIJNXZNmsI9aTQRNorvadWNhns,,28,0.4827586206896552,162.0,133.0,147.0,4.325,0.6607142857142857,0.5978158526256352
ht0456,佳佳美17f,OPERATIONAL,TCH007,TCH,3,"17F-5, No. 201 號文心路二段西屯區臺中市台灣 40758",0422553666,45.0,2.5,2.0,2022-09-02,120.647223,24.1598648,https://maps.google.com/?cid=15995960173861782398,http://www.tw.twcmi.com/,ChIJP__SdJI9aTQRfsNTJAcR_d0,,28,0.4827586206896552,162.0,133.0,147.0,4.325,0.6339285714285714,0.5452423897411313
ht0457,汪悠谷寵物住宿生活館,OPERATIONAL,TCH007,TCH,3,408台灣臺中市南屯區文昌街357號,0909286492,63.0,4.8,37.0,2025-05-02,120.6324412,24.1393297,https://maps.google.com/?cid=9644587593677282691,,ChIJWarya0o9aTQRgx1GNlF12IU,,28,0.4827586206896552,162.0,133.0,147.0,4.325,0.6875,0.607820991847826
ht0458,魚中魚貓狗水族大賣場南屯店,OPERATIONAL,TCH007,TCH,3,408台灣臺中市南屯區五權西路二段80號,0424732266,84.0,4.2,2639.0,2025-09-05,120.6524278,24.1402913,https://maps.google.com/?cid=16681951745285925659,https://www.petsmall.com.tw/petsmall/index.php,ChIJY3YYG7s9aTQRG6v5Qboyguc,,28,0.4827586206896552,162.0,133.0,147.0,4.325,0.75,0.6309893216080402
ht0459,澄佳開發有限公司,OPERATIONAL,TCH007,TCH,3,408台灣臺中市南屯區東興路一段475號,0424717808,40.0,0.0,0.0,,120.6530181,24.1315878,https://maps.google.com/?cid=10961447925501397853,,ChIJZYo-BAA9aTQRXQt038_iHpg,,28,0.4827586206896552,162.0,133.0,147.0,4.325,0.6190476190476191,0.5354761904761904
ht0460,琪琪時尚香氛美學,OPERATIONAL,TCH007,TCH,3,408台灣臺中市南屯區大墩路235號,0424732177,32.5,5.0,31.0,2023-10-31,120.6497538,24.1422953,https://maps.google.com/?cid=7659419460224054453,https://lin.ee/tIan9Il,ChIJbc-sRoo9aTQRtXRe8Gq5S2o,,28,0.4827586206896552,162.0,133.0,147.0,4.325,0.5967261904761905,0.5301979250267523
ht0461,佳綵寵物館,OPERATIONAL,TCH007,TCH,3,634台灣雲林縣褒忠鄉泰安路106號1樓,0975112088,35.0,5.0,2.0,2024-08-22,120.2969891,23.691727,https://maps.google.com/?cid=2191178115886142628,,ChIJjXFT_rWlbjQRpNQAFeOgaB4,,28,0.4827586206896552,162.0,133.0,147.0,4.325,0.6041666666666666,0.5236989653243848
ht0462,來寵我寵物生活館,OPERATIONAL,TCH007,TCH,3,408台灣臺中市南屯區文心路一段66號2 樓,0903888855,48.0,4.7,38.0,2025-02-13,120.64703,24.1393174,https://maps.google.com/?cid=14411533051569359790,https://linkby.tw/momo11074,ChIJj_6eLzM9aTQRrsuXb_QMAMg,,28,0.4827586206896552,162.0,133.0,147.0,4.325,0.6428571428571428,0.5659749034749034
ht0463,寵兔園【來店僅限已事前預約者／龍貓、兔子】,OPERATIONAL,TCH007,TCH,3,408台灣臺中市南屯區黎明路二段21巷11號,0982697482,64.5,4.9,207.0,2025-02-13,120.6370785,24.1430463,https://maps.google.com/?cid=6038082166219781486,https://reurl.cc/lgYWk6,ChIJlZyw7589aTQRbrUmMr2Ty1M,,28,0.4827586206896552,162.0,133.0,147.0,4.325,0.6919642857142857,0.6450807733050847
ht0464,Hello Puppy 頂級寵物會館,OPERATIONAL,TCH007,TCH,3,408台灣臺中市南屯區益昌二街111號,0937399338,63.0,5.0,147.0,2025-02-28,120.6325382,24.1405936,https://maps.google.com/?cid=12134458183070193292,https://www.hellopuppy.com.tw/,ChIJme4VvTbuuI0RjBa7J21BZqg,,28,0.4827586206896552,162.0,133.0,147.0,4.325,0.6875,0.64109375
ht0465,愛樂寵物天地,OPERATIONAL,TCH007,TCH,3,408台灣臺中市南屯區向心南路730號,0424751087,0.0,4.5,11.0,2024-10-15,120.6440737,24.1317561,https://maps.google.com/?cid=315662633790840874,,ChIJozgomrU9aTQRKqD3M351YQQ,,28,0.4827586206896552,162.0,133.0,147.0,4.325,0.5,0.4337183544303797
ht0466,貝貝寵物東興店,OPERATIONAL,TCH007,TCH,3,408台灣臺中市南屯區東興路三段253號,0423280061,84.0,5.0,429.0,2025-03-23,120.6528704,24.1531017,https://maps.google.com/?cid=17024809108269782853,https://bebedog.com.tw/,ChIJpz2tQrg9aTQRRVdBw65FROw,,28,0.4827586206896552,162.0,133.0,147.0,4.325,0.75,0.72416015625
ht0467,PAT’s KITCHEN (派特寵物友善餐廳)｜寵物美容｜寵物泳池｜寵物安親｜寵物住宿（24小時保母）,OPERATIONAL,TCH007,TCH,3,408台灣臺中市南屯區公益路二段959號,0423899891,48.0,4.7,997.0,2025-06-28,120.6260775,24.1516353,https://maps.google.com/?cid=18148475464386242811,https://www.facebook.com/PATSKITCHEN2022,ChIJqZDPj_s9aTQR-2iitUdW3Ps,,28,0.4827586206896552,162.0,133.0,147.0,4.325,0.6428571428571428,0.5980903471528471
ht0468,迷妳寵物.I love mini dog,OPERATIONAL,TCH007,TCH,3,408台灣臺中市南屯區大業路595號,0424714483,48.0,4.4,25.0,2025-01-14,120.6354661,24.1535871,https://maps.google.com/?cid=4015803386920732165,https://m.facebook.com/austen555555/?locale2=zh_TW,ChIJs0bsR7o9aTQRBYY4Xef_ujc,,28,0.4827586206896552,162.0,133.0,147.0,4.325,0.6428571428571428,0.5574730066445182
ht0469,小犬大宅寵物旅店,OPERATIONAL,TCH007,TCH,3,408台灣臺中市南屯區大英街179號,,60.0,4.9,57.0,2023-09-12,120.6486569,24.1460489,https://maps.google.com/?cid=6823428447869328467,https://www.facebook.com/profile.php?id=100090996446447&mibextid=LQQJ4d,ChIJsUQsfK89aTQRU9yLcQWwsV4,,28,0.4827586206896552,162.0,133.0,147.0,4.325,0.6785714285714286,0.6087683823529413
ht0470,魔斯凱歐寵物沙龍,OPERATIONAL,TCH007,TCH,3,408台灣臺中市南屯區黎明東街390號,0422518991,54.0,5.0,25.0,2022-07-05,120.6365779,24.1503611,https://maps.google.com/?cid=9246614897098836529,http://barftaiwan.com/shop/modules/location/article.php?id=153,ChIJt9T0F8I9aTQRMUppHEKTUoA,,28,0.4827586206896552,162.0,133.0,147.0,4.325,0.6607142857142857,0.5844824543189369
ht0471,寵尼旅宿寵物美容住宿,OPERATIONAL,TCH011,TCH,3,437台灣臺中市大甲區開元路11巷8-2號,0909007190,70.0,5.0,20.0,2024-08-20,120.6322767,24.3465711,https://maps.google.com/?cid=7517772503794829709,,ChIJPRI8LQAPaTQRjcnj5kJ-VGg,,2,0.0625,59.75,133.0,128.421875,5.0,0.7083333333333334,0.7083333333333334
ht0472,"金錢貓旅宿(公休日請見FB,參觀需提前預約)",OPERATIONAL,TCH011,TCH,3,437台灣臺中市大甲區鎮瀾街22-1號,0907862558,63.0,5.0,73.0,2025-03-25,120.6243205,24.3412382,https://maps.google.com/?cid=502480768044059747,https://lin.ee/OuxdNJD,ChIJvwYbBXQRaTQRY0y7pZgr-QY,,2,0.0625,59.75,133.0,128.421875,5.0,0.6875,0.6875
ht0473,極尚貓舍,OPERATIONAL,TCH028,TCH,3,412台灣臺中市大里區向學一路131號3樓,0423300340,77.0,5.0,7.0,2022-11-02,120.7028928,24.091736,https://maps.google.com/?cid=16971710148326885096,https://ji-shang.mystrikingly.com/,ChIJ424xl0U7aTQR6IbqvXWgh-s,,21,0.4117647058823529,108.0,133.0,122.70588235294117,4.79047619047619,0.7291666666666666,0.7002601410934746
ht0474,東森寵物 大里國光店,OPERATIONAL,TCH028,TCH,3,412台灣臺中市大里區國光路二段441號,0424079003,63.0,4.7,262.0,2025-05-08,120.6792516,24.1105466,https://maps.google.com/?cid=3591787375902393456,http://www.etipets.com/,ChIJ4QaWCLw9aTQRcARlmZaX2DE,,21,0.4117647058823529,108.0,133.0,122.70588235294117,4.79047619047619,0.6875,0.650218017329256
ht0475,安心肉墊寵物澡堂（全預約制，沒有貓咪洗澡美容）,OPERATIONAL,TCH028,TCH,3,412台灣臺中市大里區長春路18號1樓,0915220296,54.0,5.0,74.0,2025-07-19,120.6928777,24.0897288,https://maps.google.com/?cid=4018146574091122918,https://lin.ee/pqDE3Qk,ChIJ6W9Es0k9aTQR5ngnJAVTwzc,,21,0.4117647058823529,108.0,133.0,122.70588235294117,4.79047619047619,0.6607142857142857,0.6434429824561404
ht0476,新榮順雜貨店,OPERATIONAL,TCH028,TCH,3,412台灣臺中市大里區中興路二段720號,0424862915,131.83333333333331,4.3,7.0,2025-08-13,120.6895928,24.1179053,https://maps.google.com/?cid=5701248951821378917,,ChIJ7ZTV-t88aTQRZaVhFbfnHk8,,21,0.4117647058823529,108.0,133.0,122.70588235294117,4.79047619047619,0.892361111111111,0.8502427458637777
ht0477,呂館 寵物美容渡假旅店｜寵物友善餐廳｜寵物旅館｜寵物住宿｜寵物美容｜不關籠｜,OPERATIONAL,TCH028,TCH,3,412台灣臺中市大里區中興路二段249巷1號,0988104116,54.0,4.9,47.0,2021-02-23,120.6893574,24.1088286,https://maps.google.com/?cid=4539851430193232014,https://www.facebook.com/%E5%91%82%E9%A4%A8%E5%AF%B5%E7%89%A9%E7%BE%8E%E5%AE%B9%E6%B8%A1%E5%81%87%E6%97%85%E5%BA%97-103753771108893,ChIJC-vnfP0ZaTQRjni3ldLKAD8,,21,0.4117647058823529,108.0,133.0,122.70588235294117,4.79047619047619,0.6607142857142857,0.6370354460675085
ht0478,犬家寵物美容旅館,OPERATIONAL,TCH028,TCH,3,412台灣臺中市大里區西榮路260巷35號,,45.0,5.0,72.0,2023-04-16,120.684368,24.108739,https://maps.google.com/?cid=14033470845084560542,https://line.me/ti/p/~@567xseum,ChIJEeAbsRc9aTQRnuwQj2HnwMI,,21,0.4117647058823529,108.0,133.0,122.70588235294117,4.79047619047619,0.6339285714285714,0.6171872392461517
ht0479,家寶貓舍｜大里總店｜台中貓舍/緬因貓/布偶貓/賽爾凱克/英短/英長/曼赤肯,OPERATIONAL,TCH028,TCH,3,412台灣臺中市大里區內新街47-2號,0980828858,63.0,4.7,108.0,2025-03-12,120.6916444,24.1141399,https://maps.google.com/?cid=15047109005118658812,https://www.ljiabaocattery.com/,ChIJFX8IGA89aTQR_NityuoR0tA,,21,0.4117647058823529,108.0,133.0,122.70588235294117,4.79047619047619,0.6875,0.6528667346591877
ht0480,好日子寵物渡假村,OPERATIONAL,TCH028,TCH,3,412台灣臺中市大里區中興路一段2巷263弄1號,0930210010,70.0,5.0,36.0,2025-07-19,120.7078982,24.0825653,https://maps.google.com/?cid=484260612579449712,,ChIJH9J66OM9aTQRcNuCH3ZwuAY,,21,0.4117647058823529,108.0,133.0,122.70588235294117,4.79047619047619,0.7083333333333334,0.6853838234082861
ht0481,繆思貓咪旅館,OPERATIONAL,TCH028,TCH,3,41246台灣臺中市大里區德芳路一段12號,0987833544,73.5,5.0,113.0,2025-09-29,120.6906595,24.1139327,https://maps.google.com/?cid=12458499568997502010,https://meowsbnb.com/,ChIJO7Z7DH49aTQROgx0nFl75aw,,21,0.4117647058823529,108.0,133.0,122.70588235294117,4.79047619047619,0.71875,0.7030703560435905
ht0482,魚中魚,OPERATIONAL,TCH028,TCH,3,412台灣臺中市大里區國光路二段499號,,0.0,3.2,18.0,2024-01-23,120.6789905,24.1113492,https://maps.google.com/?cid=5089833822963805565,,ChIJP7oj6L89aTQRfa2GF-W4okY,,21,0.4117647058823529,108.0,133.0,122.70588235294117,4.79047619047619,0.5,0.45870122630992205
ht0483,群峰訓練犬學校,OPERATIONAL,TCH028,TCH,3,433台灣臺中市沙鹿區中山路22之130號,0426622021,36.0,4.6,123.0,2022-02-11,120.5805847,24.2424047,https://maps.google.com/?cid=7376402705247371804,,ChIJPWDkgPwUaTQRHAKAti0_XmY,,21,0.4117647058823529,108.0,133.0,122.70588235294117,4.79047619047619,0.6071428571428571,0.5701222112019335
ht0484,哇卡寵物｜請先電話聯絡｜英短貓舍｜緬因貓貓舍｜布偶貓貓舍｜金吉拉貓舍｜犬舍｜黃金獵犬｜柯基犬｜比熊犬,OPERATIONAL,TCH028,TCH,3,412台灣臺中市大里區國光路二段626號,0970670539,70.0,5.0,91.0,2025-08-10,120.6792192,24.1127657,https://maps.google.com/?cid=10770453228611552989,https://wakapet.com.tw/,ChIJU5AI_vk9aTQR3cZZqSVWeJU,,21,0.4117647058823529,108.0,133.0,122.70588235294117,4.79047619047619,0.7083333333333334,0.6912901795271739
ht0485,立裘寵物美容,OPERATIONAL,TCH028,TCH,3,412台灣大里區國光路二段353號,0424077095,0.0,5.0,7.0,2023-10-31,120.6800523,24.1079797,https://maps.google.com/?cid=15203850763545848475,,ChIJV6NBpu88aTQRm6ozS7ft_tI,,21,0.4117647058823529,108.0,133.0,122.70588235294117,4.79047619047619,0.5,0.48017838246409683
