id,place_id,name_checked,address_checked,phone,city,district,loc_id,business_status,opening_hours,cat_id,types,rating,rating_total,longitude,latitude,map_url,website,newest_review
ht0199,ChIJQYcizlhTXTQRSmf31wGzP9s,保平莊柴犬專業犬舍,221台灣新北市汐止區大同路二段653號1樓,0922550516,新北市,汐止區,NTP011,OPERATIONAL,77.0,3,"['establishment', 'point_of_interest']",5.0,16.0,121.6646986,25.0717063,https://maps.google.com/?cid=15798542838338643786,https://www.paopingkennel.com/,2021-07-04
ht0200,ChIJX5eBkwVTXTQREUxCwj-fQfw,寵愛有家 美容洗澡 住宿安親,221台灣新北市汐止區鄉長路一段23 號,0931087798,新北市,汐止區,NTP011,OPERATIONAL,60.0,3,"['establishment', 'pet_store', 'point_of_interest', 'store']",4.7,32.0,121.6651369,25.0748239,https://maps.google.com/?cid=18176984667234913297,https://www.facebook.com/petlovehouse,2024-10-12
ht0201,ChIJX99OltlTXTQRlXothZvUBJU,悠洗寵物美容,221台灣新北市汐止區明峰街53號,0226940307,新北市,汐止區,NTP011,OPERATIONAL,48.0,3,"['establishment', 'point_of_interest']",4.9,74.0,121.6333398,25.0712369,https://maps.google.com/?cid=10737941175977474709,https://www.facebook.com/%E6%82%A0%E6%B4%97%E5%AF%B5%E7%89%A9%E7%BE%8E%E5%AE%B9-102148355279122/,2025-08-10
ht0202,ChIJ_76hFYlTXTQRjh5jLcmbgqo,家五喵旅館 純貓住宿｜汐止貓旅館｜行為訓練｜到府保母 （位於新台五路麥當勞後方）,221台灣新北市汐止區水源路一段190巷9號,0226435056,新北市,汐止區,NTP011,OPERATIONAL,0.0,3,"['establishment', 'point_of_interest', 'store']",5.0,114.0,121.6545301,25.0619327,https://maps.google.com/?cid=12286554021772336782,https://lin.ee/1V2ZfBA,2025-09-30
ht0203,ChIJadVbEUtTXTQR9QZb2LPhZ_A,喬樂彼犬貓沙龍坊 汐止 寵物美容 住宿,221台灣新北市汐止區明峰街129號,0226935856,新北市,汐止區,NTP011,OPERATIONAL,63.0,3,"['establishment', 'pet_store', 'point_of_interest', 'store']",4.8,143.0,121.6304936,25.0706196,https://maps.google.com/?cid=17323062654249142005,https://chiaolovebin2016.carrd.co/,2025-04-21
ht0204,ChIJuVydX6FTXTQRjomO1G0Wnv0,烏圓炯炯貓旅+咖啡 (樂時頤國際企業有限公司),221台灣新北市汐止區明峰街7號,0286910056,新北市,汐止區,NTP011,OPERATIONAL,39.0,3,"['cafe', 'establishment', 'food', 'point_of_interest', 'restaurant', 'store']",4.7,28.0,121.6353906,25.0711953,https://maps.google.com/?cid=18275068998889408910,,2025-03-18
ht0205,ChIJ5RE6daOnQjQRbEKZwtl4EeA,和旺柴犬專業犬舍,243台灣新北市泰山區泰林路三段772巷17號,0910176559,新北市,泰山區,NTP016,OPERATIONAL,84.0,3,"['establishment', 'pet_store', 'point_of_interest', 'store']",4.9,115.0,121.4014053,25.0734552,https://maps.google.com/?cid=16145819015767999084,https://www.facebook.com/%E5%92%8C%E6%97%BA%E7%8A%AC%E8%88%8D-1497084093889363,2022-11-09
ht0206,ChIJB0apScunQjQRXR62vhHaYdQ,秀狗兒寵物美容Sugar petsalon,243台灣新北市泰山區明志路三段74巷1號5號,0229046692,新北市,泰山區,NTP016,OPERATIONAL,50.5,3,"['establishment', 'point_of_interest']",5.0,117.0,121.4247267,25.0417217,https://maps.google.com/?cid=15303752778530561629,https://lin.ee/nxMSgCg,2024-03-29
ht0207,ChIJX6AcW8ynQjQR7iK0JjW3e1U,三福寵物專賣店,243台灣新北市泰山區明志路一段488號,0229001088,新北市,泰山區,NTP016,OPERATIONAL,66.0,3,"['establishment', 'point_of_interest', 'store']",3.8,60.0,121.4304847,25.0546852,https://maps.google.com/?cid=6159718354269774574,,2023-06-27
ht0208,ChIJcWfDeQCnQjQRpzxoB2cWJ-A,萌萌噠寵物美容/住宿/安親,243台灣新北市泰山區同興里仁武街21號,0229090322,新北市,泰山區,NTP016,OPERATIONAL,48.0,3,"['establishment', 'point_of_interest']",5.0,26.0,121.433589,25.054575,https://maps.google.com/?cid=16151903220349287591,https://lin.ee/CSmfamnK,2024-06-10
ht0209,ChIJzaFoQMmnQjQR7JCuDueHTIg,乖乖狗寵物店,243台灣新北市泰山區中華街18巷10號,0989000763,新北市,泰山區,NTP016,OPERATIONAL,63.0,3,"['establishment', 'pet_store', 'point_of_interest', 'store']",4.8,73.0,121.4273243,25.0519671,https://maps.google.com/?cid=9821374313841725676,https://cute-puppy.com.tw/,2024-09-10
ht0210,ChIJ1zIggp2vQjQRwhG670WbtzQ,咕咕G寵物城淡水店,251台灣新北市淡水區民權路153號,0228091788,新北市,淡水區,NTP010,OPERATIONAL,84.0,3,"['establishment', 'point_of_interest', 'store']",4.2,152.0,121.4601542,25.1362296,https://maps.google.com/?cid=3798675535387300290,https://www.facebook.com/coocoog.danshuei/,2025-01-13
ht0211,ChIJ3adlNoilQjQR6Wixuihz3XI,小毛宅狗狗旅館 | 預約制參觀 | 狗狗寄宿 | 狗狗安養 | 狗狗安親 | 雙北專車接送 | 狗狗代送洗澡美容,251台灣新北市淡水區中山北路一段207巷9號1樓,0266040507,新北市,淡水區,NTP010,OPERATIONAL,70.0,3,"['establishment', 'point_of_interest']",5.0,22.0,121.4437339,25.1790687,https://maps.google.com/?cid=8276898308944914665,https://sites.google.com/view/xiaomaoshouse2025/%E9%A4%A8%E5%85%A7%E4%BB%8B%E7%B4%B9,2025-10-15
ht0212,ChIJF8WfdVW7QjQRPfN_h6Haw-k,甜美果寵物沙龍．安親．住宿,251台灣新北市淡水區新市三路二段289號,,新北市,淡水區,NTP010,OPERATIONAL,48.0,3,"['establishment', 'point_of_interest', 'store']",4.9,63.0,121.4372636,25.1956739,https://maps.google.com/?cid=16844547418593686333,https://www.instagram.com/sweetness.pet2024/,2025-08-19
ht0213,ChIJF9Xh9FalQjQRD3oE8oN_bBI,好運吧精緻寵物旅店,251台灣新北市淡水區大仁街33號1樓,0938670204,新北市,淡水區,NTP010,OPERATIONAL,56.0,3,"['establishment', 'point_of_interest']",4.8,119.0,121.442582,25.17564,https://maps.google.com/?cid=1327576194845276687,https://www.facebook.com/%E5%A5%BD%E9%81%8B%E5%90%A7%E7%B2%BE%E7%B7%BB%E5%AF%B5%E7%89%A9%E6%97%85%E5%BA%97-256259661072981/,2025-08-01
ht0214,ChIJRWxeWVKlQjQRuqej4ohvfIw,犬派寵物美容 淡水店,251台灣新北市淡水區新春街93號,0226201392,新北市,淡水區,NTP010,OPERATIONAL,54.0,3,"['establishment', 'point_of_interest']",4.7,124.0,121.4394409,25.1827239,https://maps.google.com/?cid=10123088696130643898,https://zh-tw.facebook.com/%E7%8A%AC%E6%B4%BE%E5%AF%B5%E7%89%A9%E7%BE%8E%E5%AE%B9-267094127097376/,2024-06-13
ht0215,ChIJ_TqYU1SlQjQRBd5-1mI_4lU,狗狗公園快樂狗旅館（淡水店）,251台灣新北市淡水区中山北路一段247巷80號1樓,0286316580,新北市,淡水區,NTP010,OPERATIONAL,54.0,3,"['establishment', 'point_of_interest']",4.2,122.0,121.442562,25.179374,https://maps.google.com/?cid=6188578531698466309,https://www.facebook.com/gogopark.happyhotel/?locale=zh_TW,2024-10-12
ht0216,ChIJadbsMQCvQjQRC0NwQZqjZWE,狗狗公園 快樂狗旅館 紅樹林店,251台灣新北市淡水區坪頂路39-1號,0286263999,新北市,淡水區,NTP010,OPERATIONAL,34.0,3,"['establishment', 'point_of_interest']",4.6,9.0,121.4572491,25.1624777,https://maps.google.com/?cid=7018195477244953355,,2024-10-16
ht0217,ChIJvSFvxnWvQjQR7Dd3j5RFtG0,綠洲貓旅館 Oasis Cat’s Resort,251台灣新北市淡水區北新路184巷154號,0966501316,新北市,淡水區,NTP010,OPERATIONAL,91.0,3,"['establishment', 'point_of_interest']",4.9,64.0,121.451134,25.1771407,https://maps.google.com/?cid=7905019750306494444,https://qa777889.wixsite.com/kateshomestay,2024-03-16
ht0218,ChIJvcUcSgqlQjQRkiO3tcB3GYM,家裏窩寵物旅館 Caliwoof Pet Hotel & Spa (預約制),251台灣新北市淡水區新民街31號,0226213621,新北市,淡水區,NTP010,OPERATIONAL,84.0,3,"['establishment', 'point_of_interest']",5.0,105.0,121.4390607,25.1755836,https://maps.google.com/?cid=9446713362952430482,https://www.caliwoof.com/,2024-12-03
ht0219,ChIJzebFfxevQjQRJKrPXAQBrz8,春松水果店紅樹林店/水果禮盒/現切水果/現打果汁/冰沙/竿蓁林輕軌站,251台灣新北市淡水區淡金路38巷35弄5號,0922232427,新北市,淡水區,NTP010,OPERATIONAL,60.0,3,"['establishment', 'food', 'grocery_or_supermarket', 'point_of_interest', 'store']",4.2,10.0,121.4579577,25.162027,https://maps.google.com/?cid=4588887663562435108,https://line.me/R/ti/g/VaI3n_jdku,2024-11-07
ht0220,ChIJVzSaJdCqQjQRBHQm5wjbcBQ,貝帝寵物精品館,222台灣新北市深坑區北深路二段55巷12弄1號,,新北市,深坑區,NTP018,OPERATIONAL,0.0,3,"['establishment', 'pet_store', 'point_of_interest', 'store']",1.0,1.0,121.6190767,25.0032163,https://maps.google.com/?cid=1472917909434430468,,2025-02-27
ht0221,ChIJBeYsNtWpQjQRuZ7HBnqQa20,Mousse沐絲寵物美容,247台灣新北市蘆洲區永康街35號1樓,0282867085,新北市,蘆洲區,NTP014,OPERATIONAL,63.0,3,"['establishment', 'pet_store', 'point_of_interest', 'store']",5.0,34.0,121.4573108,25.0851448,https://maps.google.com/?cid=7884554426416340665,,2025-09-08
ht0222,ChIJFVvCu4ipQjQR44InU4TC0yc,寵樂寵物旅館,247台灣新北市蘆洲區永樂街75號,0228488189,新北市,蘆洲區,NTP014,OPERATIONAL,63.0,3,"['establishment', 'point_of_interest']",4.9,45.0,121.456224,25.0886513,https://maps.google.com/?cid=2869851261151707875,https://page.line.me/936axmtd%20%20%20%ED%A0%BD%ED%B0%BE%ED%A0%B5%ED%B0%88%ED%A0%B5%ED%B0%A7%ED%A0%B5%ED%B0%AC%ED%A0%B5%ED%B0%AD%ED%A0%B5%ED%B0%9A%ED%A0%B5%ED%B0%A0%ED%A0%B5%ED%B0%AB%ED%A0%B5%ED%B0%9A%ED%A0%B5%ED%B0%A6:%20https://instagram.com/pet_happy75?igshid=NzZlODBkYWE4Ng==,2023-11-15
ht0223,ChIJGd88kxGpQjQRkbilKXk1yNE,麻糬阿木接待所,247台灣新北市蘆洲區中山一路120巷19號,,新北市,蘆洲區,NTP014,OPERATIONAL,77.0,3,"['establishment', 'point_of_interest']",5.0,178.0,121.4778488,25.0819936,https://maps.google.com/?cid=15116390943775111313,https://lin.ee/RlBW6Oe,2025-04-08
ht0224,ChIJHTQT3sepQjQRAvE8YYgDAEA,寵物有珈spa旅館,247台灣新北市蘆洲區集賢路224巷39-1號1樓,0958246789,新北市,蘆洲區,NTP014,OPERATIONAL,42.5,3,"['establishment', 'point_of_interest', 'store']",4.9,255.0,121.4802516,25.0882479,https://maps.google.com/?cid=4611689902709207298,https://www.facebook.com/Pet.SPA.Hotel.0958246789/,2024-09-09
ht0225,ChIJK-bUsTmpQjQRaPIJfCpFWBo,蘆洲福貓-貓咪旅館,247台灣新北市蘆洲區永安南路二段98號,0903270855,新北市,蘆洲區,NTP014,OPERATIONAL,84.0,3,"['establishment', 'point_of_interest']",5.0,91.0,121.4633188,25.0781734,https://maps.google.com/?cid=1898343291708633704,http://www.fumao98.com.tw/,2024-01-31
ht0226,ChIJPZXVBcuoQjQRxIJK07rJLvs,寶妮寵物美容,"22 巷號, No. 13民義街, 蘆洲區新北市台灣 247",0222825070,新北市,蘆洲區,NTP014,OPERATIONAL,54.0,3,"['establishment', 'pet_store', 'point_of_interest', 'store']",4.4,48.0,121.4719271,25.0882934,https://maps.google.com/?cid=18099625756694577860,https://www.facebook.com/bonnie.pet.grooming,2025-01-26
ht0227,ChIJR4JtH42pQjQR0IsAAXV-kas,醬心寵物旅行館,247台灣新北市蘆洲區永平街32巷45弄14號1樓,0952162733,新北市,蘆洲區,NTP014,OPERATIONAL,77.0,3,"['establishment', 'point_of_interest']",4.8,32.0,121.459248,25.0927278,https://maps.google.com/?cid=12362801493101808592,https://lin.ee/pB6Tzky,2025-01-04
ht0228,ChIJcTjI-9KoQjQRlCNawQorW1Q,比佛利寵物水族時尚館,247台灣新北市蘆洲區集賢路229號,0282822289,新北市,蘆洲區,NTP014,OPERATIONAL,77.0,3,"['establishment', 'pet_store', 'point_of_interest', 'store']",4.2,1236.0,121.4823728,25.0858081,https://maps.google.com/?cid=6078499447260193684,http://www.beverly.com.tw/,2025-07-04
ht0229,ChIJ33G6nzIDaDQRwV5Vd5uUZeg,幸運草貓舍(全預約制),239013台灣新北市鶯歌區鶯桃路594號,0937016078,新北市,鶯歌區,NTP008,OPERATIONAL,48.0,3,"['establishment', 'pet_store', 'point_of_interest', 'store']",0.0,0.0,121.3304504,24.9683728,https://maps.google.com/?cid=16745954184889982657,http://luckyclovercattery.com/,
ht0230,ChIJiVzyfrgeaDQR9N-jzmBsJXU,東穎水族館,239台灣新北市鶯歌區鶯桃路501號,0226772203,新北市,鶯歌區,NTP008,OPERATIONAL,84.0,3,"['establishment', 'home_goods_store', 'point_of_interest', 'store']",4.7,34.0,121.3314311,24.9665737,https://maps.google.com/?cid=8441272239615369204,,2021-11-19
ht0231,ChIJrWrOSjcfaDQRFA410QUz2VM,毛多多生活館,239台灣新北市鶯歌區鳳七路290號,0226771088,新北市,鶯歌區,NTP008,OPERATIONAL,77.0,3,"['establishment', 'pet_store', 'point_of_interest', 'store']",4.9,86.0,121.3286627,24.9731999,https://maps.google.com/?cid=6041916475171999252,https://g.page/r/CRQONdEFM9lTEBM/review,2025-06-20
ht0232,ChIJ1by2mk4iaDQRCHuocyfgp_s,牛棚寵物沙龍,320台灣桃園市中壢區龍岡路一段94號,034686722,桃園市,中壢區,TYN002,OPERATIONAL,57.0,3,"['establishment', 'point_of_interest']",4.8,24.0,121.223215,24.950095,https://maps.google.com/?cid=18133708884679359240,https://www.facebook.com/niufamily.94/?hc_ref=ARQX5bwx4cZZ2VDl_uy8qNRhqMDgy2hSHSqZQ1WAG3yISKPtX9USTeB3DnwaCpoPaho&fref=nf&__xts__[0]=68.ARA6YHuPIs5QY7uZ2IpReiJ6PXlb1WU7O4DtEfsM0G3CaZYKjveMo84jDiXP6yL75EmXrTNm7_nWprPrr-P-rpVWqi7t1jq5jQT9mku8LBtKd1SpI49bnYR46_M34t9yJpiIfTCylr9Y&__tn__=kC-R,2024-02-05
ht0233,ChIJ4ZDPXDEiaDQRrQkf790aUIs,中圓寵物家族-sogo店,320台灣桃園市中壢區新生路286號,034273222,桃園市,中壢區,TYN002,OPERATIONAL,87.5,3,"['establishment', 'pet_store', 'point_of_interest', 'store']",4.3,488.0,121.2232163,24.9638156,https://maps.google.com/?cid=10038553109910718893,https://bmai.app/6cwzjw,2025-07-29
ht0234,ChIJ8ZDKcgEiaDQRwIB39ki_FnQ,捷勝犬舍,"320台灣桃園市中壢區強國路53巷12號, 3",034639856,桃園市,中壢區,TYN002,OPERATIONAL,0.0,3,"['establishment', 'point_of_interest']",5.0,1.0,121.2583986,24.9672451,https://maps.google.com/?cid=8365083677980852416,,2024-11-13
ht0235,ChIJ8dEMzk4haDQRMiBFPOiBwls,免睏寵物樂園(美容/住宿/安親/用品),320台灣桃園市中壢區高鐵北路二段97號,032876757,桃園市,中壢區,TYN002,OPERATIONAL,63.0,3,"['establishment', 'pet_store', 'point_of_interest', 'store']",4.8,233.0,121.219696,25.018597,https://maps.google.com/?cid=6611990037376868402,https://lin.ee/2kgXpMr,2025-09-29
ht0236,ChIJCZsJYI4laDQR-qfGu_y73GI,一期一會寵物美學旅館,320台灣桃園市中壢區松仁路8號,0913618307,桃園市,中壢區,TYN002,OPERATIONAL,54.0,3,"['establishment', 'pet_store', 'point_of_interest', 'store']",5.0,43.0,121.1702715,24.9587369,https://maps.google.com/?cid=7123775404749793274,https://instagram.com/one.for.a.while?igshid=NzZlODBkYWE4Ng==&utm_source=qr,2024-12-24
ht0237,ChIJCx08zRohaDQRDxUX_R0H47E,皇家萌寵-中壢青埔寵物美容|寵物用品|寵物住宿|寵物旅館|寵物安親保母|寵物安親|貓狗美容|在地推薦寵物店|寵物SPA,320台灣桃園市中壢區領航南路三段288號,032870775,桃園市,中壢區,TYN002,OPERATIONAL,84.0,3,"['establishment', 'point_of_interest', 'store']",4.8,85.0,121.220819,25.0107891,https://maps.google.com/?cid=12818096789808157967,https://line.me/R/ti/p/@222zzotp,2025-05-15
ht0238,ChIJETFdbzQhaDQRyhMZEtcvvHE,環球購物中心 桃園A19,320台灣桃園市中壢區高鐵南路二段352號,032876999,桃園市,中壢區,TYN002,OPERATIONAL,77.0,3,"['department_store', 'establishment', 'food', 'point_of_interest', 'restaurant', 'shopping_mall', 'store']",4.2,4040.0,121.2018597,25.0018173,https://maps.google.com/?cid=8195478022675567562,https://www.twglobalmall.com/branch/5/6,2025-10-03
ht0239,ChIJH0nPHoYjaDQRByeSEmkRRlM,汪喵歡樂營桃園館,320台灣桃園市中壢區中山東路二段313號,0983086698,桃園市,中壢區,TYN002,OPERATIONAL,82.0,3,"['establishment', 'pet_store', 'point_of_interest', 'store', 'veterinary_care']",4.9,1131.0,121.2420556,24.9502096,https://maps.google.com/?cid=6000502696498571015,https://www.shabafood.com/,2025-06-06
ht0240,ChIJNUY4Nc0jaDQRZOwcDyUlA18,龍慈寵物spa/中壢貓住宿,320台灣桃園市中壢區龍慈路83號,0912812883,桃園市,中壢區,TYN002,OPERATIONAL,60.0,3,"['establishment', 'point_of_interest', 'veterinary_care']",5.0,11.0,121.2474588,24.9432466,https://maps.google.com/?cid=6846356699630857316,https://lin.ee/K7EtbRD,2024-04-07
ht0241,ChIJNy5yL-AhaDQR6y5_bIV746k,FurFur 沐毛寵物澡堂,320台灣桃園市中壢區領航南路三段350號,032877094,桃園市,中壢區,TYN002,OPERATIONAL,66.0,3,"['establishment', 'point_of_interest']",4.9,12.0,121.2215883,25.0118887,https://maps.google.com/?cid=12241764025104281323,https://lin.ee/XNkdP43,2025-04-21
ht0242,ChIJP5JrgUoiaDQRrpVQ4PapsD8,So Sweet 真貼心寵物美容旅館/開放式不關籠/中壢寵物美容推薦/寵物美容/寵物,320台灣桃園市中壢區延平路352號,034270580,桃園市,中壢區,TYN002,OPERATIONAL,70.0,3,"['establishment', 'pet_store', 'point_of_interest', 'store']",4.2,291.0,121.225155,24.9599777,https://maps.google.com/?cid=4589354898080961966,https://www.sosweetpet.com.tw/,2025-07-05
ht0243,ChIJQUXchS8haDQRjzF8LrVsrbI,夢17 精品寵物美容旅館 Dream17 Pet Shop,320台灣桃園市中壢區公園路二段250號,032875350,桃園市,中壢區,TYN002,OPERATIONAL,63.0,3,"['establishment', 'pet_store', 'point_of_interest', 'store']",4.8,103.0,121.2040584,25.0093884,https://maps.google.com/?cid=12875066435146887567,https://lin.ee/Xvtvuhs,2023-08-11
ht0244,ChIJXf9oGUYhaDQRmkWcoaThk_g,小沐浴寵物美容坊,320台灣桃園市中壢區永能路3號,032870825,桃園市,中壢區,TYN002,OPERATIONAL,63.0,3,"['establishment', 'point_of_interest']",4.6,97.0,121.2026785,25.0066251,https://maps.google.com/?cid=17911908240184853914,,2025-07-19
ht0245,ChIJY9utu3UjaDQRaaZ7XLWM75U,Q Ball寵物沙龍館寵物住宿,320台灣桃園市中壢區榮安十三街270號,0937157229,桃園市,中壢區,TYN002,OPERATIONAL,60.0,3,"['establishment', 'point_of_interest']",5.0,75.0,121.2582258,24.9614899,https://maps.google.com/?cid=10804008741653685865,,2024-06-10
ht0246,ChIJddtvlpkhaDQR5fCBlXeFlyI,日光貓寓 貓旅館,320台灣桃園市中壢區領航南路三段83-3號1樓,032877782,桃園市,中壢區,TYN002,OPERATIONAL,168.0,3,"['establishment', 'point_of_interest', 'veterinary_care']",5.0,42.0,121.2174678,25.008359,https://maps.google.com/?cid=2492607667428782309,https://www.facebook.com/catlight.hotel,2024-11-09
ht0247,ChIJhxB1gD8iaDQRODeDiEPM-Wg,中圓寵物家族(中原店),320台灣桃園市中壢區中山東路二段16號,034653377,桃園市,中壢區,TYN002,OPERATIONAL,91.0,3,"['establishment', 'pet_store', 'point_of_interest', 'store', 'veterinary_care']",4.4,576.0,121.2370385,24.9543533,https://maps.google.com/?cid=7564301639570634552,https://bmai.app/6cwzjw,2025-10-11
ht0248,ChIJi_dki3ojaDQRAq-mpCJ2baE,中舞國際集團,320台灣桃園市中壢區普忠路112號,034340588,桃園市,中壢區,TYN002,OPERATIONAL,45.0,3,"['establishment', 'point_of_interest']",4.0,1.0,121.2426382,24.9639463,https://maps.google.com/?cid=11632083303731212034,,2023-12-30
ht0249,ChIJnwohYdAhaDQRaxbYpAXMU70,摸肚肚寵物美容專門店,320台灣桃園市中壢區青昇路256號,033620088,桃園市,中壢區,TYN002,OPERATIONAL,54.0,3,"['establishment', 'point_of_interest']",3.7,23.0,121.2186666,25.0157269,https://maps.google.com/?cid=13642472020847892075,https://www.facebook.com/mo.du.du.chong.wu.mei.rong.zhuan.men?mibextid=LQQJ4d,2025-03-08
ht0250,ChIJoUuhpwAhaDQRieZ4gUV1JtE,好萌好猛 寵物旅館,320台灣桃園市中壢區永泰路151號,,桃園市,中壢區,TYN002,OPERATIONAL,0.0,3,"['establishment', 'lodging', 'point_of_interest']",4.7,16.0,121.2036034,25.0103157,https://maps.google.com/?cid=15070862144427320969,,2025-09-03
ht0251,ChIJr44WgT8iaDQRqh3fEjiNEq8,萬達寵物事業股份有限公司,320台灣中壢區治平街7號,034363848,桃園市,中壢區,TYN002,OPERATIONAL,0.0,3,"['establishment', 'point_of_interest']",1.0,1.0,121.2371336,24.9543909,https://maps.google.com/?cid=12615300778192477610,,2025-06-05
ht0252,ChIJtRJTQ0UiaDQROk6Whqn5mTo,捲毛叔叔寵物美容旅館-中壢旗艦館|24小時家長遠端即時監控|24小時開放式寵物住宿|24小時寵物褓姆|2樓純貓咪美容住宿旅館|不關籠|寵物安親評價|皮膚改善|寵物商品|寵物接送|幼犬社會化|寵物美容|包月推薦|中壢桃園八德平鎮楊梅龍潭青埔寵物美容住宿,320台灣桃園市中壢區環中東路二段694號,034593055,桃園市,中壢區,TYN002,OPERATIONAL,70.0,3,"['establishment', 'point_of_interest']",4.7,552.0,121.2286759,24.9442146,https://maps.google.com/?cid=4222680632139337274,https://www.facebook.com/%E6%8D%B2%E6%AF%9B%E5%8F%94%E5%8F%94pet-grooming-542325075970868/,2025-07-30
ht0253,ChIJvQlQ3H4jaDQRKtqPu-HhJWg,太樸寵物生活館,320台灣桃園市中壢區中北路51號1樓,034569911,桃園市,中壢區,TYN002,OPERATIONAL,70.0,3,"['establishment', 'point_of_interest', 'store']",3.9,50.0,121.2369246,24.9561687,https://maps.google.com/?cid=7504652713713457706,https://www.facebook.com/topvet4569911,2024-04-23
ht0254,ChIJvYix9zQiaDQRknlpM-U3C5A,狗老爸寵物美容旅館,320台灣桃園市中壢區中美路一段42號,034271217,桃園市,中壢區,TYN002,OPERATIONAL,70.0,3,"['establishment', 'point_of_interest']",4.6,176.0,121.2233989,24.9597046,https://maps.google.com/?cid=10379451223755028882,https://m.facebook.com/devated.to.you.dogdaddy/,2024-06-24
ht0255,ChIJ0Z40dkUfaDQR6YhHKYGeNvU,甜媽幸福寵物,334台灣桃園市八德區高城五街22巷5弄3號,0938997020,桃園市,八德區,TYN008,OPERATIONAL,77.0,3,"['establishment', 'point_of_interest']",4.7,61.0,121.2769513,24.9777617,https://maps.google.com/?cid=17669484465615243497,,2024-03-09
ht0256,ChIJ3Wf6VowfaDQR91i3GgycEBU,魚中魚貓狗水族大賣場-八德店,334台灣桃園市八德區中華路263-2號,033787799,桃園市,八德區,TYN008,OPERATIONAL,84.0,3,"['establishment', 'pet_store', 'point_of_interest', 'store']",4.5,1511.0,121.2769711,24.9821445,https://maps.google.com/?cid=1517884650225621239,https://www.petsmall.com.tw/,2025-08-02
ht0257,ChIJ6fIImR8faDQRzCnb_YE-ouw,ToTo寵物工坊,334台灣桃園市八德區大福街53巷8號,0928088600,桃園市,八德區,TYN008,OPERATIONAL,27.5,3,"['establishment', 'pet_store', 'point_of_interest', 'store']",4.5,10.0,121.3007021,24.9743479,https://maps.google.com/?cid=17051259867208821196,https://www.facebook.com/totopetworkshop/,2021-03-14
ht0258,ChIJD18xfOUYaDQRz0Xhwlj426s,中圓寵物水族家族-八德門市│複合式寵物百貨│優良特定寵物│提供寵物買賣│寵物美容住宿│動物醫院│水族百貨,334台灣桃園市八德區介壽路二段1072號,033656008,桃園市,八德區,TYN008,OPERATIONAL,98.0,3,"['establishment', 'pet_store', 'point_of_interest', 'store', 'veterinary_care']",4.5,1291.0,121.297169,24.931851,https://maps.google.com/?cid=12383764660495664591,https://bmai.app/6cwzjw,2025-07-26
ht0259,ChIJFzNCmuwYaDQR3niC_YjrscA,相信寵物美容,334台灣桃園市八德區長興二路83號1樓,033689583,桃園市,八德區,TYN008,OPERATIONAL,45.0,3,"['establishment', 'point_of_interest']",4.8,86.0,121.2799646,24.9342482,https://maps.google.com/?cid=13885138099761215710,https://www.facebook.com/people/%E7%9B%B8%E4%BF%A1%E5%AF%B5%E7%89%A9%E7%BE%8E%E5%AE%B9/100063679794453/,2023-10-17
ht0260,ChIJVRTayD0ZaDQRaDi3L_cn--A,小森林純貓美容旅館,334台灣桃園市八德區豐德路326號,033685501,桃園市,八德區,TYN008,OPERATIONAL,54.0,3,"['establishment', 'point_of_interest']",4.1,166.0,121.2872418,24.9254389,https://maps.google.com/?cid=16211595226261174376,https://www.petitforet.com/,2025-10-08
ht0261,ChIJY32as-sZaDQReFZfJgWhJdg,U&妮寵物沙龍 狗狗貓咪洗澡 犬貓spa 口腔照護課程 到府寵物照護 寵物用品店（當月公休日期請見粉絲專頁）,334台灣桃園市八德區仁德一路136號1樓,0963985807,桃園市,八德區,TYN008,OPERATIONAL,45.0,3,"['establishment', 'pet_store', 'point_of_interest', 'store']",4.9,75.0,121.2902585,24.9358602,https://maps.google.com/?cid=15575031929821419128,http://reurl.cc/MRArAW,2023-03-31
ht0262,ChIJu0iAKMAfaDQRO-0EBIiViiI,花ni萌寵物旅館-八德貓咪住宿|貓咪包月寄宿|寵物住宿|狗狗保姆|小型犬安親住宿|狗狗美容,334台灣桃園市八德區永福西街32巷3號,033638541,桃園市,八德區,TYN008,OPERATIONAL,63.0,3,"['establishment', 'point_of_interest']",4.9,76.0,121.2983676,24.963037,https://maps.google.com/?cid=2488966155491142971,https://www.flowernimoe.com/,2024-09-07
ht0263,ChIJz8v-980YaDQRPA3mUYfPz_Y,抱抱熊寵物生活館,334台灣桃園市八德區建國路1134號,033610225,桃園市,八德區,TYN008,OPERATIONAL,54.0,3,"['establishment', 'pet_store', 'point_of_interest', 'store']",5.0,22.0,121.2970782,24.9567388,https://maps.google.com/?cid=17784661633610943804,https://www.facebook.com/Hugbear.go/?ref=aymt_homepage_panel,2019-07-07
ht0264,ChIJzwFWz5AZaDQR9h1DEVsCiL8,牠說寵物生活館/美容 住宿 安親,334台灣桃園市八德區金和路85號,033636320,桃園市,八德區,TYN008,OPERATIONAL,60.0,3,"['establishment', 'pet_store', 'point_of_interest', 'store']",4.9,101.0,121.2959339,24.9548169,https://maps.google.com/?cid=13801283648231775734,https://www.facebook.com/WOUDLIKE/,2022-03-07
